,TestTime,IP,MeanThroughputMbps,MinRTT,City,Latitude,Longitude,ProviderNumber,ProviderName
74,2020-01-01 13:08:57.395409+00:00,b'I<\x80!',11.806695912445226,19.954,Salem,42.5181,-70.899,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
75,2020-01-01 13:05:46.108232+00:00,b'\x18=\xa8\x9d',5.917729087742194,22.144,Lynn,42.4684,-70.9465,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
76,2020-01-01 17:02:39.227028+00:00,b'&\x00ldc\x7f\xfc\xa5d\xbc<\r\xb3\xdeX<',4.268305178472367,25.799,Worcester,42.2917,-71.7858,20115.0,CHARTER-NET-HKY-NC - Charter Communications
77,2020-01-01 13:21:43.456237+00:00,b'G\xae\xe2\x87',58.48250497824301,9.672,Westborough,42.2647,-71.6175,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
78,2020-01-01 01:29:46.370722+00:00,b'A`BH',11.544470766420623,22.253,Nantucket,41.2727,-70.0971,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
79,2020-01-01 13:10:28.527622+00:00,b'\x8d~\xf3_',11.158351169775967,25.298,Worcester,42.2917,-71.7858,20115.0,CHARTER-NET-HKY-NC - Charter Communications
80,2020-01-01 01:13:41.475823+00:00,b'\xadL8\xf9',33.87114371958831,11.605,North Attleboro,41.9739,-71.3284,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
81,2020-01-01 20:44:45.359131+00:00,b'G\xc0\x12j',5.809077369940766,22.253,West Springfield,42.1177,-72.6445,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
82,2020-01-01 17:25:38.458594+00:00,b'\x18=\xf8\xb5',10.39345023455842,63.572,Gloucester,42.6219,-70.6762,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
83,2020-01-01 20:45:38.882884+00:00,b'&\x01\x01\x86\x82\x7f\xee \xd5\x01@e\xc8\xe4M\xe3',40.3697800728297,26.61,Sunderland,42.4527,-72.5674,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
84,2020-01-01 17:18:00.412911+00:00,"b'\x18""\xa1\x0f'",3.5765811968288324,36.444,Dracut,42.6764,-71.3171,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
85,2020-01-01 20:50:06.432430+00:00,b'Id\x1cY',40.74017532903653,17.853,Boston,42.364,-71.0265,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
86,2020-01-01 17:05:43.182405+00:00,b'L\x13j\xb7',11.82178259569603,19.726,Brookline,42.3268,-71.1341,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
87,2020-01-01 17:21:14.040278+00:00,b'&\x01\x01\x92@\x00\xdc`\xf8\x1b\x85Q\xa6\x9c\xb3\xb3',11.20765092935416,15.99,Waltham,42.3939,-71.2174,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
88,2020-01-01 01:06:47.889787+00:00,b'L\x7f\xad\xe9',17.73236074564507,16.49,Fall River,41.7166,-71.1431,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
89,2020-01-01 20:42:39.827134+00:00,b'I\x10\xbcH',40.5964417152542,19.894,Nantucket,41.2727,-70.0971,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
90,2020-01-01 20:54:10.849366+00:00,b'@\xc4\xc9f',3.2499340559705283,15.361,Boston,42.3514,-71.0421,7029.0,WINDSTREAM - Windstream Communications Inc
91,2020-01-01 17:00:59.401401+00:00,b'&\x00\x10\x00\xb0a\x88]\xa1\xdd\x08az%\x82\xfa',0.1634045492677422,56.955,Boston,42.3364,-71.0326,22394.0,CELLCO - Cellco Partnership DBA Verizon Wireless
92,2020-01-01 20:42:33.342070+00:00,b'D\xa2\xd5\xb5',23.68155473144888,17.854,Medfield,42.1815,-71.3011,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
93,2020-01-01 20:52:30.784867+00:00,b'\xad\t:%',17.51017936362548,27.141,Allston,42.3513,-71.137,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
94,2020-01-01 13:29:38.405834+00:00,b'/\x0e\x1fK',11.262815278009144,22.144,Pepperell,42.6689,-71.5934,20115.0,CHARTER-NET-HKY-NC - Charter Communications
95,2020-01-01 01:22:51.034175+00:00,b'G\xb8\x9d\xb4',67.18818425391756,10.269,North Attleboro,41.9739,-71.3284,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
96,2020-01-01 01:13:14.938143+00:00,b'B\x1e\xb8Y',11.821581189655053,19.2,Medfield,42.1815,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
97,2020-01-01 20:55:03.583562+00:00,b'Ir\xe6\xa5',40.93211065931522,17.925,Clinton,42.4167,-71.6829,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
98,2020-01-01 20:33:44.765793+00:00,b'@\xc4\xc9f',2.335950443070948,24.0,Boston,42.3514,-71.0421,7029.0,WINDSTREAM - Windstream Communications Inc
99,2020-01-01 01:16:51.750220+00:00,b'`\xe9\xa9\x83',0.8303493474059958,38.2,Springfield,42.1224,-72.5116,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
100,2020-01-01 01:10:37.103744+00:00,b'&\x00\x10\x00\xb0\x1f\xe7\xc0\xe1\x10av\xf3B\xed\xf6',7.460376722512883,48.456,Brighton,42.3474,-71.1582,22394.0,CELLCO - Cellco Partnership DBA Verizon Wireless
101,2020-01-01 20:51:27.664867+00:00,b'G\xf8\xbf\xf5',5.3808148114508025,19.504,Chelmsford,42.5945,-71.3571,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
102,2020-01-01 20:44:00.137287+00:00,"b'\x18""\xd3P'",17.627672089620713,17.296,Brighton,42.3474,-71.1582,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
103,2020-01-01 01:03:41.358630+00:00,b'J\\\x1f>',0.706477942127945,51.691,Marlborough,42.3491,-71.5431,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
104,2020-01-01 17:00:57.585343+00:00,b'l\x1a\xd9\xb3',12.478711450082072,13.168,Newton Center,42.3291,-71.1815,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
105,2020-01-01 01:04:40.241387+00:00,b'I/\xce?',11.396734673060587,20.86,New Bedford,41.6339,-70.9406,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
106,2020-01-01 20:38:46.530648+00:00,b'\xd8\x13\xf7\x99',34.072299567599075,13.456,Great Barrington,42.1927,-73.3606,19323.0,HGE-NET - Holyoke Gas & Electric Department
107,2020-01-01 20:43:43.518434+00:00,b'&\x01\x01\x96\x88\x01d\xd0|\xd9VG\xec\x00\xe4\xb9',40.10460670299162,24.644,Attleboro,41.9261,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
108,2020-01-01 01:21:09.494870+00:00,b'HF7A',153.49067915658264,15.979,Groton,42.6152,-71.5561,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
109,2020-01-01 20:44:33.343674+00:00,b'\xad0d\xa5',477.2740201589732,8.51,Billerica,42.5511,-71.256,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
110,2020-01-01 17:22:27.596605+00:00,b'Iwrh',8.907435922035903,18.458,Brookline,42.3399,-71.1245,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
111,2020-01-01 01:22:14.520040+00:00,b'&\x01\x01\x8e\x01\x00\x8e\x80\x9c\x8b.V\xec\xd4\xfb\x8e',17.16183853040245,26.265,Marlborough,42.3491,-71.5431,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
112,2020-01-01 13:11:49.804798+00:00,b'G\xe9\xfae',0.6129239862492096,17.006,Salem,42.5181,-70.899,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
113,2020-01-01 01:28:19.454888+00:00,b'J^\xadA',2.251879862279106,125.277,Haverhill,42.7853,-71.0714,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
114,2020-01-01 01:06:25.520132+00:00,b'Irz\x85',8.998712985349071,22.272,Fairhaven,41.637,-70.8884,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
115,2020-01-01 01:00:49.343906+00:00,b'HJ\x97\xb5',107.99016418803777,15.015,Franklin,42.08,-71.4175,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
116,2020-01-01 01:11:47.465474+00:00,b'K\x85\xb6u',22.37849046750224,19.463,Head of Westport,41.6211,-71.089,20115.0,CHARTER-NET-HKY-NC - Charter Communications
117,2020-01-01 17:00:52.324476+00:00,b'b\xd8s\xec',5.100010574296531,30.518,Newburyport,42.8133,-70.8814,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
118,2020-01-01 20:44:22.181111+00:00,b'G\xc0\x12j',5.761545989152956,22.697,West Springfield,42.1177,-72.6445,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
119,2020-01-01 17:06:25.860080+00:00,b'\xd1\x06\x1e?',24.76852051544558,16.043,Natick,42.2878,-71.3587,6079.0,RCN-AS - RCN
120,2020-01-01 01:09:09.858323+00:00,b'G\xc0\xa3\xf5',11.824919763292582,15.977,Cambridge,42.3649,-71.0987,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
121,2020-01-01 01:05:26.247285+00:00,b'k\xf2tX',3.5551714655748285,43.954,,42.3562,-71.0631,20057.0,AT&T Wireless Service
122,2020-01-01 17:09:17.099172+00:00,b'l\x1a\xd9\xb3',1.028066731541982,15.978,Newton Center,42.3291,-71.1815,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
123,2020-01-01 20:30:24.959536+00:00,b'A`\xa1\x9a',0.6859123695122766,287.374,Cambridge,42.3649,-71.0987,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
124,2020-01-01 13:03:07.138845+00:00,b'\x18\x93\xa6\xb1',11.786745286007614,25.971,Andover,42.6508,-71.1607,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
125,2020-01-01 01:26:33.171331+00:00,b'\x18=\x97\x15',5.916012379275404,17.051,Newburyport,42.8133,-70.8814,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
126,2020-01-01 20:39:40.615078+00:00,b'&\x01\x01\x96\x88\x01d\xd0|\xd9VG\xec\x00\xe4\xb9',40.52941393028296,18.482,Attleboro,41.9261,-71.3011,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
127,2020-01-01 20:49:39.134484+00:00,b'\x18=e<',9.888887244651128,60.894,Brewster,41.7492,-70.0699,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
128,2020-01-01 01:23:33.209935+00:00,b'bv~\xaa',87.5822424136022,9.737,Maynard,42.4337,-71.4568,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
129,2020-01-01 01:13:02.545070+00:00,b'\xad\r]\xa5',22.37279717166064,18.105,Concord,42.4567,-71.3747,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
130,2020-01-01 17:18:39.165972+00:00,b'b\xe5^\xa5',5.932875030374676,19.985,New Bedford,41.6339,-70.9406,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
131,2020-01-01 20:40:14.481548+00:00,b'\xad0\xb6\x18',31.212783014958948,15.605,Ashland,42.2546,-71.4564,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
132,2020-01-01 20:39:54.405945+00:00,b'\x89Sm\xd5',19.364638186565426,36.323,Needham,42.2803,-71.25,62642.0,BIGLEAF - Bigleaf Networks LLC
133,2020-01-01 01:01:53.713109+00:00,b'I\x10\xc4\xf7',4.116850477012401,22.268,South Yarmouth,41.6721,-70.1941,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
134,2020-01-01 17:10:54.777614+00:00,b'Jh\xb6d',156.629645188629,10.126,Acton,42.4748,-71.4499,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
135,2020-01-01 17:09:12.898276+00:00,b'&\x01\x01\x97\xc1\x7f\xa6\x00\x0c\xce\x15{\x0e\xf8\n\x8b',17.184978601645778,19.765,Scituate,42.2013,-70.7543,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
136,2020-01-01 01:03:41.778297+00:00,"b""\x92s'x""",24.543521069290623,21.105,Everett,42.415,-71.0527,6079.0,RCN-AS - RCN
137,2020-01-01 13:03:33.673287+00:00,b'I\x8f\x9aM',5.888659077158611,22.034,Agawam,42.0681,-72.6256,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
138,2020-01-01 01:08:10.733886+00:00,b'\x18\xdac\x05',0.0991499306230982,50.557,Brockton,42.0774,-71.0446,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
139,2020-01-01 01:26:10.775986+00:00,b'd\x00p\xaf',78.05618900636445,12.432,Topsfield,42.6421,-70.9419,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
140,2020-01-01 13:26:36.435028+00:00,b'\x18[\x04\xd5',11.832234897899818,22.103,Sharon,42.1094,-71.1759,7922.0,"COMCAST-7922 - Comcast Cable Communications, Inc."
141,2020-01-01 20:55:40.942013+00:00,b'\xad0!1',86.45731457865996,9.047,Braintree,42.2125,-70.9961,701.0,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business"
