seq_id,muni_id,municipal,geoid,logrecno,acs_year,mhi,mhi_me,o_mhi,o_mhi_me,r_mhi,r_mhi_me
3616,322,West Bridgewater,06000US2502375260,317,2014-18,86806,11589,99879,11585,52429,23686
3617,323,West Brookfield,06000US2502775400,380,2014-18,72931,8695,80245,8306,41300,21217
3618,324,West Newbury,06000US2500977150,137,2014-18,138403,28870,145893,32844,0,0
3619,325,West Springfield,06000US2501377890,185,2014-18,51472,4166,71602,2940,33776,5033
3620,326,West Stockbridge,06000US2500377990,72,2014-18,75982,7971,79167,10497,0,0
3621,327,West Tisbury,06000US2500778235,102,2014-18,94306,15031,99282,12685,53456,28119
3622,328,Westborough,06000US2502775015,378,2014-18,108767,9930,151571,13676,68115,8579
3623,329,Westfield,06000US2501376030,184,2014-18,63660,4228,78993,6672,37203,4006
3624,330,Westford,06000US2501776135,256,2014-18,141173,7794,153280,7082,80938,27403
3625,331,Westhampton,06000US2501576380,204,2014-18,89545,9233,93542,14640,51563,11280
3626,332,Westminster,06000US2502777010,381,2014-18,98714,7277,102048,11446,58456,26564
3627,333,Weston,06000US2501777255,257,2014-18,181667,23620,203860,31271,78214,41209
3628,334,Westport,06000US2500577570,95,2014-18,80015,7519,87613,5606,42083,13488
3629,335,Westwood,06000US2502178690,288,2014-18,155706,10872,169518,14813,51542,15590
3630,336,Weymouth,06000US2502178972,289,2014-18,79034,5271,97893,4036,51212,4143
3631,337,Whately,06000US2501179110,163,2014-18,72542,13920,73875,9906,47500,19435
3632,338,Whitman,06000US2502379530,318,2014-18,83066,5160,98949,6083,46465,5421
3633,339,Wilbraham,06000US2501379740,186,2014-18,107592,6953,117992,6952,29868,9494
3634,340,Williamsburg,06000US2501579915,205,2014-18,79487,7212,94519,14467,34450,8076
3635,341,Williamstown,06000US2500379985,73,2014-18,82802,13315,106402,14617,32143,14176
3636,342,Wilmington,06000US2501780230,258,2014-18,122813,8865,126878,2706,80500,14569
3637,343,Winchendon,06000US2502780405,382,2014-18,71895,13447,87176,15054,33692,10507
3638,344,Winchester,06000US2501780510,259,2014-18,159536,7363,180521,14207,67708,13752
3639,345,Windsor,06000US2500380685,74,2014-18,83583,15193,83583,15193,0,0
3640,346,Winthrop,06000US2502581005,323,2014-18,68322,4462,87762,9540,42608,7030
3641,347,Woburn,06000US2501781035,260,2014-18,88745,4824,107644,3901,63509,6443
3642,348,Worcester,06000US2502782000,383,2014-18,46407,1717,80430,3114,31547,1803
3643,349,Worthington,06000US2501582175,206,2014-18,75417,8752,82891,9746,31667,16895
3644,350,Wrentham,06000US2502182315,290,2014-18,113017,12469,137768,11180,40260,20058
3645,351,Yarmouth,06000US2500182525,42,2014-18,63061,3285,68991,4606,45494,3999
