,quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,geometry,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAMELSAD
175005,0302332121233200,97889,73847,9,39,6,"POLYGON ((-71.2353515625 42.3098154156867, -71.2298583984375 42.3098154156867, -71.2298583984375 42.3057530030464, -71.2353515625 42.3057530030464, -71.2353515625 42.3098154156867))",25,021,00606937,25021,Norfolk County
175368,0302332121321330,185859,52788,11,219,53,"POLYGON ((-71.114501953125 42.3341843859394, -71.1090087890625 42.3341843859394, -71.1090087890625 42.330123546342, -71.114501953125 42.330123546342, -71.114501953125 42.3341843859394))",25,021,00606937,25021,Norfolk County
175646,0302332123033131,81320,34589,100,11,4,"POLYGON ((-71.1968994140625 42.1878290105908, -71.19140625 42.1878290105908, -71.19140625 42.1837587346522, -71.1968994140625 42.1837587346522, -71.1968994140625 42.1878290105908))",25,021,00606937,25021,Norfolk County
176696,0302332123131101,106450,83569,18,3,2,"POLYGON ((-71.0321044921875 42.2285173562085, -71.026611328125 42.2285173562085, -71.026611328125 42.2244497010097, -71.0321044921875 42.2244497010097, -71.0321044921875 42.2285173562085))",25,021,00606937,25021,Norfolk County
178317,0302332132002012,147048,9268,13,36,15,"POLYGON ((-71.004638671875 42.2569836037675, -70.9991455078125 42.2569836037675, -70.9991455078125 42.252917783302, -71.004638671875 42.252917783302, -71.004638671875 42.2569836037675))",25,021,00606937,25021,Norfolk County
185863,0302332123303132,389096,40130,14,8,1,"POLYGON ((-71.114501953125 42.1185986828156, -71.1090087890625 42.1185986828156, -71.1090087890625 42.1145239524643, -71.114501953125 42.1145239524643, -71.114501953125 42.1185986828156))",25,021,00606937,25021,Norfolk County
189776,0302332123113130,189343,13802,12,84,26,"POLYGON ((-71.026611328125 42.252917783302, -71.0211181640625 42.252917783302, -71.0211181640625 42.2488517007209, -71.026611328125 42.2488517007209, -71.026611328125 42.252917783302))",25,021,00606937,25021,Norfolk County
190000,0302332123131311,118597,60716,10,5,4,"POLYGON ((-71.0211181640625 42.2122451628858, -71.015625 42.2122451628858, -71.015625 42.2081764593474, -71.0211181640625 42.2081764593474, -71.0211181640625 42.2122451628858))",25,021,00606937,25021,Norfolk County
191274,0302332132020132,113401,127518,14,21,7,"POLYGON ((-70.982666015625 42.2163136043448, -70.9771728515625 42.2163136043448, -70.9771728515625 42.2122451628858, -70.982666015625 42.2122451628858, -70.982666015625 42.2163136043448))",25,021,00606937,25021,Norfolk County
192330,0302332123133121,126803,134667,8,9,4,"POLYGON ((-71.0321044921875 42.1878290105908, -71.026611328125 42.1878290105908, -71.026611328125 42.1837587346522, -71.0321044921875 42.1837587346522, -71.0321044921875 42.1878290105908))",25,021,00606937,25021,Norfolk County
195255,0302332123102122,121757,58502,13,38,12,"POLYGON ((-71.16943359375 42.2488517007209, -71.1639404296875 42.2488517007209, -71.1639404296875 42.244785356028, -71.16943359375 42.244785356028, -71.16943359375 42.2488517007209))",25,021,00606937,25021,Norfolk County
196764,0302332123010311,208656,84263,12,49,15,"POLYGON ((-71.2408447265625 42.2773087742371, -71.2353515625 42.2773087742371, -71.2353515625 42.2732442644027, -71.2408447265625 42.2732442644027, -71.2408447265625 42.2773087742371))",25,021,00606937,25021,Norfolk County
196842,0302332121232123,100721,29511,12,26,7,"POLYGON ((-71.2518310546875 42.3138775661619, -71.246337890625 42.3138775661619, -71.246337890625 42.3098154156867, -71.2518310546875 42.3098154156867, -71.2518310546875 42.3138775661619))",25,021,00606937,25021,Norfolk County
199878,0302332123202110,130438,20918,10,3,2,"POLYGON ((-71.334228515625 42.1308213018881, -71.3287353515625 42.1308213018881, -71.3287353515625 42.1267473575313, -71.334228515625 42.1267473575313, -71.334228515625 42.1308213018881))",25,021,00606937,25021,Norfolk County
200439,0302332123301032,191896,73157,11,17,9,"POLYGON ((-71.136474609375 42.151187093512, -71.1309814453125 42.151187093512, -71.1309814453125 42.147114459221, -71.136474609375 42.147114459221, -71.136474609375 42.151187093512))",25,021,00606937,25021,Norfolk County
201460,0302332123120310,129108,50466,9,13,8,"POLYGON ((-71.158447265625 42.2122451628858, -71.1529541015625 42.2122451628858, -71.1529541015625 42.2081764593474, -71.158447265625 42.2081764593474, -71.158447265625 42.2122451628858))",25,021,00606937,25021,Norfolk County
204158,0302332121321023,174179,31544,11,220,54,"POLYGON ((-71.1419677734375 42.3463653316019, -71.136474609375 42.3463653316019, -71.136474609375 42.3423052785728, -71.1419677734375 42.3423052785728, -71.1419677734375 42.3463653316019))",25,021,00606937,25021,Norfolk County
207234,0302332122313020,223558,5946,12,3,1,"POLYGON ((-71.4111328125 42.1226731511726, -71.4056396484375 42.1226731511726, -71.4056396484375 42.1185986828156, -71.4111328125 42.1185986828156, -71.4111328125 42.1226731511726))",25,021,00606937,25021,Norfolk County
208816,0302332122303213,168224,60833,9,16,7,"POLYGON ((-71.4825439453125 42.1104489601222, -71.47705078125 42.1104489601222, -71.47705078125 42.1063737057932, -71.4825439453125 42.1063737057932, -71.4825439453125 42.1104489601222))",25,021,00606937,25021,Norfolk County
210243,0302332121323022,90363,5798,15,9,4,"POLYGON ((-71.1474609375 42.3138775661619, -71.1419677734375 42.3138775661619, -71.1419677734375 42.3098154156867, -71.1474609375 42.3098154156867, -71.1474609375 42.3138775661619))",25,021,00606937,25021,Norfolk County
215427,0302332123302311,142550,14892,16,10,5,"POLYGON ((-71.1529541015625 42.1145239524643, -71.1474609375 42.1145239524643, -71.1474609375 42.1104489601222, -71.1529541015625 42.1104489601222, -71.1529541015625 42.1145239524643))",25,021,00606937,25021,Norfolk County
216390,0302332123212312,216734,13930,102,22,11,"POLYGON ((-71.246337890625 42.1104489601222, -71.2408447265625 42.1104489601222, -71.2408447265625 42.1063737057932, -71.246337890625 42.1063737057932, -71.246337890625 42.1104489601222))",25,021,00606937,25021,Norfolk County
216508,0302332121223320,470528,92020,11,13,5,"POLYGON ((-71.30126953125 42.3016903282445, -71.2957763671875 42.3016903282445, -71.2957763671875 42.2976273912846, -71.30126953125 42.2976273912846, -71.30126953125 42.3016903282445))",25,021,00606937,25021,Norfolk County
221236,0302332123011013,124080,51488,11,6,6,"POLYGON ((-71.2188720703125 42.2895007309046, -71.21337890625 42.2895007309046, -71.21337890625 42.2854370074915, -71.2188720703125 42.2854370074915, -71.2188720703125 42.2895007309046))",25,021,00606937,25021,Norfolk County
221886,0302332123311220,295670,35307,18,45,4,"POLYGON ((-71.0595703125 42.1389684045809, -71.0540771484375 42.1389684045809, -71.0540771484375 42.1348949842392, -71.0595703125 42.1348949842392, -71.0595703125 42.1389684045809))",25,021,00606937,25021,Norfolk County
224629,0302332123322022,90469,52610,13,16,4,"POLYGON ((-71.19140625 42.0533715604336, -71.1859130859375 42.0533715604336, -71.1859130859375 42.0492926386868, -71.19140625 42.0492926386868, -71.19140625 42.0533715604336))",25,021,00606937,25021,Norfolk County
230876,0302332123111323,98513,7862,15,55,17,"POLYGON ((-71.0321044921875 42.2651144583376, -71.026611328125 42.2651144583376, -71.026611328125 42.2610491621138, -71.0321044921875 42.2610491621138, -71.0321044921875 42.2651144583376))",25,021,00606937,25021,Norfolk County
231536,0302332132002333,92584,30352,13,7,6,"POLYGON ((-70.9771728515625 42.2325847493133, -70.9716796875 42.2325847493133, -70.9716796875 42.2285173562085, -70.9771728515625 42.2285173562085, -70.9771728515625 42.2325847493133))",25,021,00606937,25021,Norfolk County
231894,0302332121333332,140002,16221,12,18,7,"POLYGON ((-71.026611328125 42.2976273912846, -71.0211181640625 42.2976273912846, -71.0211181640625 42.2935641921701, -71.026611328125 42.2935641921701, -71.026611328125 42.2976273912846))",25,021,00606937,25021,Norfolk County
234000,0302332123102202,198852,5970,9,5,1,"POLYGON ((-71.19140625 42.2407187492267, -71.1859130859375 42.2407187492267, -71.1859130859375 42.2366518803206, -71.19140625 42.2366518803206, -71.19140625 42.2407187492267))",25,021,00606937,25021,Norfolk County
236434,0302332132102211,140203,161522,4,12,2,"POLYGON ((-70.8233642578125 42.244785356028, -70.81787109375 42.244785356028, -70.81787109375 42.2407187492267, -70.8233642578125 42.2407187492267, -70.8233642578125 42.244785356028))",25,021,00606937,25021,Norfolk County
238338,0302332123201033,472649,17906,14,2,1,"POLYGON ((-71.3067626953125 42.151187093512, -71.30126953125 42.151187093512, -71.30126953125 42.147114459221, -71.3067626953125 42.147114459221, -71.3067626953125 42.151187093512))",25,021,00606937,25021,Norfolk County
238354,0302332122331211,112855,125721,11,14,6,"POLYGON ((-71.3946533203125 42.0819166783063, -71.38916015625 42.0819166783063, -71.38916015625 42.077839590175, -71.3946533203125 42.077839590175, -71.3946533203125 42.0819166783063))",25,021,00606937,25021,Norfolk County
238899,0302332123111331,117476,10154,24,58,32,"POLYGON ((-71.0211181640625 42.2691794924351, -71.015625 42.2691794924351, -71.015625 42.2651144583376, -71.0211181640625 42.2651144583376, -71.0211181640625 42.2691794924351))",25,021,00606937,25021,Norfolk County
245604,0302332123302012,132368,7154,14,45,7,"POLYGON ((-71.180419921875 42.1267473575313, -71.1749267578125 42.1267473575313, -71.1749267578125 42.1226731511726, -71.180419921875 42.1226731511726, -71.180419921875 42.1267473575313))",25,021,00606937,25021,Norfolk County
245987,0302332123010111,215352,54641,9,36,9,"POLYGON ((-71.2408447265625 42.2935641921701, -71.2353515625 42.2935641921701, -71.2353515625 42.2895007309046, -71.2408447265625 42.2895007309046, -71.2408447265625 42.2935641921701))",25,021,00606937,25021,Norfolk County
246620,0302332123120311,110473,63619,12,46,18,"POLYGON ((-71.1529541015625 42.2122451628858, -71.1474609375 42.2122451628858, -71.1474609375 42.2081764593474, -71.1529541015625 42.2081764593474, -71.1529541015625 42.2122451628858))",25,021,00606937,25021,Norfolk County
247784,0302332123113033,199981,13594,13,37,14,"POLYGON ((-71.0430908203125 42.2488517007209, -71.03759765625 42.2488517007209, -71.03759765625 42.244785356028, -71.0430908203125 42.244785356028, -71.0430908203125 42.2488517007209))",25,021,00606937,25021,Norfolk County
247833,0302332123102210,198510,68532,8,22,14,"POLYGON ((-71.180419921875 42.244785356028, -71.1749267578125 42.244785356028, -71.1749267578125 42.2407187492267, -71.180419921875 42.2407187492267, -71.180419921875 42.244785356028))",25,021,00606937,25021,Norfolk County
248343,0302332123301301,124573,103886,9,23,6,"POLYGON ((-71.1199951171875 42.147114459221, -71.114501953125 42.147114459221, -71.114501953125 42.1430415629094, -71.1199951171875 42.1430415629094, -71.1199951171875 42.147114459221))",25,021,00606937,25021,Norfolk County
251992,0302332121321332,185068,13735,12,74,23,"POLYGON ((-71.114501953125 42.330123546342, -71.1090087890625 42.330123546342, -71.1090087890625 42.326062444562, -71.114501953125 42.326062444562, -71.114501953125 42.330123546342))",25,021,00606937,25021,Norfolk County
251994,0302332123311012,139712,85082,9,20,9,"POLYGON ((-71.048583984375 42.1593315760172, -71.0430908203125 42.1593315760172, -71.0430908203125 42.1552594657786, -71.048583984375 42.1552594657786, -71.048583984375 42.1593315760172))",25,021,00606937,25021,Norfolk County
254259,0302332132020333,203237,78998,13,57,16,"POLYGON ((-70.9771728515625 42.2000382660468, -70.9716796875 42.2000382660468, -70.9716796875 42.1959687762918, -70.9771728515625 42.1959687762918, -70.9771728515625 42.2000382660468))",25,021,00606937,25021,Norfolk County
255656,0302332123011301,102016,48976,10,28,10,"POLYGON ((-71.2078857421875 42.2773087742371, -71.202392578125 42.2773087742371, -71.202392578125 42.2732442644027, -71.2078857421875 42.2732442644027, -71.2078857421875 42.2773087742371))",25,021,00606937,25021,Norfolk County
260392,0302332121230233,122920,108742,8,35,14,"POLYGON ((-71.2628173828125 42.330123546342, -71.25732421875 42.330123546342, -71.25732421875 42.326062444562, -71.2628173828125 42.326062444562, -71.2628173828125 42.330123546342))",25,021,00606937,25021,Norfolk County
260609,0302332300101032,335832,11971,11,6,4,"POLYGON ((-71.488037109375 42.0207328526443, -71.4825439453125 42.0207328526443, -71.4825439453125 42.0166518355682, -71.488037109375 42.0166518355682, -71.488037109375 42.0207328526443))",25,021,00606937,25021,Norfolk County
262183,0302332123123202,129557,70340,11,8,4,"POLYGON ((-71.1474609375 42.1756173966168, -71.1419677734375 42.1756173966168, -71.1419677734375 42.1715463345275, -71.1474609375 42.1715463345275, -71.1474609375 42.1756173966168))",25,021,00606937,25021,Norfolk County
262508,0302332121223333,183366,70295,9,16,12,"POLYGON ((-71.2847900390625 42.2976273912846, -71.279296875 42.2976273912846, -71.279296875 42.2935641921701, -71.2847900390625 42.2935641921701, -71.2847900390625 42.2976273912846))",25,021,00606937,25021,Norfolk County
262891,0302332123322030,183500,14384,14,8,2,"POLYGON ((-71.180419921875 42.0574502202468, -71.1749267578125 42.0574502202468, -71.1749267578125 42.0533715604336, -71.180419921875 42.0533715604336, -71.180419921875 42.0574502202468))",25,021,00606937,25021,Norfolk County
264152,0302332122331013,180302,54792,14,9,4,"POLYGON ((-71.3946533203125 42.0941463709227, -71.38916015625 42.0941463709227, -71.38916015625 42.090070068684, -71.3946533203125 42.090070068684, -71.3946533203125 42.0941463709227))",25,021,00606937,25021,Norfolk County
267556,0302332123203233,261844,11704,15,3,2,"POLYGON ((-71.3067626953125 42.1022981894812, -71.30126953125 42.1022981894812, -71.30126953125 42.0982224111897, -71.3067626953125 42.0982224111897, -71.3067626953125 42.1022981894812))",25,021,00606937,25021,Norfolk County
268501,0302332123023031,179940,59505,11,21,6,"POLYGON ((-71.3067626953125 42.1878290105908, -71.30126953125 42.1878290105908, -71.30126953125 42.1837587346522, -71.3067626953125 42.1837587346522, -71.3067626953125 42.1878290105908))",25,021,00606937,25021,Norfolk County
269128,0302332123132112,103277,112105,10,33,7,"POLYGON ((-71.070556640625 42.1918990244719, -71.0650634765625 42.1918990244719, -71.0650634765625 42.1878290105908, -71.070556640625 42.1878290105908, -71.070556640625 42.1918990244719))",25,021,00606937,25021,Norfolk County
269259,0302332122331123,114197,43082,12,45,12,"POLYGON ((-71.3836669921875 42.0859935044772, -71.378173828125 42.0859935044772, -71.378173828125 42.0819166783063, -71.3836669921875 42.0819166783063, -71.3836669921875 42.0859935044772))",25,021,00606937,25021,Norfolk County
271742,0302332132002033,132325,10620,12,64,26,"POLYGON ((-70.9991455078125 42.2488517007209, -70.99365234375 42.2488517007209, -70.99365234375 42.244785356028, -70.9991455078125 42.244785356028, -70.9991455078125 42.2488517007209))",25,021,00606937,25021,Norfolk County
273298,0302332123112110,94423,47349,13,17,5,"POLYGON ((-71.070556640625 42.2610491621138, -71.0650634765625 42.2610491621138, -71.0650634765625 42.2569836037675, -71.070556640625 42.2569836037675, -71.070556640625 42.2610491621138))",25,021,00606937,25021,Norfolk County
273635,0302332132002202,128316,23653,16,95,27,"POLYGON ((-71.015625 42.2407187492267, -71.0101318359375 42.2407187492267, -71.0101318359375 42.2366518803206, -71.015625 42.2366518803206, -71.015625 42.2407187492267))",25,021,00606937,25021,Norfolk County
273660,0302332123300232,244967,14974,21,24,7,"POLYGON ((-71.180419921875 42.1348949842392, -71.1749267578125 42.1348949842392, -71.1749267578125 42.1308213018881, -71.180419921875 42.1308213018881, -71.180419921875 42.1348949842392))",25,021,00606937,25021,Norfolk County
273711,0302332123301330,357971,195555,9,12,5,"POLYGON ((-71.114501953125 42.1389684045809, -71.1090087890625 42.1389684045809, -71.1090087890625 42.1348949842392, -71.114501953125 42.1348949842392, -71.114501953125 42.1389684045809))",25,021,00606937,25021,Norfolk County
275440,0302332123221130,367854,17618,13,2,1,"POLYGON ((-71.290283203125 42.090070068684, -71.2847900390625 42.090070068684, -71.2847900390625 42.0859935044772, -71.290283203125 42.0859935044772, -71.290283203125 42.090070068684))",25,021,00606937,25021,Norfolk County
276318,0302332122311332,42529,5938,13,2,1,"POLYGON ((-71.378173828125 42.1348949842392, -71.3726806640625 42.1348949842392, -71.3726806640625 42.1308213018881, -71.378173828125 42.1308213018881, -71.378173828125 42.1348949842392))",25,021,00606937,25021,Norfolk County
279941,0302332121232002,98553,84070,11,36,8,"POLYGON ((-71.279296875 42.322001080603, -71.2738037109375 42.322001080603, -71.2738037109375 42.3179394544685, -71.279296875 42.3179394544685, -71.279296875 42.322001080603))",25,021,00606937,25021,Norfolk County
