City/Town,Ward,Pct,Baker and Polito,Gonzalez and Palfrey,All Others,Blanks,Total Votes Cast
Sudbury,-,3,1413.00,550.00,5.00,43.00,2011.00
Sudbury,-,4,1328.00,625.00,3.00,30.00,1986.00
Sudbury,-,5,1239.00,590.00,4.00,32.00,1865.00
Sunderland,-,1,769.00,806.00,4.00,19.00,1598.00
Sutton,-,1,1403.00,253.00,0.00,49.00,1705.00
Sutton,-,2,1275.00,234.00,0.00,34.00,1543.00
Sutton,-,3,1157.00,242.00,6.00,45.00,1450.00
Swampscott,-,1,931.00,237.00,6.00,40.00,1214.00
Swampscott,-,2,1020.00,330.00,1.00,36.00,1387.00
Swampscott,-,3,783.00,330.00,1.00,34.00,1148.00
Swampscott,-,4,1044.00,326.00,1.00,34.00,1405.00
Swampscott,-,5,1009.00,251.00,6.00,25.00,1291.00
Swampscott,-,6,1126.00,276.00,2.00,44.00,1448.00
Swansea,-,1,1018.00,345.00,7.00,26.00,1396.00
Swansea,-,2,900.00,364.00,2.00,31.00,1297.00
Swansea,-,3,889.00,329.00,5.00,22.00,1245.00
Swansea,-,4,989.00,346.00,4.00,27.00,1366.00
Swansea,-,5,1016.00,302.00,2.00,34.00,1354.00
Taunton,1,A,600.00,314.00,3.00,33.00,950.00
Taunton,1,B,973.00,305.00,7.00,49.00,1334.00
Taunton,2,A,349.00,230.00,1.00,20.00,600.00
Taunton,2,B,477.00,306.00,2.00,36.00,821.00
Taunton,3,A,683.00,323.00,4.00,38.00,1048.00
Taunton,3,B,891.00,376.00,12.00,46.00,1325.00
Taunton,4,A,970.00,297.00,6.00,44.00,1317.00
Taunton,4,B,891.00,298.00,5.00,35.00,1229.00
Taunton,5,A,592.00,279.00,3.00,27.00,901.00
Taunton,5,B,515.00,317.00,4.00,33.00,869.00
Taunton,6,A,482.00,219.00,0.00,21.00,722.00
Taunton,6,B,733.00,345.00,6.00,36.00,1120.00
Taunton,7,A,1010.00,323.00,2.00,53.00,1388.00
Taunton,7,B,1093.00,310.00,9.00,49.00,1461.00
Taunton,8,A,999.00,342.00,5.00,56.00,1402.00
Taunton,8,B,1187.00,319.00,4.00,53.00,1563.00
Templeton,-,A,962.00,186.00,10.00,27.00,1185.00
Templeton,-,B,878.00,182.00,0.00,28.00,1088.00
Templeton,-,C,741.00,171.00,3.00,30.00,945.00
Tewksbury,-,1,1206.00,331.00,13.00,63.00,1613.00
Tewksbury,-,1A,1424.00,318.00,6.00,62.00,1810.00
Tewksbury,-,2,1269.00,354.00,12.00,52.00,1687.00
Tewksbury,-,2A,1134.00,297.00,12.00,67.00,1510.00
Tewksbury,-,3,1481.00,402.00,11.00,89.00,1983.00
Tewksbury,-,3A,1590.00,386.00,15.00,76.00,2067.00
Tewksbury,-,4,1415.00,356.00,13.00,60.00,1844.00
Tewksbury,-,4A,1357.00,380.00,11.00,75.00,1823.00
Tisbury,-,1,1205.00,1059.00,5.00,49.00,2318.00
Tolland,-,1,193.00,54.00,0.00,14.00,261.00
Topsfield,-,1,2689.00,735.00,0.00,190.00,3614.00
Townsend,-,1,1054.00,225.00,0.00,56.00,1335.00
Townsend,-,2,1039.00,253.00,9.00,41.00,1342.00
Townsend,-,3,1069.00,240.00,0.00,51.00,1360.00
Truro,-,1,775.00,650.00,0.00,28.00,1453.00
Tyngsborough,-,1,1004.00,232.00,0.00,67.00,1303.00
Tyngsborough,-,2,1055.00,232.00,0.00,44.00,1331.00
Tyngsborough,-,3,1048.00,275.00,0.00,46.00,1369.00
Tyngsborough,-,4,1172.00,251.00,0.00,63.00,1486.00
Tyringham,-,1,135.00,116.00,1.00,9.00,261.00
Upton,-,1,1535.00,464.00,5.00,63.00,2067.00
Upton,-,2,1456.00,409.00,3.00,57.00,1925.00
Uxbridge,-,1,1293.00,305.00,0.00,37.00,1635.00
Uxbridge,-,2,1120.00,319.00,0.00,29.00,1468.00
Uxbridge,-,3,1153.00,266.00,0.00,39.00,1458.00
Uxbridge,-,4,1219.00,352.00,0.00,47.00,1618.00
Wakefield,-,1,1476.00,437.00,4.00,78.00,1995.00
Wakefield,-,2,1068.00,457.00,11.00,60.00,1596.00
Wakefield,-,3,1270.00,463.00,10.00,68.00,1811.00
Wakefield,-,4,1268.00,448.00,5.00,56.00,1777.00
Wakefield,-,5,1370.00,529.00,10.00,50.00,1959.00
Wakefield,-,6,1309.00,528.00,10.00,67.00,1914.00
Wakefield,-,7,1326.00,440.00,11.00,74.00,1851.00
Wales,-,1,627.00,154.00,5.00,22.00,808.00
Walpole,-,1,1088.00,348.00,3.00,40.00,1479.00
Walpole,-,2,1211.00,333.00,8.00,69.00,1621.00
Walpole,-,3,1215.00,364.00,1.00,70.00,1650.00
Walpole,-,4,1071.00,338.00,6.00,48.00,1463.00
Walpole,-,5,1051.00,239.00,1.00,49.00,1340.00
Walpole,-,6,1185.00,347.00,11.00,51.00,1594.00
Walpole,-,7,1216.00,331.00,5.00,59.00,1611.00
Walpole,-,8,1242.00,280.00,3.00,33.00,1558.00
Waltham,1,1,1003.00,529.00,7.00,44.00,1583.00
Waltham,1,2,1140.00,497.00,4.00,50.00,1691.00
Waltham,2,1,1019.00,534.00,3.00,41.00,1597.00
Waltham,2,2,642.00,451.00,7.00,22.00,1122.00
Waltham,3,1,1249.00,434.00,2.00,58.00,1743.00
Waltham,3,2,1063.00,469.00,4.00,48.00,1584.00
Waltham,4,1,1128.00,508.00,3.00,42.00,1681.00
Waltham,4,2,255.00,119.00,0.00,9.00,383.00
Waltham,5,1,880.00,554.00,4.00,41.00,1479.00
Waltham,5,2,595.00,574.00,8.00,29.00,1206.00
Waltham,6,1,731.00,551.00,6.00,28.00,1316.00
Waltham,6,2,459.00,308.00,1.00,14.00,782.00
Waltham,7,1,918.00,459.00,6.00,44.00,1427.00
Waltham,7,2,246.00,225.00,0.00,21.00,492.00
Waltham,8,1,562.00,569.00,2.00,23.00,1156.00
Waltham,8,2,681.00,579.00,5.00,31.00,1296.00
Waltham,9,1,445.00,434.00,1.00,23.00,903.00
Waltham,9,2,431.00,485.00,0.00,21.00,937.00
Ware,-,A,648.00,230.00,4.00,25.00,907.00
Ware,-,B,823.00,198.00,4.00,45.00,1070.00
Ware,-,C,1153.00,288.00,0.00,53.00,1494.00
Wareham,-,1,1126.00,361.00,7.00,49.00,1543.00
Wareham,-,2,1135.00,420.00,6.00,43.00,1604.00
Wareham,-,3,1159.00,428.00,9.00,56.00,1652.00
Wareham,-,4,1142.00,347.00,5.00,39.00,1533.00
Wareham,-,5,1248.00,403.00,12.00,63.00,1726.00
Wareham,-,6,1035.00,355.00,2.00,53.00,1445.00
Warren,-,A,1064.00,273.00,12.00,44.00,1393.00
Warren,-,B,379.00,97.00,0.00,13.00,489.00
Warwick,-,1,238.00,171.00,0.00,9.00,418.00
Washington,-,1,159.00,133.00,1.00,7.00,300.00
Watertown,-,1,553.00,513.00,3.00,24.00,1093.00
Watertown,-,2,543.00,610.00,3.00,28.00,1184.00
Watertown,-,3,626.00,786.00,2.00,25.00,1439.00
Watertown,-,4,675.00,805.00,6.00,27.00,1513.00
Watertown,-,5,590.00,751.00,2.00,30.00,1373.00
Watertown,-,6,603.00,602.00,1.00,24.00,1230.00
Watertown,-,7,746.00,671.00,7.00,33.00,1457.00
Watertown,-,8,784.00,699.00,8.00,34.00,1525.00
Watertown,-,9,538.00,535.00,8.00,24.00,1105.00
Watertown,-,10,991.00,703.00,11.00,44.00,1749.00
Watertown,-,11,729.00,435.00,6.00,40.00,1210.00
Watertown,-,12,641.00,445.00,1.00,36.00,1123.00
Wayland,-,1,1218.00,665.00,0.00,43.00,1926.00
Wayland,-,2,1111.00,661.00,0.00,47.00,1819.00
Wayland,-,3,1098.00,634.00,1.00,37.00,1770.00
Wayland,-,4,1393.00,593.00,0.00,49.00,2035.00
Webster,-,1,709.00,209.00,7.00,26.00,951.00
Webster,-,2,407.00,209.00,4.00,12.00,632.00
Webster,-,3,790.00,196.00,7.00,18.00,1011.00
Webster,-,4,1360.00,262.00,13.00,42.00,1677.00
Webster,-,5,957.00,249.00,5.00,22.00,1233.00
Wellesley,-,A,1235.00,551.00,3.00,33.00,1822.00
Wellesley,-,B,1250.00,701.00,0.00,39.00,1990.00
Wellesley,-,C,1458.00,333.00,3.00,29.00,1823.00
Wellesley,-,D,1344.00,632.00,1.00,38.00,2015.00
Wellesley,-,E,1161.00,480.00,2.00,25.00,1668.00
Wellesley,-,F,791.00,318.00,2.00,17.00,1128.00
Wellesley,-,G,517.00,438.00,1.00,13.00,969.00
Wellesley,-,H,1163.00,564.00,8.00,32.00,1767.00
Wellfleet,-,1,1040.00,932.00,8.00,46.00,2026.00
Wendell,-,1,179.00,315.00,0.00,15.00,509.00
Wenham,-,1,1593.00,482.00,0.00,57.00,2132.00
W. Boylston,-,1,1257.00,288.00,9.00,34.00,1588.00
W. Boylston,-,2,1698.00,439.00,5.00,64.00,2206.00
W. Bridgewater,-,1,1394.00,313.00,2.00,79.00,1788.00
W. Bridgewater,-,2,1321.00,297.00,7.00,63.00,1688.00
W. Brookfield,-,1,1366.00,338.00,10.00,45.00,1759.00
W. Newbury,-,1,1916.00,641.00,9.00,79.00,2645.00
W. Springfield,-,1,313.00,188.00,0.00,4.00,505.00
W. Springfield,-,2,430.00,260.00,3.00,20.00,713.00
W. Springfield,-,3,780.00,254.00,1.00,32.00,1067.00
W. Springfield,-,4,905.00,295.00,5.00,41.00,1246.00
W. Springfield,-,5,1436.00,279.00,0.00,68.00,1783.00
W. Springfield,-,6,1239.00,298.00,3.00,61.00,1601.00
W. Springfield,-,7,1377.00,259.00,4.00,65.00,1705.00
W. Springfield,-,8,698.00,255.00,0.00,34.00,987.00
W. Stockbridge,-,1,340.00,443.00,0.00,30.00,813.00
W. Tisbury,-,1,902.00,965.00,1.00,52.00,1920.00
Westborough,-,1,757.00,336.00,4.00,17.00,1114.00
Westborough,-,2,808.00,335.00,0.00,15.00,1158.00
Westborough,-,3,1046.00,536.00,8.00,30.00,1620.00
Westborough,-,4,1461.00,618.00,7.00,32.00,2118.00
Westborough,-,5,1415.00,488.00,9.00,44.00,1956.00
Westfield,1,A,1234.00,302.00,9.00,55.00,1600.00
Westfield,1,B,1076.00,280.00,5.00,50.00,1411.00
Westfield,2,A,449.00,232.00,2.00,25.00,708.00
Westfield,2,B,759.00,251.00,0.00,42.00,1052.00
Westfield,3,A,453.00,236.00,2.00,17.00,708.00
Westfield,3,B,943.00,299.00,1.00,29.00,1272.00
Westfield,4,A,449.00,149.00,0.00,12.00,610.00
Westfield,4,B,1439.00,311.00,6.00,37.00,1793.00
Westfield,5,A,1325.00,306.00,7.00,63.00,1701.00
Westfield,5,B,1296.00,278.00,3.00,64.00,1641.00
Westfield,6,A,1127.00,253.00,3.00,62.00,1445.00
Westfield,6,B,865.00,235.00,4.00,41.00,1145.00
Westford,-,1,1553.00,478.00,3.00,78.00,2112.00
Westford,-,2,1399.00,570.00,8.00,64.00,2041.00
Westford,-,3,1499.00,476.00,11.00,50.00,2036.00
Westford,-,4,1428.00,502.00,7.00,44.00,1981.00
Westford,-,5,1377.00,482.00,3.00,51.00,1913.00
Westford,-,6,1341.00,388.00,6.00,46.00,1781.00
Westhampton,-,1,652.00,329.00,1.00,25.00,1007.00
Westminster,-,1,1553.00,378.00,2.00,49.00,1982.00
Westminster,-,2,1538.00,355.00,25.00,46.00,1964.00
Weston,-,1,1011.00,454.00,5.00,24.00,1494.00
Weston,-,2,937.00,371.00,4.00,34.00,1346.00
Weston,-,3,973.00,314.00,6.00,24.00,1317.00
Weston,-,4,1036.00,346.00,4.00,25.00,1411.00
Westport,-,A,880.00,396.00,0.00,44.00,1320.00
Westport,-,B,1236.00,481.00,0.00,70.00,1787.00
Westport,-,C,822.00,337.00,0.00,50.00,1209.00
Westport,-,D,838.00,364.00,0.00,35.00,1237.00
Westport,-,E,1193.00,466.00,0.00,49.00,1708.00
Westwood,-,1,1526.00,526.00,3.00,53.00,2108.00
Westwood,-,2,1562.00,520.00,4.00,59.00,2145.00
Westwood,-,3,1567.00,470.00,4.00,63.00,2104.00
Westwood,-,4,1365.00,471.00,4.00,94.00,1934.00
Weymouth,-,1,864.00,416.00,10.00,37.00,1327.00
Weymouth,-,2,1098.00,367.00,13.00,70.00,1548.00
Weymouth,-,3,1140.00,336.00,11.00,63.00,1550.00
Weymouth,-,4,967.00,376.00,6.00,58.00,1407.00
Weymouth,-,5,716.00,341.00,3.00,40.00,1100.00
Weymouth,-,6,1062.00,403.00,4.00,53.00,1522.00
Weymouth,-,7,873.00,355.00,9.00,37.00,1274.00
Weymouth,-,8,963.00,392.00,10.00,39.00,1404.00
Weymouth,-,9,1120.00,348.00,7.00,63.00,1538.00
Weymouth,-,10,636.00,318.00,1.00,36.00,991.00
Weymouth,-,11,955.00,338.00,6.00,45.00,1344.00
Weymouth,-,12,1057.00,348.00,18.00,50.00,1473.00
Weymouth,-,13,626.00,304.00,5.00,27.00,962.00
Weymouth,-,14,781.00,335.00,6.00,37.00,1159.00
Weymouth,-,15,1105.00,356.00,4.00,53.00,1518.00
Weymouth,-,16,1167.00,403.00,11.00,69.00,1650.00
Weymouth,-,17,720.00,325.00,8.00,31.00,1084.00
Weymouth,-,18,1456.00,472.00,11.00,91.00,2030.00
Whately,-,1,562.00,324.00,1.00,10.00,897.00
Whitman,-,1,1423.00,384.00,7.00,66.00,1880.00
Whitman,-,2,1156.00,358.00,9.00,71.00,1594.00
Whitman,-,3,1273.00,369.00,9.00,46.00,1697.00
Whitman,-,4,1179.00,347.00,6.00,74.00,1606.00
Wilbraham,-,A,1380.00,314.00,4.00,80.00,1778.00
Wilbraham,-,B,1335.00,331.00,9.00,58.00,1733.00
Wilbraham,-,C,1344.00,300.00,4.00,65.00,1713.00
Wilbraham,-,D,1488.00,313.00,3.00,79.00,1883.00
Williamsburg,-,1,671.00,859.00,0.00,27.00,1557.00
Williamstown,-,1,589.00,760.00,2.00,17.00,1368.00
Williamstown,-,2,154.00,366.00,0.00,8.00,528.00
Williamstown,-,3,511.00,776.00,1.00,20.00,1308.00
Wilmington,-,1,1416.00,352.00,12.00,66.00,1846.00
Wilmington,-,2,1395.00,345.00,8.00,72.00,1820.00
Wilmington,-,3,1381.00,341.00,7.00,56.00,1785.00
Wilmington,-,4,1475.00,401.00,10.00,97.00,1983.00
Wilmington,-,5,1461.00,422.00,11.00,64.00,1958.00
Wilmington,-,6,1430.00,382.00,17.00,73.00,1902.00
Winchendon,-,1,664.00,166.00,3.00,17.00,850.00
Winchendon,-,1A,206.00,60.00,1.00,5.00,272.00
Winchendon,-,2,940.00,255.00,5.00,41.00,1241.00
Winchendon,-,3,971.00,217.00,6.00,26.00,1220.00
Winchester,-,1,923.00,458.00,0.00,47.00,1428.00
Winchester,-,2,797.00,405.00,0.00,51.00,1253.00
Winchester,-,3,1013.00,556.00,0.00,33.00,1602.00
Winchester,-,4,1081.00,406.00,0.00,54.00,1541.00
Winchester,-,5,1110.00,355.00,0.00,43.00,1508.00
Winchester,-,6,989.00,351.00,0.00,39.00,1379.00
Winchester,-,7,1113.00,387.00,0.00,35.00,1535.00
Winchester,-,8,692.00,343.00,0.00,38.00,1073.00
Windsor,-,1,246.00,193.00,0.00,18.00,457.00
Winthrop,-,1,974.00,320.00,6.00,64.00,1364.00
Winthrop,-,2,925.00,281.00,4.00,50.00,1260.00
Winthrop,-,3,845.00,392.00,5.00,50.00,1292.00
Winthrop,-,4,832.00,265.00,7.00,38.00,1142.00
Winthrop,-,5,971.00,353.00,5.00,57.00,1386.00
Winthrop,-,6,844.00,373.00,6.00,36.00,1259.00
Woburn,1,1,695.00,294.00,3.00,27.00,1019.00
Woburn,1,2,875.00,310.00,2.00,53.00,1240.00
Woburn,2,1,789.00,354.00,5.00,43.00,1191.00
Woburn,2,2,529.00,300.00,1.00,30.00,860.00
Woburn,3,1,793.00,299.00,2.00,40.00,1134.00
Woburn,3,2,1128.00,329.00,2.00,62.00,1521.00
Woburn,4,1,1033.00,344.00,2.00,57.00,1436.00
Woburn,4,2,703.00,335.00,5.00,50.00,1093.00
Woburn,5,1,895.00,386.00,1.00,43.00,1325.00
Woburn,5,2,965.00,330.00,8.00,38.00,1341.00
Woburn,6,1,469.00,231.00,1.00,14.00,715.00
Woburn,6,2,843.00,310.00,4.00,62.00,1219.00
Woburn,7,1,1126.00,321.00,7.00,77.00,1531.00
Woburn,7,2,985.00,269.00,1.00,54.00,1309.00
Worcester,1,1,1241.00,493.00,2.00,31.00,1767.00
Worcester,1,2,1345.00,439.00,6.00,38.00,1828.00
Worcester,1,3,768.00,281.00,6.00,15.00,1070.00
Worcester,1,4,1122.00,654.00,4.00,28.00,1808.00
Worcester,1,5,1006.00,463.00,3.00,38.00,1510.00
Worcester,2,1,1048.00,463.00,9.00,46.00,1566.00
Worcester,2,2,1047.00,475.00,4.00,29.00,1555.00
Worcester,2,3,954.00,415.00,4.00,33.00,1406.00
Worcester,2,4,536.00,536.00,4.00,15.00,1091.00
Worcester,2,5,213.00,241.00,1.00,9.00,464.00
Worcester,3,1,605.00,414.00,1.00,28.00,1048.00
Worcester,3,2,149.00,192.00,1.00,9.00,351.00
Worcester,3,3,522.00,392.00,4.00,22.00,940.00
Worcester,3,4,258.00,323.00,2.00,7.00,590.00
Worcester,3,5,636.00,389.00,0.00,20.00,1045.00
Worcester,4,1,312.00,283.00,2.00,17.00,614.00
Worcester,4,2,544.00,321.00,5.00,19.00,889.00
Worcester,4,3,204.00,344.00,2.00,8.00,558.00
Worcester,4,4,601.00,313.00,1.00,15.00,930.00
Worcester,4,5,774.00,400.00,4.00,26.00,1204.00
Worcester,5,1,361.00,331.00,2.00,13.00,707.00
Worcester,5,2,773.00,400.00,2.00,20.00,1195.00
Worcester,5,3,1041.00,403.00,2.00,35.00,1481.00
Worcester,5,4,878.00,430.00,2.00,30.00,1340.00
Worcester,5,5,831.00,400.00,5.00,23.00,1259.00
Worcester,6,1,180.00,261.00,0.00,12.00,453.00
Worcester,6,2,325.00,347.00,0.00,16.00,688.00
Worcester,6,3,410.00,347.00,3.00,15.00,775.00
Worcester,6,4,250.00,169.00,3.00,7.00,429.00
Worcester,6,5,660.00,373.00,1.00,23.00,1057.00
Worcester,7,1,759.00,487.00,0.00,28.00,1274.00
Worcester,7,2,408.00,377.00,5.00,17.00,807.00
Worcester,7,3,673.00,458.00,5.00,23.00,1159.00
Worcester,7,4,696.00,396.00,3.00,26.00,1121.00
Worcester,7,5,810.00,392.00,3.00,30.00,1235.00
Worcester,8,1,214.00,242.00,0.00,10.00,466.00
Worcester,8,2,189.00,275.00,0.00,11.00,475.00
Worcester,8,3,123.00,344.00,2.00,5.00,474.00
Worcester,8,4,285.00,393.00,0.00,10.00,688.00
Worcester,8,5,323.00,284.00,1.00,12.00,620.00
Worcester,9,1,707.00,511.00,3.00,34.00,1255.00
Worcester,9,2,908.00,603.00,7.00,40.00,1558.00
Worcester,9,3,701.00,354.00,4.00,22.00,1081.00
Worcester,9,4,1070.00,455.00,4.00,36.00,1565.00
Worcester,9,5,1084.00,451.00,4.00,27.00,1566.00
Worcester,10,1,280.00,334.00,4.00,18.00,636.00
Worcester,10,2,262.00,375.00,1.00,10.00,648.00
Worcester,10,3,180.00,326.00,1.00,13.00,520.00
Worcester,10,4,172.00,284.00,0.00,12.00,468.00
Worcester,10,5,171.00,300.00,0.00,10.00,481.00
Worthington,-,1,399.00,270.00,1.00,17.00,687.00
Wrentham,-,1,1404.00,335.00,8.00,35.00,1782.00
Wrentham,-,2,1507.00,368.00,12.00,49.00,1936.00
Wrentham,-,3,1440.00,375.00,13.00,45.00,1873.00
Yarmouth,-,1,1448.00,502.00,9.00,40.00,1999.00
Yarmouth,-,2,1479.00,397.00,7.00,56.00,1939.00
Yarmouth,-,3,981.00,339.00,5.00,23.00,1348.00
Yarmouth,-,4,1254.00,372.00,10.00,45.00,1681.00
Yarmouth,-,5,1085.00,366.00,7.00,28.00,1486.00
Yarmouth,-,6,1089.00,374.00,9.00,44.00,1516.00
Yarmouth,-,7,1802.00,433.00,7.00,65.00,2307.00
TOTALS,,,1781341.00,885770.00,7504.00,78050.00,2752665.00
