City/Town,Ward,Pct,Republican,Democratic,Falchuk/ Jennings,Lively/ Saunders,Mccormick/ Post,All Others,Blanks,Total Votes Cast
Sandwich,-,6,859.00,405.00,25.00,19.00,7.00,0.00,18.00,1333.00
Saugus,-,1,513.00,402.00,31.00,8.00,6.00,1.00,24.00,985.00
Saugus,-,2,492.00,362.00,29.00,14.00,8.00,0.00,8.00,913.00
Saugus,-,3,529.00,410.00,29.00,11.00,5.00,0.00,9.00,993.00
Saugus,-,4,545.00,296.00,21.00,4.00,3.00,0.00,7.00,876.00
Saugus,-,5,690.00,365.00,27.00,10.00,7.00,0.00,28.00,1127.00
Saugus,-,6,531.00,406.00,24.00,7.00,7.00,2.00,11.00,988.00
Saugus,-,7,694.00,387.00,27.00,10.00,3.00,0.00,17.00,1138.00
Saugus,-,8,559.00,405.00,38.00,5.00,11.00,0.00,19.00,1037.00
Saugus,-,9,640.00,401.00,30.00,5.00,8.00,0.00,15.00,1099.00
Saugus,-,10,474.00,393.00,24.00,8.00,10.00,0.00,13.00,922.00
Savoy,-,1,66.00,123.00,9.00,9.00,1.00,0.00,8.00,216.00
Scituate,-,1,900.00,514.00,51.00,5.00,19.00,0.00,23.00,1512.00
Scituate,-,2,900.00,459.00,79.00,9.00,9.00,0.00,9.00,1465.00
Scituate,-,3,799.00,521.00,46.00,3.00,13.00,0.00,11.00,1393.00
Scituate,-,4,939.00,548.00,51.00,1.00,14.00,1.00,14.00,1568.00
Scituate,-,5,799.00,542.00,60.00,2.00,11.00,1.00,10.00,1425.00
Scituate,-,6,707.00,552.00,64.00,3.00,10.00,0.00,19.00,1355.00
Seekonk,-,1,603.00,376.00,21.00,23.00,10.00,0.00,14.00,1047.00
Seekonk,-,2,650.00,510.00,28.00,17.00,16.00,2.00,11.00,1234.00
Seekonk,-,3,511.00,420.00,15.00,9.00,9.00,2.00,8.00,974.00
Seekonk,-,4,561.00,394.00,9.00,22.00,9.00,1.00,16.00,1012.00
Sharon,-,1,615.00,807.00,66.00,9.00,7.00,0.00,12.00,1516.00
Sharon,-,2,638.00,580.00,66.00,9.00,4.00,0.00,15.00,1312.00
Sharon,-,3,765.00,729.00,53.00,4.00,3.00,0.00,14.00,1568.00
Sharon,-,4,615.00,732.00,40.00,8.00,7.00,0.00,6.00,1408.00
Sharon,-,5,661.00,579.00,42.00,4.00,7.00,0.00,8.00,1301.00
Sheffield,-,1,357.00,715.00,29.00,17.00,20.00,1.00,21.00,1160.00
Shelburne,-,1,211.00,505.00,38.00,13.00,3.00,2.00,39.00,811.00
Sherborn,-,1,1132.00,840.00,41.00,4.00,4.00,0.00,8.00,2029.00
Shirley,-,1,1334.00,783.00,81.00,31.00,24.00,0.00,25.00,2278.00
Shrewsbury,-,1,1104.00,533.00,36.00,11.00,9.00,4.00,9.00,1706.00
Shrewsbury,-,2,682.00,449.00,35.00,20.00,5.00,0.00,19.00,1210.00
Shrewsbury,-,3,587.00,399.00,20.00,10.00,10.00,0.00,7.00,1033.00
Shrewsbury,-,4,763.00,452.00,28.00,5.00,7.00,0.00,8.00,1263.00
Shrewsbury,-,5,726.00,430.00,29.00,10.00,7.00,2.00,2.00,1206.00
Shrewsbury,-,6,833.00,565.00,41.00,13.00,7.00,1.00,9.00,1469.00
Shrewsbury,-,7,1155.00,494.00,39.00,1.00,3.00,1.00,13.00,1706.00
Shrewsbury,-,8,1007.00,562.00,28.00,4.00,7.00,1.00,12.00,1621.00
Shrewsbury,-,9,564.00,359.00,22.00,4.00,3.00,2.00,1.00,955.00
Shrewsbury,-,10,826.00,468.00,27.00,4.00,7.00,1.00,3.00,1336.00
Shutesbury,-,1,183.00,656.00,40.00,7.00,5.00,1.00,9.00,901.00
Somerset,-,1,625.00,610.00,20.00,12.00,15.00,1.00,15.00,1298.00
Somerset,-,2,665.00,680.00,17.00,16.00,16.00,0.00,21.00,1415.00
Somerset,-,3,598.00,616.00,22.00,17.00,14.00,0.00,30.00,1297.00
Somerset,-,4,511.00,564.00,20.00,14.00,13.00,0.00,19.00,1141.00
Somerset,-,5,506.00,553.00,22.00,18.00,10.00,0.00,25.00,1134.00
Somerville,1,1,180.00,512.00,28.00,5.00,6.00,0.00,11.00,742.00
Somerville,1,2,255.00,548.00,36.00,5.00,13.00,1.00,13.00,871.00
Somerville,1,3,180.00,523.00,22.00,10.00,9.00,0.00,19.00,763.00
Somerville,2,1,145.00,765.00,31.00,3.00,9.00,5.00,21.00,979.00
Somerville,2,2,208.00,877.00,48.00,10.00,5.00,4.00,15.00,1167.00
Somerville,2,3,218.00,834.00,44.00,6.00,11.00,6.00,13.00,1132.00
Somerville,3,1,181.00,896.00,45.00,1.00,9.00,3.00,25.00,1160.00
Somerville,3,2,264.00,899.00,44.00,7.00,12.00,4.00,17.00,1247.00
Somerville,3,3,247.00,875.00,44.00,3.00,10.00,7.00,15.00,1201.00
Somerville,4,1,236.00,459.00,20.00,6.00,9.00,3.00,15.00,748.00
Somerville,4,2,204.00,563.00,31.00,5.00,4.00,2.00,18.00,827.00
Somerville,4,3,243.00,623.00,44.00,7.00,9.00,6.00,18.00,950.00
Somerville,5,1,313.00,800.00,48.00,3.00,11.00,4.00,15.00,1194.00
Somerville,5,2,247.00,955.00,58.00,10.00,4.00,2.00,19.00,1295.00
Somerville,5,3,273.00,1035.00,52.00,7.00,7.00,5.00,20.00,1399.00
Somerville,6,1,260.00,1041.00,60.00,3.00,10.00,7.00,19.00,1400.00
Somerville,6,2,278.00,1068.00,49.00,2.00,4.00,1.00,17.00,1419.00
Somerville,6,3,160.00,626.00,30.00,0.00,3.00,5.00,12.00,836.00
Somerville,7,1,289.00,932.00,43.00,7.00,8.00,5.00,17.00,1301.00
Somerville,7,2,210.00,770.00,33.00,8.00,15.00,1.00,29.00,1066.00
Somerville,7,3,327.00,750.00,36.00,5.00,6.00,1.00,22.00,1147.00
S. Hadley,-,A,488.00,543.00,109.00,26.00,18.00,2.00,22.00,1208.00
S. Hadley,-,B,667.00,621.00,67.00,14.00,10.00,0.00,11.00,1390.00
S. Hadley,-,C,713.00,593.00,86.00,26.00,18.00,3.00,14.00,1453.00
S. Hadley,-,D,361.00,476.00,51.00,4.00,7.00,0.00,14.00,913.00
S. Hadley,-,E,714.00,585.00,114.00,13.00,10.00,2.00,14.00,1452.00
Southampton,-,1,1487.00,936.00,185.00,38.00,20.00,2.00,38.00,2706.00
Southborough,-,1,905.00,569.00,37.00,10.00,6.00,0.00,6.00,1533.00
Southborough,-,2,779.00,479.00,26.00,4.00,4.00,0.00,5.00,1297.00
Southborough,-,3,841.00,510.00,34.00,12.00,3.00,0.00,14.00,1414.00
Southbridge,-,1,380.00,356.00,26.00,23.00,7.00,0.00,11.00,803.00
Southbridge,-,2,307.00,270.00,21.00,12.00,8.00,1.00,7.00,626.00
Southbridge,-,3,411.00,324.00,27.00,10.00,12.00,0.00,16.00,800.00
Southbridge,-,4,588.00,420.00,58.00,30.00,10.00,0.00,19.00,1125.00
Southbridge,-,5,197.00,263.00,15.00,9.00,11.00,0.00,20.00,515.00
Southwick,-,1,914.00,338.00,95.00,22.00,8.00,0.00,24.00,1401.00
Southwick,-,2,616.00,237.00,94.00,35.00,7.00,2.00,12.00,1003.00
Southwick,-,3,738.00,313.00,90.00,19.00,10.00,0.00,21.00,1191.00
Spencer,-,1,593.00,313.00,44.00,7.00,11.00,0.00,12.00,980.00
Spencer,-,2,524.00,268.00,33.00,12.00,9.00,0.00,14.00,860.00
Spencer,-,3,684.00,337.00,52.00,15.00,6.00,0.00,16.00,1110.00
Spencer,-,4,627.00,350.00,42.00,13.00,7.00,0.00,14.00,1053.00
Springfield,1,A,33.00,279.00,5.00,9.00,5.00,1.00,27.00,359.00
Springfield,1,B,70.00,350.00,21.00,13.00,8.00,3.00,19.00,484.00
Springfield,1,C,36.00,225.00,10.00,3.00,7.00,2.00,25.00,308.00
Springfield,1,D,53.00,294.00,8.00,3.00,4.00,2.00,23.00,387.00
Springfield,1,E,57.00,312.00,20.00,13.00,11.00,0.00,18.00,431.00
Springfield,1,F,44.00,308.00,13.00,7.00,10.00,0.00,21.00,403.00
Springfield,1,G,87.00,256.00,17.00,6.00,9.00,3.00,23.00,401.00
Springfield,1,H,65.00,317.00,9.00,11.00,3.00,0.00,15.00,420.00
Springfield,2,A,75.00,231.00,23.00,7.00,3.00,0.00,15.00,354.00
Springfield,2,B,242.00,401.00,45.00,5.00,6.00,3.00,16.00,718.00
Springfield,2,C,117.00,267.00,23.00,7.00,7.00,2.00,24.00,447.00
Springfield,2,D,187.00,305.00,40.00,17.00,10.00,5.00,20.00,584.00
Springfield,2,E,232.00,293.00,45.00,14.00,5.00,1.00,13.00,603.00
Springfield,2,F,166.00,295.00,39.00,16.00,12.00,0.00,16.00,544.00
Springfield,2,G,284.00,341.00,72.00,17.00,10.00,4.00,25.00,753.00
Springfield,2,H,222.00,328.00,44.00,17.00,14.00,0.00,16.00,641.00
Springfield,3,A,50.00,227.00,11.00,7.00,3.00,0.00,14.00,312.00
Springfield,3,B,56.00,214.00,12.00,4.00,4.00,0.00,27.00,317.00
Springfield,3,C,54.00,163.00,10.00,8.00,4.00,0.00,17.00,256.00
Springfield,3,D,38.00,242.00,12.00,8.00,7.00,1.00,11.00,319.00
Springfield,3,E,33.00,203.00,8.00,11.00,3.00,3.00,14.00,275.00
Springfield,3,F,73.00,182.00,10.00,7.00,5.00,0.00,24.00,301.00
Springfield,3,G,41.00,159.00,16.00,9.00,6.00,0.00,16.00,247.00
Springfield,3,H,72.00,206.00,23.00,10.00,6.00,2.00,9.00,328.00
Springfield,4,A,74.00,348.00,25.00,15.00,7.00,0.00,17.00,486.00
Springfield,4,B,50.00,384.00,21.00,21.00,9.00,2.00,23.00,510.00
Springfield,4,C,15.00,268.00,15.00,6.00,3.00,0.00,18.00,325.00
Springfield,4,D,36.00,291.00,6.00,8.00,3.00,1.00,16.00,361.00
Springfield,4,E,42.00,275.00,12.00,6.00,3.00,2.00,10.00,350.00
Springfield,4,F,17.00,111.00,5.00,1.00,2.00,0.00,6.00,142.00
Springfield,4,G,53.00,398.00,18.00,5.00,5.00,2.00,20.00,501.00
Springfield,4,H,29.00,321.00,13.00,4.00,2.00,1.00,17.00,387.00
Springfield,5,A,71.00,388.00,18.00,7.00,5.00,3.00,13.00,505.00
Springfield,5,B,157.00,381.00,33.00,23.00,8.00,0.00,18.00,620.00
Springfield,5,C,174.00,279.00,42.00,9.00,7.00,2.00,21.00,534.00
Springfield,5,D,332.00,349.00,71.00,19.00,6.00,0.00,28.00,805.00
Springfield,5,E,167.00,442.00,28.00,14.00,9.00,2.00,33.00,695.00
Springfield,5,F,193.00,449.00,43.00,21.00,11.00,0.00,41.00,758.00
Springfield,5,G,388.00,362.00,82.00,23.00,8.00,1.00,30.00,894.00
Springfield,5,H,274.00,310.00,69.00,26.00,12.00,1.00,22.00,714.00
Springfield,6,A,150.00,243.00,28.00,10.00,6.00,1.00,13.00,451.00
Springfield,6,B,223.00,353.00,36.00,13.00,8.00,0.00,30.00,663.00
Springfield,6,C,233.00,290.00,45.00,12.00,10.00,2.00,16.00,608.00
Springfield,6,D,379.00,387.00,87.00,12.00,8.00,1.00,21.00,895.00
Springfield,6,E,114.00,239.00,26.00,12.00,8.00,3.00,8.00,410.00
Springfield,6,F,98.00,255.00,28.00,9.00,5.00,3.00,7.00,405.00
Springfield,6,G,168.00,278.00,38.00,11.00,12.00,2.00,9.00,518.00
Springfield,6,H,263.00,363.00,59.00,17.00,12.00,3.00,26.00,743.00
Springfield,7,A,333.00,352.00,61.00,22.00,4.00,3.00,15.00,790.00
Springfield,7,B,499.00,440.00,85.00,19.00,7.00,2.00,36.00,1088.00
Springfield,7,C,448.00,420.00,78.00,19.00,14.00,1.00,22.00,1002.00
Springfield,7,D,380.00,347.00,67.00,22.00,11.00,0.00,31.00,858.00
Springfield,7,E,159.00,253.00,36.00,11.00,7.00,0.00,14.00,480.00
Springfield,7,F,422.00,434.00,66.00,21.00,12.00,2.00,24.00,981.00
Springfield,7,G,505.00,401.00,85.00,29.00,18.00,4.00,32.00,1074.00
Springfield,7,H,173.00,232.00,23.00,7.00,5.00,0.00,17.00,457.00
Springfield,8,A,229.00,312.00,54.00,14.00,16.00,2.00,24.00,651.00
Springfield,8,B,173.00,296.00,54.00,17.00,4.00,3.00,14.00,561.00
Springfield,8,C,131.00,378.00,27.00,15.00,4.00,1.00,29.00,585.00
Springfield,8,D,85.00,175.00,24.00,15.00,7.00,0.00,6.00,312.00
Springfield,8,E,107.00,195.00,22.00,16.00,6.00,1.00,14.00,361.00
Springfield,8,F,182.00,275.00,48.00,19.00,11.00,1.00,17.00,553.00
Springfield,8,G,209.00,313.00,44.00,17.00,3.00,0.00,28.00,614.00
Springfield,8,H,134.00,327.00,31.00,14.00,8.00,0.00,22.00,536.00
Sterling,-,1,1162.00,581.00,57.00,22.00,13.00,0.00,15.00,1850.00
Sterling,-,2,1194.00,529.00,51.00,20.00,9.00,2.00,15.00,1820.00
Stockbridge,-,1,222.00,618.00,22.00,24.00,9.00,2.00,27.00,924.00
Stoneham,-,1,560.00,558.00,24.00,8.00,8.00,0.00,17.00,1175.00
Stoneham,-,2,661.00,611.00,31.00,9.00,6.00,0.00,14.00,1332.00
Stoneham,-,3,827.00,633.00,32.00,3.00,4.00,0.00,22.00,1521.00
Stoneham,-,4,689.00,504.00,23.00,5.00,4.00,0.00,16.00,1241.00
Stoneham,-,5,818.00,505.00,25.00,15.00,6.00,0.00,17.00,1386.00
Stoneham,-,6,757.00,538.00,29.00,6.00,10.00,0.00,15.00,1355.00
Stoneham,-,7,690.00,485.00,32.00,4.00,5.00,1.00,10.00,1227.00
Stoughton,-,1,620.00,551.00,47.00,4.00,7.00,2.00,12.00,1243.00
Stoughton,-,2,586.00,508.00,37.00,6.00,3.00,0.00,13.00,1153.00
Stoughton,-,3,608.00,527.00,37.00,9.00,10.00,0.00,15.00,1206.00
Stoughton,-,4,880.00,562.00,43.00,10.00,10.00,0.00,18.00,1523.00
Stoughton,-,5,490.00,421.00,28.00,4.00,7.00,1.00,15.00,966.00
Stoughton,-,6,737.00,704.00,38.00,13.00,13.00,1.00,10.00,1516.00
Stoughton,-,7,487.00,493.00,38.00,3.00,15.00,0.00,13.00,1049.00
Stoughton,-,8,344.00,374.00,29.00,12.00,9.00,1.00,12.00,781.00
Stow,-,1,911.00,698.00,53.00,8.00,11.00,1.00,14.00,1696.00
Stow,-,2,747.00,695.00,47.00,9.00,10.00,0.00,15.00,1523.00
Sturbridge,-,1,673.00,441.00,40.00,15.00,7.00,1.00,11.00,1188.00
Sturbridge,-,2,806.00,400.00,47.00,9.00,5.00,1.00,11.00,1279.00
Sturbridge,-,3,694.00,410.00,37.00,15.00,13.00,0.00,10.00,1179.00
Sudbury,-,1,615.00,474.00,18.00,2.00,2.00,1.00,4.00,1116.00
Sudbury,-,1A,262.00,142.00,4.00,1.00,1.00,0.00,1.00,411.00
Sudbury,-,2,708.00,693.00,37.00,7.00,4.00,0.00,7.00,1456.00
Sudbury,-,3,847.00,649.00,41.00,7.00,3.00,0.00,9.00,1556.00
Sudbury,-,4,787.00,725.00,38.00,3.00,6.00,0.00,11.00,1570.00
Sudbury,-,5,779.00,625.00,33.00,8.00,4.00,1.00,12.00,1462.00
Sunderland,-,1,398.00,693.00,89.00,16.00,11.00,3.00,22.00,1232.00
Sutton,-,1,967.00,389.00,40.00,16.00,9.00,0.00,15.00,1436.00
Sutton,-,2,861.00,310.00,41.00,17.00,8.00,0.00,9.00,1246.00
Sutton,-,3,843.00,346.00,41.00,9.00,9.00,1.00,14.00,1263.00
Swampscott,-,1,554.00,369.00,16.00,6.00,8.00,0.00,13.00,966.00
Swampscott,-,2,676.00,418.00,21.00,2.00,3.00,0.00,6.00,1126.00
Swampscott,-,3,484.00,398.00,25.00,6.00,5.00,0.00,10.00,928.00
Swampscott,-,4,735.00,482.00,20.00,2.00,2.00,0.00,5.00,1246.00
Swampscott,-,5,717.00,366.00,16.00,5.00,4.00,0.00,13.00,1121.00
Swampscott,-,6,862.00,380.00,17.00,2.00,5.00,0.00,13.00,1279.00
Swansea,-,1,502.00,415.00,13.00,8.00,12.00,1.00,10.00,961.00
Swansea,-,2,403.00,423.00,18.00,18.00,6.00,0.00,9.00,877.00
Swansea,-,3,421.00,413.00,11.00,16.00,3.00,1.00,9.00,874.00
Swansea,-,4,500.00,374.00,6.00,15.00,14.00,1.00,4.00,914.00
Swansea,-,5,511.00,362.00,20.00,11.00,4.00,0.00,14.00,922.00
Taunton,1,A,331.00,389.00,19.00,11.00,8.00,0.00,17.00,775.00
Taunton,1,B,618.00,462.00,31.00,13.00,7.00,1.00,23.00,1155.00
Taunton,2,A,141.00,221.00,14.00,7.00,6.00,1.00,14.00,404.00
Taunton,2,B,254.00,366.00,21.00,14.00,13.00,1.00,18.00,687.00
Taunton,3,A,368.00,424.00,23.00,12.00,10.00,2.00,33.00,872.00
Taunton,3,B,534.00,487.00,31.00,18.00,10.00,3.00,11.00,1094.00
Taunton,4,A,576.00,420.00,48.00,15.00,12.00,3.00,14.00,1088.00
Taunton,4,B,488.00,431.00,53.00,17.00,12.00,2.00,18.00,1021.00
Taunton,5,A,302.00,351.00,21.00,20.00,13.00,1.00,18.00,726.00
Taunton,5,B,264.00,395.00,23.00,4.00,13.00,2.00,23.00,724.00
Taunton,6,A,255.00,282.00,16.00,8.00,6.00,2.00,12.00,581.00
Taunton,6,B,350.00,480.00,19.00,11.00,13.00,1.00,23.00,897.00
Taunton,7,A,538.00,539.00,47.00,14.00,13.00,0.00,31.00,1182.00
Taunton,7,B,737.00,449.00,43.00,16.00,11.00,1.00,30.00,1287.00
Taunton,8,A,611.00,457.00,34.00,8.00,7.00,2.00,18.00,1137.00
Taunton,8,B,672.00,529.00,34.00,9.00,12.00,1.00,21.00,1278.00
Templeton,-,A,612.00,321.00,52.00,18.00,6.00,0.00,14.00,1023.00
Templeton,-,B,515.00,306.00,43.00,21.00,12.00,2.00,7.00,906.00
Templeton,-,C,443.00,291.00,34.00,14.00,8.00,1.00,14.00,805.00
Tewksbury,-,1,825.00,479.00,17.00,5.00,9.00,0.00,6.00,1341.00
Tewksbury,-,1A,916.00,472.00,47.00,7.00,8.00,1.00,12.00,1463.00
Tewksbury,-,2,782.00,535.00,46.00,12.00,12.00,0.00,16.00,1403.00
Tewksbury,-,2A,777.00,394.00,33.00,5.00,5.00,2.00,15.00,1231.00
Tewksbury,-,3,1028.00,476.00,27.00,11.00,5.00,2.00,7.00,1556.00
Tewksbury,-,3A,962.00,490.00,37.00,2.00,11.00,1.00,15.00,1518.00
Tewksbury,-,4,853.00,510.00,41.00,17.00,11.00,3.00,13.00,1448.00
Tewksbury,-,4A,846.00,519.00,52.00,11.00,7.00,2.00,15.00,1452.00
Tisbury,-,1,516.00,1051.00,34.00,8.00,19.00,1.00,28.00,1657.00
Tolland,-,1,138.00,42.00,10.00,3.00,3.00,0.00,3.00,199.00
Topsfield,-,1,2018.00,1029.00,64.00,24.00,9.00,3.00,36.00,3183.00
Townsend,-,1,739.00,315.00,37.00,17.00,7.00,0.00,8.00,1123.00
Townsend,-,2,639.00,351.00,36.00,8.00,5.00,0.00,14.00,1053.00
Townsend,-,3,730.00,332.00,36.00,13.00,10.00,0.00,8.00,1129.00
Truro,-,1,374.00,692.00,33.00,1.00,8.00,0.00,12.00,1120.00
Tyngsborough,-,1,694.00,382.00,25.00,10.00,8.00,0.00,9.00,1128.00
Tyngsborough,-,2,675.00,372.00,21.00,8.00,6.00,0.00,14.00,1096.00
Tyngsborough,-,3,645.00,367.00,40.00,9.00,12.00,0.00,7.00,1080.00
Tyngsborough,-,4,784.00,370.00,30.00,10.00,14.00,0.00,9.00,1217.00
Tyringham,-,1,54.00,119.00,4.00,5.00,0.00,0.00,7.00,189.00
Upton,-,1,923.00,512.00,60.00,7.00,15.00,0.00,15.00,1532.00
Upton,-,2,940.00,450.00,37.00,6.00,5.00,0.00,17.00,1455.00
Uxbridge,-,1,856.00,413.00,44.00,5.00,12.00,0.00,12.00,1342.00
Uxbridge,-,2,702.00,410.00,49.00,7.00,9.00,0.00,19.00,1196.00
Uxbridge,-,3,745.00,368.00,33.00,16.00,4.00,2.00,11.00,1179.00
Uxbridge,-,4,845.00,390.00,44.00,16.00,17.00,2.00,16.00,1330.00
Wakefield,-,1,991.00,601.00,37.00,7.00,10.00,3.00,22.00,1671.00
Wakefield,-,2,684.00,495.00,36.00,8.00,9.00,3.00,14.00,1249.00
Wakefield,-,3,857.00,585.00,37.00,10.00,10.00,1.00,11.00,1511.00
Wakefield,-,4,824.00,625.00,38.00,13.00,10.00,2.00,14.00,1526.00
Wakefield,-,5,894.00,655.00,41.00,9.00,3.00,2.00,14.00,1618.00
Wakefield,-,6,892.00,663.00,38.00,9.00,5.00,1.00,24.00,1632.00
Wakefield,-,7,952.00,565.00,39.00,8.00,7.00,3.00,14.00,1588.00
Wales,-,1,377.00,213.00,53.00,13.00,7.00,1.00,14.00,678.00
Walpole,-,1,728.00,413.00,47.00,3.00,7.00,1.00,14.00,1213.00
Walpole,-,2,943.00,455.00,32.00,10.00,6.00,2.00,14.00,1462.00
Walpole,-,3,809.00,482.00,50.00,10.00,8.00,1.00,19.00,1379.00
Walpole,-,4,743.00,462.00,40.00,9.00,7.00,3.00,15.00,1279.00
Walpole,-,5,766.00,353.00,21.00,9.00,11.00,0.00,8.00,1168.00
Walpole,-,6,915.00,499.00,32.00,8.00,9.00,0.00,13.00,1476.00
Walpole,-,7,893.00,410.00,39.00,4.00,8.00,1.00,15.00,1370.00
Walpole,-,8,968.00,400.00,35.00,7.00,5.00,1.00,9.00,1425.00
Waltham,1,1,647.00,589.00,43.00,6.00,5.00,0.00,10.00,1300.00
Waltham,1,2,681.00,594.00,28.00,4.00,8.00,1.00,11.00,1327.00
Waltham,2,1,556.00,639.00,33.00,7.00,9.00,0.00,22.00,1266.00
Waltham,2,2,289.00,399.00,17.00,10.00,5.00,0.00,6.00,726.00
Waltham,3,1,799.00,570.00,34.00,4.00,8.00,2.00,13.00,1430.00
Waltham,3,2,640.00,614.00,29.00,4.00,3.00,0.00,11.00,1301.00
Waltham,4,1,684.00,583.00,51.00,9.00,4.00,2.00,10.00,1343.00
Waltham,4,2,125.00,159.00,7.00,0.00,1.00,0.00,2.00,294.00
Waltham,5,1,489.00,526.00,33.00,11.00,8.00,2.00,14.00,1083.00
Waltham,5,2,270.00,422.00,23.00,6.00,4.00,0.00,9.00,734.00
Waltham,6,1,361.00,541.00,33.00,4.00,10.00,1.00,17.00,967.00
Waltham,6,2,253.00,334.00,16.00,7.00,3.00,3.00,5.00,621.00
Waltham,7,1,557.00,540.00,40.00,4.00,5.00,2.00,21.00,1169.00
Waltham,7,2,120.00,232.00,18.00,3.00,1.00,0.00,1.00,375.00
Waltham,8,1,224.00,459.00,39.00,6.00,5.00,3.00,13.00,749.00
Waltham,8,2,337.00,490.00,39.00,10.00,9.00,3.00,10.00,898.00
Waltham,9,1,203.00,340.00,23.00,5.00,4.00,0.00,6.00,581.00
Waltham,9,2,196.00,365.00,26.00,5.00,6.00,1.00,8.00,607.00
Ware,-,A,383.00,369.00,77.00,13.00,11.00,0.00,15.00,868.00
Ware,-,B,486.00,295.00,92.00,23.00,17.00,1.00,23.00,937.00
Ware,-,C,686.00,400.00,89.00,26.00,17.00,0.00,22.00,1240.00
Wareham,-,1,608.00,484.00,36.00,18.00,9.00,3.00,15.00,1173.00
Wareham,-,2,629.00,564.00,46.00,13.00,15.00,0.00,11.00,1278.00
Wareham,-,3,726.00,523.00,38.00,15.00,12.00,4.00,20.00,1338.00
Wareham,-,4,601.00,471.00,40.00,13.00,13.00,1.00,9.00,1148.00
Wareham,-,5,711.00,496.00,54.00,23.00,15.00,0.00,12.00,1311.00
Wareham,-,6,530.00,341.00,31.00,21.00,9.00,0.00,10.00,942.00
Warren,-,A,666.00,404.00,67.00,26.00,14.00,0.00,11.00,1188.00
Warren,-,B,191.00,169.00,23.00,22.00,6.00,1.00,5.00,417.00
Warwick,-,1,131.00,194.00,18.00,5.00,6.00,0.00,5.00,359.00
Washington,-,1,73.00,152.00,13.00,5.00,1.00,0.00,1.00,245.00
Watertown,-,1,284.00,458.00,28.00,3.00,4.00,1.00,9.00,787.00
Watertown,-,2,282.00,520.00,27.00,7.00,7.00,3.00,11.00,857.00
Watertown,-,3,321.00,705.00,48.00,2.00,4.00,4.00,5.00,1089.00
Watertown,-,4,334.00,773.00,37.00,4.00,4.00,1.00,8.00,1161.00
Watertown,-,5,261.00,578.00,26.00,1.00,6.00,0.00,10.00,882.00
Watertown,-,6,318.00,482.00,35.00,5.00,2.00,2.00,11.00,855.00
Watertown,-,7,440.00,658.00,41.00,6.00,1.00,0.00,17.00,1163.00
Watertown,-,8,396.00,670.00,32.00,3.00,5.00,1.00,13.00,1120.00
Watertown,-,9,257.00,471.00,23.00,5.00,7.00,2.00,10.00,775.00
Watertown,-,10,529.00,607.00,41.00,6.00,7.00,0.00,8.00,1198.00
Watertown,-,11,410.00,507.00,25.00,5.00,2.00,1.00,9.00,959.00
Watertown,-,12,320.00,505.00,29.00,3.00,5.00,0.00,10.00,872.00
Wayland,-,1,710.00,741.00,29.00,10.00,6.00,3.00,9.00,1508.00
Wayland,-,2,614.00,736.00,39.00,9.00,5.00,0.00,7.00,1410.00
Wayland,-,3,631.00,668.00,31.00,3.00,5.00,1.00,10.00,1349.00
Wayland,-,4,922.00,653.00,39.00,4.00,5.00,0.00,11.00,1634.00
Webster,-,1,375.00,289.00,41.00,7.00,17.00,1.00,26.00,756.00
Webster,-,2,233.00,205.00,20.00,9.00,15.00,1.00,13.00,496.00
Webster,-,3,485.00,290.00,37.00,8.00,10.00,0.00,10.00,840.00
Webster,-,4,897.00,395.00,47.00,10.00,11.00,1.00,14.00,1375.00
Webster,-,5,553.00,368.00,39.00,7.00,11.00,0.00,20.00,998.00
Wellesley,-,A,826.00,660.00,27.00,3.00,5.00,0.00,12.00,1533.00
Wellesley,-,B,793.00,770.00,40.00,5.00,3.00,0.00,37.00,1648.00
Wellesley,-,C,1162.00,440.00,25.00,0.00,6.00,0.00,14.00,1647.00
Wellesley,-,D,851.00,799.00,28.00,3.00,5.00,0.00,37.00,1723.00
Wellesley,-,E,739.00,589.00,28.00,3.00,9.00,0.00,20.00,1388.00
Wellesley,-,F,604.00,385.00,23.00,2.00,3.00,0.00,9.00,1026.00
Wellesley,-,G,306.00,414.00,11.00,0.00,1.00,0.00,12.00,744.00
Wellesley,-,H,858.00,603.00,34.00,0.00,6.00,0.00,21.00,1522.00
Wellfleet,-,1,567.00,1034.00,55.00,9.00,4.00,3.00,14.00,1686.00
Wendell,-,1,76.00,305.00,22.00,4.00,3.00,0.00,9.00,419.00
Wenham,-,1,1073.00,568.00,38.00,13.00,6.00,0.00,14.00,1712.00
W. Boylston,-,1,828.00,500.00,36.00,14.00,10.00,0.00,10.00,1398.00
W. Boylston,-,2,1072.00,607.00,56.00,9.00,11.00,0.00,12.00,1767.00
W. Bridgewater,-,1,913.00,428.00,52.00,19.00,13.00,0.00,19.00,1444.00
W. Bridgewater,-,2,912.00,421.00,43.00,13.00,14.00,0.00,18.00,1421.00
W. Brookfield,-,1,822.00,514.00,59.00,8.00,17.00,2.00,10.00,1432.00
W. Newbury,-,1,1267.00,807.00,52.00,10.00,7.00,0.00,18.00,2161.00
W. Springfield,-,1,142.00,139.00,40.00,18.00,5.00,1.00,11.00,356.00
W. Springfield,-,2,235.00,225.00,47.00,33.00,7.00,1.00,9.00,557.00
W. Springfield,-,3,490.00,304.00,82.00,21.00,13.00,1.00,13.00,924.00
