objectid,name,address,address2,municipal,state,zipcode,recordtype,data_year,source,market_id,ebt,coupons,latitude,longitude,prim_type,shape
8169,Laurenitis Vegetable Stand,475 Amherst Rd, ,Sunderland,MA,01375,Unverified,2016,ReferenceUSA,0, , ,42.44200600,-72.55144700,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000008A9FA99CAA15B3E9EAEDA511
8170,Lido Juice,60 South St, ,Hingham,MA,02043,Verified,2016,ReferenceUSA,0, , ,42.24183900,-70.88960800,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000BCD6DBB5B4159DB7B796A411
8171,Lil Bit,772 Washington Ave, ,Revere,MA,02151,Unverified,2016,ReferenceUSA,0, , ,42.43013100,-71.02275500,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000B6D5E6CBB31585989CDDA511
8172,Local Roots,402 Hanover St, ,Boston,MA,02113,Unverified,2016,ReferenceUSA,0, , ,42.36594000,-71.05289300,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000009581C1B4B31598878C99A511
8173,M Roberto Brothers Inc,240 Mystic Ave, ,Medford,MA,02155,Verified,2016,ReferenceUSA,0, , ,42.40713600,-71.10240400,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A2CFB48DB315939AC5C4A511
8174,Marshall's Farm Stand,144 Concord St, ,Gloucester,MA,01930,Verified,2016,ReferenceUSA,0, , ,42.63390500,-70.70955000,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000008AF7CABFB515A78DF4B6A711
8175,Marshall's Fenway Farm Stand,1345 Boylston St, ,Boston,MA,02215,Unverified,2016,ReferenceUSA,0, , ,42.34408200,-71.09976000,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000B6B7E68FB31587F5E081A511
8176,Matarazzo Brothers,114 Carter St, ,Chelsea,MA,02150,Verified,2016,ReferenceUSA,0, , ,42.39774800,-71.04343700,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000BCDBE0BBB31593FAE9BAA511
8177,Matloff Produce,3 Institute Rd, ,North Grafton,MA,01536,Unverified,2016,ReferenceUSA,0, , ,42.23143100,-71.68813300,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000009CDE96C1AF15A4FAEC89A411
8178,Maui Fruit Blends,10 Summer St, ,Manchestr By Sea,MA,01944,Unverified,2016,ReferenceUSA,0, , ,42.57454400,-70.76881300,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000093B9E291B5158A8CCEF7A611
8179,Miami Fruit Exchange,2 Central Ave, ,Chelsea,MA,02150,Unverified,2016,ReferenceUSA,0, , ,42.39044100,-71.03497100,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A3F9B8C2B31599E58FB3A511
8180,Mignosa's Fruit Basket,138 Granite St, ,Quincy,MA,02169,Verified,2016,ReferenceUSA,0, , ,42.24529700,-71.00659800,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A1CFCED9B315B380C099A411
8181,Mish Potato & Produce Packers, , ,Hadley,MA,01035,Verified,2016,ReferenceUSA,0, , ,42.35692700,-72.57173400,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000009585A38BAA15A6FDF493A511
8182,Mother Juice,625 W Kendall St, ,Cambridge,MA,02142,Verified,2016,ReferenceUSA,0, , ,42.36480200,-71.08185100,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A684E29DB315AEFDE297A511
8183,Nanny's Garden Produce,25 Eastern Ave, ,Lynn,MA,01902,Unverified,2016,ReferenceUSA,0, , ,42.46817700,-70.92285500,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A9BAF699B41598F88086A611
8184,Nantucket Fish Dairy & Produce,7 Nancy Ann Ln, ,Nantucket,MA,02554,Verified,2016,ReferenceUSA,0, , ,41.26042200,-70.07658900,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000BCEBF8C6B91591D3D38E9C11
8185,National Produce Solutions Inc,280 Lincoln St, ,Allston,MA,02134,Unverified,2016,ReferenceUSA,0, , ,42.35732800,-71.13407300,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000AAACE3F4B215AAB7D58FA511
8186,New Bedford Produce,68 Hathaway St, ,New Bedford,MA,02746,Unverified,2016,ReferenceUSA,0, , ,41.66540400,-70.92599500,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000087F4979DB41592E2D4B39F11
8187,New Cafe,486 Chestnut St # 2, ,Gardner,MA,01440,Verified,2016,ReferenceUSA,0, , ,42.56798400,-71.98342400,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000087BBDEDAAD158BC9A3EFA611
8188,New Deal Fruit Inc,920 Broadway, ,Revere,MA,02151,Verified,2016,ReferenceUSA,0, , ,42.41981600,-71.00572700,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000BC999DD9B3158DA7AFD2A511
8189,New England Produce Council,PO Box 359, ,Harvard,MA,01451,Unverified,2016,ReferenceUSA,0, , ,42.49776000,-71.56817800,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000089E9EA9FB01599EFEAA3A611
8190,Nick's Produce Inc, , ,Revere,MA,02151,Verified,2016,ReferenceUSA,0, , ,42.41577100,-71.00161600,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000092B5BDDCB3158F9F8DCEA511
8191,Nick's Produce Inc,783 Revere Beach Pkwy, ,Revere,MA,02151,Unverified,2016,ReferenceUSA,0, , ,42.40351900,-71.01290500,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000B6D8D8D3B315B8B689C1A511
8192,Northshore Produce,25 Forest St, ,Byfield,MA,01922,Verified,2016,ReferenceUSA,0, , ,42.75805200,-70.95496700,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000080CDE3FEB315849BF6B8A811
8193,Office Fruit,36 S Huntington Ave # 9, ,Jamaica Plain,MA,02130,Unverified,2016,ReferenceUSA,0, , ,42.33107600,-71.11163400,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A18FC486B315BAF4F7F3A411
8194,One Twenty Five,960r Massachusetts Ave, ,Boston,MA,02118,Unverified,2016,ReferenceUSA,0, , ,42.34085100,-71.07083800,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000097E1C5A6B315B0FCB8FEA411
8195,Paoletti S Fruit & Deli,27 Worcester Rd, ,Charlton,MA,01507,Unverified,2016,ReferenceUSA,0, , ,42.14550000,-71.98912200,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000009EFBDAD3AD158AAFE2AFA311
8196,Parissis Brothers Produce Inc,180 Verona St, ,Lynn,MA,01904,Unverified,2016,ReferenceUSA,0, , ,42.49024000,-70.95116200,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000008BC7C983B415A5E19D9DA611
8197,"Patton, Joanne H",650 Asbury, ,Hamilton,MA,01936,Verified,2016,ReferenceUSA,0, , ,42.62275400,-70.85418900,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000BFECC4CEB415AF8D92AAA711
8198,Peabody Fresh Produce Inc,98 Foster St # 98, ,Peabody,MA,01960,Unverified,2016,ReferenceUSA,0, , ,42.52171200,-70.93109800,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000097C58A93B415B2ADD6BEA611
8199,Peach Tree Circle,21 Nichols Rd, ,East Falmouth,MA,02536,Unverified,2016,ReferenceUSA,0, , ,41.57530800,-70.52879100,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000008988DFD9B615A9918CD79E11
8200,Pemberdon Market,2225 Massachusetts Ave, ,Cambridge,MA,02140,Unverified,2016,ReferenceUSA,0, , ,42.39360400,-71.12583200,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A7C18AFBB215B3DC8FB6A511
8201,Peter Condakes Paramount Prdc,97 New England Produce Ctr, ,Chelsea,MA,02150,Verified,2016,ReferenceUSA,0, , ,42.39650300,-71.05143600,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000081DBBDB5B31598F0BCB9A511
8202,Plant's Choice,24 Pattersons Brook Rd, ,West Wareham,MA,02576,Verified,2016,ReferenceUSA,0, , ,41.78322700,-70.74889800,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A99DDFA8B5158EC8C6B1A011
8203,PLS Produce Distributors Inc,25 Main St # 2, ,Wayland,MA,01778,Unverified,2016,ReferenceUSA,0, , ,42.31696000,-71.36256000,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000B3BAAAC1B1158888B0E4A411
8204,Pohja Farm,142 Gray Rd, ,Templeton,MA,01468,Unverified,2016,ReferenceUSA,0, , ,42.51372800,-72.07309100,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A0EF9194AD159BB19EB6A611
8205,Princess Fruit & Vegetables,146 Oakdale St, ,Attleboro,MA,02703,Unverified,2016,ReferenceUSA,0, , ,41.93172200,-71.30127200,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000092CDBBF2B1158BC2B3CCA111
8206,Produce The Life Inc,46 Sean Dr, ,Whitinsville,MA,01588,Unverified,2016,ReferenceUSA,0, , ,42.13408500,-71.65158000,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000084C9E2DDAF15A5E6D6A2A311
8207,Progressive Grower,24 Pattersons Brook Rd, ,West Wareham,MA,02576,Verified,2016,ReferenceUSA,0, , ,41.78322700,-70.74889800,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A99DDFA8B5158EC8C6B1A011
8208,Pure Produce,415 Boston Tpke, ,Shrewsbury,MA,01545,Unverified,2016,ReferenceUSA,0, , ,42.27692200,-71.72719700,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000B5EFC6A2AF15BCC98EBAA411
8209,Quality Fruitland,1487 Fall River Ave, ,Seekonk,MA,02771,Verified,2016,ReferenceUSA,0, , ,41.78630800,-71.31627300,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000081B1F7E6B115B1D6ACB2A011
8210,Quench Juicery,76 Front St, ,Scituate,MA,02066,Verified,2016,ReferenceUSA,0, , ,42.19410500,-70.72522400,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000008CB4C7B7B5158B87F6E4A311
8211,R A S Campbell Vegetables,135 Mount Warner Rd, ,Hadley,MA,01035,Unverified,2016,ReferenceUSA,0, , ,42.37548700,-72.55427700,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A2CA9D99AA15B5BFB3A7A511
8212,Ramirez Produce,252 Princeton St # 1, ,Boston,MA,02128,Unverified,2016,ReferenceUSA,0, , ,42.37969800,-71.03061600,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000B2D8F6C5B315A0C5E1A7A511
8213,Rice Fruit Farm,459 Stony Hill Rd, ,Wilbraham,MA,01095,Unverified,2016,ReferenceUSA,0, , ,42.13393500,-72.46424000,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000008FE086DDAA15A4E0DAA6A311
8214,Saja Farm,403 Parker Rd, ,Dracut,MA,01826,Verified,2016,ReferenceUSA,0, , ,42.67180900,-71.31908400,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A4A2DBE2B115B7ACACDCA711
8215,Satucket Farm,76 Harwich Rd, ,Brewster,MA,02631,Verified,2016,ReferenceUSA,0, , ,41.75872400,-70.08348000,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000B2F0D5B8B915A7FDA69EA011
8216,Scire Fruit Inc,64 Salem St, ,Boston,MA,02113,Unverified,2016,ReferenceUSA,0, , ,42.36339200,-71.05611700,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000096D1FEB1B315AEF0B096A511
8217,Shun Li Produce Inc,299 Newport Ave, ,Quincy,MA,02170,Verified,2016,ReferenceUSA,0, , ,42.26615000,-71.02065300,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000B8E6B6CEB315A5A8C3AFA411
8218,Sid Wainer & Son,15 May St, ,Jamaica Plain,MA,02130,Unverified,2016,ReferenceUSA,0, , ,42.30967500,-71.12273900,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000B2DDF3FDB215A7939DDDA411
8219,Siguenza Produce,23 Congress Ave, ,Chelsea,MA,02150,Verified,2016,ReferenceUSA,0, , ,42.39022700,-71.03704300,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A6ECE8C0B3158FD2F1B2A511
8220,Smiarowski Farm Stand,286 River Rd, ,Sunderland,MA,01375,Verified,2016,ReferenceUSA,0, , ,42.44095300,-72.58219200,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000BEF79784AA15B0D582EDA511
8221,Smoke N Pipe Deals,1500 Northampton St, ,Holyoke,MA,01040,Verified,2016,ReferenceUSA,0, , ,42.21248600,-72.62957000,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A4F1E7DBA9159986C1FBA311
8222,Snap Top Market,303 Columbus Ave, ,Boston,MA,02116,Unverified,2016,ReferenceUSA,0, , ,42.34665300,-71.07437000,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000096C6DEA3B31589F1C984A511
8223,South Shore Organic,965 Washington St, ,Hanover,MA,02339,Verified,2016,ReferenceUSA,0, , ,42.13153400,-70.83599300,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000BACFE9E0B415ACA8F4A1A311
8224,Squash Inc,1315 Federal St, ,Belchertown,MA,01007,Verified,2016,ReferenceUSA,0, , ,42.34990100,-72.46933400,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000085B5D1DBAA15BF97C18BA511
8225,State Street Fruit Store Deli,31 Main St, ,Florence,MA,01062,Verified,2016,ReferenceUSA,0, , ,42.33490900,-72.66834800,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000008DF786BFA91588B0CBFDA411
8226,Steinhauser Inc,39 Union Ave # 1, ,Sudbury,MA,01776,Verified,2016,ReferenceUSA,0, , ,42.36381700,-71.42204900,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000ABA7C292B11585F1F995A511
8227,Stillman Farm Stand,1410 Lancaster Ave, ,Lunenburg,MA,01462,Unverified,2016,ReferenceUSA,0, , ,42.54162200,-71.71276500,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000009EC4CDAEAF1599A3BED2A611
8228,Sydco Honey Dew Inc,325 New State Hwy, ,Raynham,MA,02767,Unverified,2016,ReferenceUSA,0, , ,41.90536700,-71.05296000,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000BFD581B7B31598C09DB1A111
8229,T Falls Fruit & Vegetable,1003 Saint James Ave, ,Springfield,MA,01104,Verified,2016,ReferenceUSA,0, , ,42.13609500,-72.56845700,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000B9C7F58AAA15BFF2FCA9A311
8230,Tender Crop Farm,108 High Rd, ,Newbury,MA,01951,Verified,2016,ReferenceUSA,0, , ,42.78692100,-70.85121700,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000828DC5CFB4159FC389D8A811
8231,Thirst Juice Co,44 School St, ,Boston,MA,02108,Verified,2016,ReferenceUSA,0, , ,42.35773500,-71.05974800,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000BBBD95AFB31595FAAF90A511
8232,Tom's Fruit,1125 Main St, ,Worcester,MA,01603,Unverified,2016,ReferenceUSA,0, , ,42.24449700,-71.83509600,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000008280C5CDAE15A8F78598A411
8233,Tree Berry Farm,135 Cornet Stetson Rd, ,Scituate,MA,02066,Verified,2016,ReferenceUSA,0, , ,42.20413000,-70.75831700,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A690B39DB51583CDA7EFA311
8234,Tropical Pacific Produce Inc,97 Birch St, ,Fitchburg,MA,01420,Unverified,2016,ReferenceUSA,0, , ,42.57356600,-71.79374400,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000008EC5A4EFAE15A5F3C1F4A611
8235,Tully Mountain Produce,176 Main St, ,Webster,MA,01570,Unverified,2016,ReferenceUSA,0, , ,42.04907000,-71.88361600,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000087E6B5A6AE1594CA99C9A211
8236,Tully Mountain Produce Co,245 Silver Lake St, ,Athol,MA,01331,Unverified,2016,ReferenceUSA,0, , ,42.60124400,-72.22175300,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000B0B8B5A0AC159095EA93A711
8237,Union Fruit Market Inc,1437 Acushnet Ave, ,New Bedford,MA,02746,Verified,2016,ReferenceUSA,0, , ,41.66114900,-70.92768600,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000081EFEF9BB4159DDD92AF9F11
8238,Union Station Farms,344 Pleasant St, ,Worcester,MA,01609,Verified,2016,ReferenceUSA,0, , ,42.26358500,-71.81415700,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000008F808CDEAE158C819AACA411
8239,Vicentinos Produce Market Corp,292 Spruce St, ,Chelsea,MA,02150,Unverified,2016,ReferenceUSA,0, , ,42.39834700,-71.03433600,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000AFF5F2C2B3159C8FC0BBA511
8240,Wally's Vegetables,49 Corliss Hill Rd, ,Haverhill,MA,01830,Unverified,2016,ReferenceUSA,0, , ,42.81558100,-71.04627100,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000ABB496B7B315A68ABAF5A811
8241,Warner Farm,23 S Main St, ,Sunderland,MA,01375,Verified,2016,ReferenceUSA,0, , ,42.46180000,-72.58208300,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000009FDEC684AA15AD858D83A611
8242,Watson's Fruit & Gift Baskets,540 John Fitch Hwy, ,Fitchburg,MA,01420,Unverified,2016,ReferenceUSA,0, , ,42.58433500,-71.77640900,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A5CCF2FCAE158BAEF0FFA611
8243,Watuppa Package Store,155 State Ave, ,Fall River,MA,02724,Unverified,2016,ReferenceUSA,0, , ,41.68332100,-71.17687500,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000009EACEDD5B215A9E2CBC59F11
8244,Wellfleet Farmers Market Inc,22 E Commercial St, ,Wellfleet,MA,02667,Unverified,2016,ReferenceUSA,0, , ,41.93870300,-70.02675100,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000B0BFAEE2B9159ADFD6DDA111
8245,West Branch Farm Products,97 Old State Hwy, ,Chester,MA,01011,Unverified,2016,ReferenceUSA,0, , ,42.24923300,-72.92280800,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000B6A2C9F5A715A2FCF0A5A411
8246,Whitney's Farm Market-Country,1775 S State Route 8, ,Cheshire,MA,01225,Verified,2016,ReferenceUSA,0, , ,42.56099000,-73.15105800,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A0F6ADC8A61587B9A7F3A611
8247,Whittier Farms,7 Douglas Pike, ,Sutton,MA,01590,Verified,2016,ReferenceUSA,0, , ,42.10456900,-71.80021000,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000008EE7BCE8AE1594CADC83A311
8248,Xin Bao Vegetable Co,198 Tremont St # 407, ,Boston,MA,02116,Unverified,2016,ReferenceUSA,0, , ,42.35214000,-71.06456700,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000008FDFB4ABB315B6EBB68AA511
8249,Yayla Tribal Rugs,283 Broadway, ,Cambridge,MA,02139,Verified,2016,ReferenceUSA,0, , ,42.36840600,-71.09830900,Fruit & Vegetable Markets,2400000001000000010004006A6900000C000000010000009DECE890B315B3D8C39BA511
8250,A Russo & Sons Inc,560 Pleasant St, ,Watertown,MA,02472,Verified,2016,ReferenceUSA,0, , ,42.36611400,-71.21046800,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000B8D7DCB8B2158B9ADF98A511
8251,Boston Tomato & Packaging LLC,300 Beacham St, ,Chelsea,MA,02150,Verified,2016,ReferenceUSA,0, , ,42.39692500,-71.03334400,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000ACD5D7C3B315A0EDFFB9A511
8252,Farms Nauset,199 Main St, ,Orleans,MA,02653,Verified,2016,ReferenceUSA,0, , ,41.78426300,-69.96832100,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000093C1C093BA159F89F7BAA011
8253,Guido's Quality Fruit/Produce,1020 South St, ,Pittsfield,MA,01201,Verified,2016,ReferenceUSA,0, , ,42.40841000,-73.26421100,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A6DDB5ECA5159EDABDD3A511
8254,Lambert's Rainbow Fruit,777 William T Morrissey Blvd, ,Dorchester,MA,02122,Verified,2016,ReferenceUSA,0, , ,42.29492600,-71.04852700,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000091FFAAB8B315A4D4F1CDA411
8255,Lamberts Rainbow Fruit,220 Providence Hwy, ,Westwood,MA,02090,Verified,2016,ReferenceUSA,0, , ,42.21846200,-71.18007400,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000BFF897D1B215BC95B6FCA311
8256,Randall's Farm Inc,631 Center St, ,Ludlow,MA,01056,Verified,2016,ReferenceUSA,0, , ,42.17932000,-72.47171900,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000BD8DDAD7AA15B5C0ECD6A311
8257,Sundor Brands Inc,106 Lonczak St, ,Chicopee,MA,01022,Unverified,2016,ReferenceUSA,0, , ,42.18321500,-72.55411300,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000A5F8EB96AA15889EDFDBA311
8258,Yell O Glow Corp,25 Arlington St, ,Chelsea,MA,02150,Verified,2016,ReferenceUSA,0, , ,42.39145200,-71.04205500,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000B098F0BCB315A98295B4A511
8259,New England Produce Ctr,10 Riley Way, ,Chelsea,MA,02150,Unverified,2016,ReferenceUSA,0, , ,42.39578900,-71.05213000,Fruit & Vegetable Markets,2400000001000000010004006A6900000C0000000100000097BCF8B4B315A1D9DBB8A511
8260,Produce Co Of New England Inc,424 Broad St, ,Fitchburg,MA,01420,Unverified,2016,ReferenceUSA,0, , ,42.58614200,-71.81030400,Fruit & Vegetable Markets,2400000001000000010004006A6900000C00000001000000808BAFE2AE158188F181A711
8261,A&J Seabra Supermarket,208 Waverly St, ,Framingham,MA,01702,Verified,2016,ReferenceUSA,0, , ,42.27772000,-71.40799100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B6C2D49DB115A2AEE1BAA411
8262,A&J Seabra Supermarket,624 Somerville Ave, ,Somerville,MA,02143,Unverified,2016,ReferenceUSA,0, , ,42.38383600,-71.11084400,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000009BF9F286B315B281EAABA511
8263,Ack Market Inc,158 Jefferson Rd, ,Buzzards Bay,MA,02532,Unverified,2016,ReferenceUSA,0, , ,41.73680500,-70.62143100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BFC4A68EB615A3C6AC81A011
8264,Acme Design,20 Turkey Hill Rd, ,Westhampton,MA,01027,Unverified,2016,ReferenceUSA,0, , ,42.30453700,-72.74642800,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000082D29C81A915A0EAA4DEA411
8265,Ahold USA,2 International Pl, ,Boston,MA,02110,Verified,2016,ReferenceUSA,0, , ,42.35637200,-71.05427900,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BFB6BCB3B315A380FA8EA511
8266,ALDI,505 Memorial Dr, ,Chicopee,MA,01020,Unverified,2016,ReferenceUSA,0, , ,42.17107000,-72.57645700,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000097908A85AA15A0E68CCFA311
8267,ALDI,354 Russell St, ,Hadley,MA,01035,Verified,2016,ReferenceUSA,0, , ,42.35715400,-72.55238900,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A4DBBC9AAA15BCC4FB93A511
8268,ALDI,241 New Lancaster Rd, ,Leominster,MA,01453,Verified,2016,ReferenceUSA,0, , ,42.49325000,-71.72847400,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000094E794A2AF1590A3A39FA611
8269,Aldi,225 E Main St, ,Milford,MA,01757,Unverified,2016,ReferenceUSA,0, , ,42.15140900,-71.49504500,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000AFF797D9B0159E92F6B4A311
8270,ALDI,898 Crane Ave, ,Pittsfield,MA,01201,Verified,2016,ReferenceUSA,0, , ,42.46755300,-73.20632400,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000093D28D9BA615A59D9991A611
8271,ALDI,1284 Boston Rd, ,Springfield,MA,01119,Verified,2016,ReferenceUSA,0, , ,42.14143400,-72.50145400,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000008DA5E7BFAA1582DBFEAEA311
8272,ALDI,500 Lincoln St, ,Worcester,MA,01605,Verified,2016,ReferenceUSA,0, , ,42.29552000,-71.77421500,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000B1CED0FDAE159195F6CDA411
8273,Alley's General Store,1045 State Rd, ,Vineyard Haven,MA,02568,Verified,2016,ReferenceUSA,0, , ,41.44118000,-70.61321100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000091828A98B61593A8A6C89D11
8274,Alpine Butcher Shoppe,963 Chelmsford St, ,Lowell,MA,01851,Verified,2016,ReferenceUSA,0, , ,42.61445000,-71.32749500,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000084AFA1DCB115B2D0C89FA711
8275,Amherst General Store,233 N Pleasant St, ,Amherst,MA,01002,Unverified,2016,ReferenceUSA,0, , ,42.37903900,-72.51939100,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C000000010000009EB1D6B4AA1582BBEAAAA511
8276,Apollo Food Group,2 Heritage Dr, ,Quincy,MA,02171,Verified,2016,ReferenceUSA,0, , ,42.27498100,-71.03755300,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000BCAA8AC1B315B5A4E7B8A411
8277,Apple Country Market,159 Mechanic St, ,Clinton,MA,01510,Verified,2016,ReferenceUSA,0, , ,42.41394300,-71.68245500,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C0000000100000080E387C6AF15AAC996CBA511
8278,Ashburnham Market Place,50 Main St, ,Ashburnham,MA,01430,Verified,2016,ReferenceUSA,0, , ,42.63680600,-71.90956900,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A0D4F594AE15BD80F1B7A711
8279,Asian Market,411 Waverley Oaks Rd # 150, ,Waltham,MA,02452,Verified,2016,ReferenceUSA,0, , ,42.38647800,-71.20378000,Supermarkets/Other Grocery (Exc Convenience) Strs,2400000001000000010004006A6900000C00000001000000A3C9F3BDB2158ED9AAAEA511
