datetime,temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2),relative_humidity (0-1),surface_pressure (Pa),total_precipitation (mm of water equivalent),latitude,longitude
2011-04-23,21.32,3.1,298,0.67,98747,0.0,34.9868,-85.0485
2011-04-24,21.37,3.4,263,0.69,98407,0.04,34.9868,-85.0485
2011-04-25,21.98,4.42,216,0.73,97910,0.03,34.9868,-85.0485
2011-04-26,22.58,5.68,205,0.68,97521,0.29,34.9868,-85.0485
2011-04-27,20.5,5.71,11,0.94,97210,3.14,34.9868,-85.0485
2011-03-02,15.46,3.17,233,0.53,100151,0.0,32.7545,-85.8826
2011-03-03,14.66,5.03,150,0.62,100264,0.0,32.7545,-85.8826
2011-03-04,13.8,4.3,54,0.87,99872,0.67,32.7545,-85.8826
2011-03-05,9.99,2.03,174,0.84,99289,1.73,32.7545,-85.8826
2011-03-06,6.34,1.78,180,0.68,99772,0.0,32.7545,-85.8826
2011-03-07,11.41,4.08,195,0.66,99915,0.0,32.7545,-85.8826
2011-03-08,14.68,3.57,40,0.84,99461,1.62,32.7545,-85.8826
2011-03-09,9.86,3.81,135,0.76,99530,0.07,32.7545,-85.8826
2011-03-10,8.11,3.37,258,0.53,100055,0.0,32.7545,-85.8826
2011-03-11,11.07,2.34,254,0.56,100091,0.0,32.7545,-85.8826
2011-03-12,14.63,2.4,241,0.65,100101,0.0,32.7545,-85.8826
2011-03-13,16.06,1.99,213,0.64,99957,0.0,32.7545,-85.8826
2011-03-14,14.71,2.13,87,0.81,99796,0.57,32.7545,-85.8826
2011-03-15,11.59,2.03,258,0.68,100136,0.0,32.7545,-85.8826
2011-03-16,13.43,0.64,260,0.64,100327,0.0,32.7545,-85.8826
2011-03-17,17.93,1.7,258,0.61,100200,0.0,32.7545,-85.8826
2011-03-18,20.37,1.56,246,0.63,100080,0.0,32.7545,-85.8826
2011-03-19,19.97,1.32,239,0.69,100242,0.0,32.7545,-85.8826
2011-03-20,19.31,1.69,266,0.64,100382,0.0,32.7545,-85.8826
2011-03-21,19.98,2.53,256,0.63,99844,0.0,32.7545,-85.8826
2011-03-22,21.15,4.62,185,0.64,99137,0.01,32.7545,-85.8826
2011-03-23,19.45,3.68,278,0.48,98942,0.0,32.7545,-85.8826
2011-03-24,12.54,1.28,278,0.52,99365,0.0,32.7545,-85.8826
2011-03-25,17.08,2.68,178,0.72,98886,0.31,32.7545,-85.8826
2011-03-26,17.87,1.81,102,0.88,98748,0.12,32.7545,-85.8826
2011-03-27,14.04,2.04,111,0.87,99159,0.39,32.7545,-85.8826
2011-03-28,11.43,2.65,95,0.83,99649,0.0,32.7545,-85.8826
2011-03-29,14.54,1.02,69,0.9,99082,0.4,32.7545,-85.8826
2011-03-30,11.71,3.28,242,0.75,98653,0.06,32.7545,-85.8826
2011-03-31,11.57,1.85,204,0.66,98770,0.01,32.7545,-85.8826
2011-04-01,15.52,2.59,276,0.52,99344,0.0,32.7545,-85.8826
2011-04-02,16.84,1.27,290,0.52,99645,0.0,32.7545,-85.8826
2011-04-03,21.17,4.72,243,0.61,99090,0.0,32.7545,-85.8826
2011-04-04,13.65,3.73,303,0.56,99077,1.17,32.7545,-85.8826
2011-04-05,13.09,0.87,301,0.49,99856,0.0,32.7545,-85.8826
2011-04-06,16.28,2.08,270,0.6,99682,0.0,32.7545,-85.8826
2011-04-07,21.9,2.62,129,0.77,99500,0.04,32.7545,-85.8826
2011-04-08,23.75,2.55,243,0.74,99679,0.0,32.7545,-85.8826
2011-04-09,22.85,2.46,266,0.7,99672,0.0,32.7545,-85.8826
2011-04-10,23.32,3.53,221,0.68,99370,0.0,32.7545,-85.8826
2011-04-11,19.13,3.69,288,0.64,99128,0.39,32.7545,-85.8826
2011-04-12,16.76,1.95,312,0.55,99487,0.0,32.7545,-85.8826
2011-04-13,18.29,0.55,276,0.59,99414,0.0,32.7545,-85.8826
2011-04-14,19.11,3.65,184,0.66,99126,0.1,32.7545,-85.8826
2011-04-15,18.11,4.45,312,0.58,98829,0.63,32.7545,-85.8826
2011-04-16,14.0,1.58,319,0.53,99548,0.0,32.7545,-85.8826
2011-04-17,17.11,1.93,307,0.56,99481,0.0,32.7545,-85.8826
2011-04-18,21.24,2.79,306,0.58,99469,0.0,32.7545,-85.8826
2011-04-19,22.35,2.91,206,0.72,99657,0.01,32.7545,-85.8826
2011-04-20,21.58,0.26,182,0.74,99828,0.08,32.7545,-85.8826
2011-04-21,22.09,1.18,307,0.67,99672,0.0,32.7545,-85.8826
2011-04-22,21.87,2.32,288,0.64,99724,0.0,32.7545,-85.8826
2011-04-23,22.76,2.28,301,0.62,99793,0.0,32.7545,-85.8826
2011-04-24,23.25,2.55,246,0.68,99427,0.04,32.7545,-85.8826
2011-04-25,23.01,3.97,220,0.69,98972,0.03,32.7545,-85.8826
2011-04-26,24.37,5.09,211,0.69,98621,0.01,32.7545,-85.8826
2011-04-27,26.49,5.39,49,0.71,98426,0.98,32.7545,-85.8826
2011-03-02,11.22,1.6,208,0.47,97485,0.0,35.5535,-85.1077
2011-03-03,11.9,4.64,156,0.48,97525,0.0,35.5535,-85.1077
2011-03-04,11.05,5.02,37,0.83,97024,0.67,35.5535,-85.1077
2011-03-05,4.61,3.46,109,0.89,96591,2.04,35.5535,-85.1077
2011-03-06,4.41,2.13,188,0.65,96980,0.0,35.5535,-85.1077
2011-03-07,8.1,2.91,159,0.54,97180,0.07,35.5535,-85.1077
2011-03-08,9.74,5.19,41,0.88,96630,1.95,35.5535,-85.1077
2011-03-09,7.29,3.35,128,0.88,96441,0.51,35.5535,-85.1077
2011-03-10,4.12,3.32,232,0.62,96980,0.01,35.5535,-85.1077
2011-03-11,9.46,2.98,243,0.47,96989,0.0,35.5535,-85.1077
2011-03-12,13.49,1.87,145,0.59,97114,0.0,35.5535,-85.1077
2011-03-13,11.37,1.0,107,0.73,97124,0.07,35.5535,-85.1077
2011-03-14,10.6,2.67,88,0.83,96842,0.63,35.5535,-85.1077
2011-03-15,8.18,1.63,189,0.73,97266,0.01,35.5535,-85.1077
2011-03-16,12.42,1.54,250,0.56,97436,0.0,35.5535,-85.1077
2011-03-17,17.73,2.73,238,0.56,97220,0.0,35.5535,-85.1077
2011-03-18,17.06,1.57,145,0.62,97339,0.0,35.5535,-85.1077
2011-03-19,16.26,1.65,198,0.49,97590,0.0,35.5535,-85.1077
2011-03-20,18.16,3.52,199,0.63,97460,0.0,35.5535,-85.1077
2011-03-21,18.96,2.87,242,0.54,96831,0.0,35.5535,-85.1077
2011-03-22,18.45,4.29,100,0.67,95998,0.3,35.5535,-85.1077
2011-03-23,10.72,3.87,144,0.62,96084,0.36,35.5535,-85.1077
2011-03-24,5.95,1.21,215,0.66,96628,0.06,35.5535,-85.1077
2011-03-25,8.66,1.55,61,0.86,96202,0.42,35.5535,-85.1077
2011-03-26,6.9,2.23,151,0.84,96088,0.52,35.5535,-85.1077
2011-03-27,6.57,1.99,126,0.79,96543,0.4,35.5535,-85.1077
2011-03-28,8.81,0.89,242,0.7,96878,0.0,35.5535,-85.1077
2011-03-29,10.63,0.94,43,0.88,96292,1.02,35.5535,-85.1077
2011-03-30,5.04,2.5,117,0.76,95899,0.03,35.5535,-85.1077
2011-03-31,6.43,1.92,191,0.65,95811,0.03,35.5535,-85.1077
2011-04-01,10.71,3.55,280,0.49,96304,0.0,35.5535,-85.1077
2011-04-02,13.91,2.03,286,0.4,96728,0.0,35.5535,-85.1077
2011-04-03,19.04,5.2,183,0.57,95985,0.12,35.5535,-85.1077
2011-04-04,9.09,4.16,288,0.59,96017,1.01,35.5535,-85.1077
2011-04-05,10.32,2.63,293,0.43,96857,0.0,35.5535,-85.1077
2011-04-06,15.1,2.65,280,0.52,96734,0.0,35.5535,-85.1077
2011-04-07,19.2,2.86,142,0.72,96578,0.09,35.5535,-85.1077
2011-04-08,23.1,2.24,234,0.65,96722,0.05,35.5535,-85.1077
2011-04-09,22.73,2.67,284,0.6,96745,0.0,35.5535,-85.1077
2011-04-10,21.4,4.22,262,0.68,96350,0.0,35.5535,-85.1077
2011-04-11,14.62,4.14,121,0.73,95965,0.71,35.5535,-85.1077
2011-04-12,13.33,1.67,300,0.52,96714,0.0,35.5535,-85.1077
2011-04-13,14.96,0.85,295,0.49,96720,0.0,35.5535,-85.1077
2011-04-14,15.82,3.17,125,0.68,96393,0.42,35.5535,-85.1077
2011-04-15,12.71,4.3,142,0.74,95701,0.99,35.5535,-85.1077
2011-04-16,10.84,1.66,311,0.56,96651,0.0,35.5535,-85.1077
2011-04-17,15.88,3.31,254,0.51,96580,0.0,35.5535,-85.1077
2011-04-18,20.88,4.19,292,0.58,96499,0.0,35.5535,-85.1077
2011-04-19,19.48,3.53,103,0.76,96656,0.35,35.5535,-85.1077
2011-04-20,16.18,1.97,188,0.7,97191,0.08,35.5535,-85.1077
2011-04-21,16.89,2.29,182,0.75,96912,0.23,35.5535,-85.1077
2011-04-22,18.13,4.11,269,0.77,96856,0.01,35.5535,-85.1077
2011-04-23,20.51,3.17,275,0.69,96935,0.01,35.5535,-85.1077
2011-04-24,20.62,3.5,264,0.68,96613,0.05,35.5535,-85.1077
2011-04-25,20.55,4.52,194,0.76,96102,0.04,35.5535,-85.1077
2011-04-26,20.64,5.3,198,0.74,95709,0.63,35.5535,-85.1077
2011-04-27,19.26,6.31,12,0.97,95361,4.59,35.5535,-85.1077
2011-03-27,4.61,2.46,232,0.72,98247,0.02,37.056,-94.5701
2011-03-28,9.11,1.95,103,0.69,98191,0.05,37.056,-94.5701
2011-03-29,4.29,2.58,108,0.83,98381,0.08,37.056,-94.5701
2011-03-30,4.49,0.97,130,0.8,97673,0.16,37.056,-94.5701
2011-03-31,9.0,0.96,209,0.73,97430,0.01,37.056,-94.5701
2011-04-01,13.82,1.76,270,0.51,97974,0.0,37.056,-94.5701
2011-04-02,22.21,6.6,263,0.53,96946,0.0,37.056,-94.5701
2011-04-03,13.79,3.56,168,0.57,97091,0.34,37.056,-94.5701
2011-04-04,9.11,3.28,290,0.37,98075,0.0,37.056,-94.5701
2011-04-05,16.72,5.59,285,0.33,97349,0.0,37.056,-94.5701
2011-04-06,16.93,2.65,156,0.65,97397,0.02,37.056,-94.5701
2011-04-07,20.16,3.7,256,0.77,97295,0.0,37.056,-94.5701
2011-04-08,24.02,4.04,276,0.65,97442,0.22,37.056,-94.5701
2011-04-09,25.09,6.5,192,0.55,97117,0.01,37.056,-94.5701
2011-04-10,18.12,2.67,255,0.56,97522,0.09,37.056,-94.5701
2011-04-11,14.19,1.1,302,0.45,98352,0.0,37.056,-94.5701
2011-04-12,17.41,2.57,298,0.51,98063,0.0,37.056,-94.5701
2011-04-13,19.82,4.63,269,0.48,97479,0.0,37.056,-94.5701
2011-04-14,11.67,3.7,77,0.79,96511,1.77,37.056,-94.5701
2011-04-15,8.21,5.63,299,0.59,97566,0.01,37.056,-94.5701
2011-04-16,14.74,4.65,287,0.43,97690,0.0,37.056,-94.5701
2011-04-17,18.77,4.11,173,0.55,97050,0.03,37.056,-94.5701
2011-04-18,21.11,4.1,227,0.77,96640,0.02,37.056,-94.5701
2011-04-19,10.22,3.3,249,0.67,98255,0.0,37.056,-94.5701
2011-04-20,12.01,3.57,70,0.68,98470,0.4,37.056,-94.5701
2011-04-21,18.52,5.28,155,0.87,97244,0.45,37.056,-94.5701
2011-04-22,16.55,1.48,64,0.84,97570,1.77,37.056,-94.5701
2011-04-23,11.93,2.72,56,0.88,97882,1.59,37.056,-94.5701
2011-04-24,14.2,2.25,64,0.94,97173,0.69,37.056,-94.5701
2011-04-25,12.97,2.41,234,0.81,96622,0.42,37.056,-94.5701
2011-04-26,11.69,3.7,127,0.79,96666,0.2,37.056,-94.5701
2011-04-27,12.64,3.68,310,0.55,98011,0.0,37.056,-94.5701
2011-04-28,16.68,3.96,324,0.51,97890,0.0,37.056,-94.5701
2011-04-29,20.02,5.16,230,0.52,97018,0.0,37.056,-94.5701
2011-04-30,11.72,3.7,88,0.58,98084,0.35,37.056,-94.5701
2011-05-01,7.41,2.56,108,0.77,98696,0.04,37.056,-94.5701
2011-05-02,10.22,1.55,305,0.63,99075,0.01,37.056,-94.5701
2011-05-03,14.05,2.45,329,0.59,99078,0.0,37.056,-94.5701
2011-05-04,15.42,2.95,230,0.63,98694,0.15,37.056,-94.5701
2011-05-05,13.94,1.23,317,0.68,98173,0.0,37.056,-94.5701
2011-05-06,20.72,2.94,308,0.6,97383,0.04,37.056,-94.5701
2011-05-07,23.21,3.3,299,0.71,97342,0.0,37.056,-94.5701
2011-05-08,25.63,5.56,317,0.69,97010,0.0,37.056,-94.5701
2011-05-09,26.07,5.65,274,0.64,97094,0.0,37.056,-94.5701
2011-05-10,24.85,4.37,258,0.7,97413,0.04,37.056,-94.5701
2011-05-11,19.87,3.92,190,0.84,97558,0.21,37.056,-94.5701
2011-05-12,15.49,2.9,145,0.82,97521,0.19,37.056,-94.5701
2011-05-13,11.2,4.9,167,0.64,98051,0.0,37.056,-94.5701
2011-05-14,11.42,4.12,187,0.59,98079,0.0,37.056,-94.5701
2011-05-15,12.82,2.93,339,0.57,98199,0.0,37.056,-94.5701
2011-05-16,13.65,1.86,349,0.52,97948,0.0,37.056,-94.5701
2011-05-17,13.85,3.76,187,0.68,97446,0.21,37.056,-94.5701
2011-05-18,19.93,3.91,185,0.71,97357,0.14,37.056,-94.5701
2011-05-19,20.66,4.18,87,0.8,97512,0.95,37.056,-94.5701
2011-05-20,21.02,4.49,291,0.8,97400,0.61,37.056,-94.5701
2011-05-21,24.26,5.54,161,0.78,97220,0.09,37.056,-94.5701
2011-05-22,25.63,0.66,200,0.74,97045,0.11,37.056,-94.5701
2011-03-29,5.49,2.81,183,0.72,96563,0.0,35.444,-98.287
2011-03-30,9.39,1.53,266,0.56,95759,0.01,35.444,-98.287
2011-03-31,15.86,1.24,279,0.34,95575,0.0,35.444,-98.287
2011-04-01,18.2,2.88,281,0.38,96092,0.0,35.444,-98.287
2011-04-02,25.95,8.76,263,0.48,95048,0.0,35.444,-98.287
2011-04-03,15.95,5.88,242,0.28,95631,0.0,35.444,-98.287
2011-04-04,11.55,3.88,298,0.19,96369,0.0,35.444,-98.287
2011-04-05,21.04,5.73,296,0.18,95372,0.0,35.444,-98.287
2011-04-06,20.39,0.89,259,0.33,95319,0.0,35.444,-98.287
2011-04-07,23.48,4.91,252,0.51,95287,0.03,35.444,-98.287
2011-04-08,26.57,6.99,281,0.51,95354,0.0,35.444,-98.287
2011-04-09,25.67,6.3,266,0.35,95266,0.0,35.444,-98.287
2011-04-10,18.55,5.57,281,0.24,96060,0.0,35.444,-98.287
2011-04-11,16.77,1.17,308,0.23,96596,0.0,35.444,-98.287
2011-04-12,20.52,5.69,304,0.27,95990,0.0,35.444,-98.287
2011-04-13,22.19,5.51,298,0.29,95266,0.0,35.444,-98.287
2011-04-14,13.27,10.36,202,0.34,95322,0.0,35.444,-98.287
2011-04-15,13.03,4.25,316,0.19,96267,0.0,35.444,-98.287
2011-04-16,18.28,6.66,289,0.23,95718,0.0,35.444,-98.287
2011-04-17,24.63,4.87,304,0.36,94844,0.0,35.444,-98.287
2011-04-18,23.37,2.63,304,0.3,94877,0.0,35.444,-98.287
2011-04-19,13.65,5.62,253,0.5,96250,0.0,35.444,-98.287
2011-04-20,14.38,3.29,57,0.63,96286,0.27,35.444,-98.287
2011-04-21,23.03,3.89,295,0.56,95290,0.01,35.444,-98.287
2011-04-22,18.65,5.27,106,0.5,95575,0.01,35.444,-98.287
2011-04-23,12.76,3.67,56,0.65,95950,1.62,35.444,-98.287
2011-04-24,14.79,2.15,107,0.9,95244,0.57,35.444,-98.287
2011-04-25,12.13,1.32,258,0.71,94985,0.02,35.444,-98.287
2011-04-26,12.6,4.35,191,0.71,95073,0.36,35.444,-98.287
2011-04-27,13.54,2.65,326,0.46,96546,0.0,35.444,-98.287
2011-04-28,18.88,7.55,324,0.4,95858,0.0,35.444,-98.287
2011-04-29,19.86,1.36,329,0.39,95158,0.0,35.444,-98.287
2011-04-30,10.36,5.83,77,0.49,96274,0.41,35.444,-98.287
2011-05-01,9.43,3.81,217,0.55,96881,0.0,35.444,-98.287
2011-05-02,11.67,2.19,317,0.48,97298,0.0,35.444,-98.287
2011-05-03,16.76,6.29,334,0.38,97055,0.0,35.444,-98.287
2011-05-04,18.53,2.65,333,0.37,96696,0.0,35.444,-98.287
2011-05-05,18.81,2.56,332,0.36,96269,0.0,35.444,-98.287
2011-05-06,26.21,5.2,332,0.37,95296,0.0,35.444,-98.287
2011-05-07,27.79,5.42,321,0.48,95216,0.04,35.444,-98.287
2011-05-08,28.34,8.14,307,0.52,95004,0.0,35.444,-98.287
2011-05-09,26.13,7.72,229,0.57,95123,0.0,35.444,-98.287
2011-05-10,22.2,6.33,146,0.75,95345,0.11,35.444,-98.287
2011-05-11,19.73,3.16,277,0.67,95677,0.02,35.444,-98.287
2011-05-12,17.08,6.44,197,0.44,96151,0.0,35.444,-98.287
2011-05-13,13.88,5.08,332,0.47,96506,0.0,35.444,-98.287
2011-05-14,14.34,3.74,335,0.42,96509,0.0,35.444,-98.287
2011-05-15,15.28,2.61,333,0.45,96466,0.0,35.444,-98.287
2011-05-16,18.24,4.2,337,0.43,95912,0.0,35.444,-98.287
2011-05-17,22.14,5.78,293,0.49,94993,0.0,35.444,-98.287
2011-05-18,24.53,7.89,174,0.64,95000,0.05,35.444,-98.287
2011-05-19,20.51,3.65,160,0.84,95391,2.02,35.444,-98.287
2011-05-20,21.61,5.24,330,0.58,95409,0.0,35.444,-98.287
2011-05-21,25.92,5.57,334,0.48,95327,0.0,35.444,-98.287
2011-05-22,25.63,5.1,259,0.63,95254,0.05,35.444,-98.287
2011-05-23,23.48,5.74,267,0.76,95089,0.97,35.444,-98.287
2011-05-24,24.04,8.31,266,0.83,94678,0.04,35.444,-98.287
2011-03-29,6.15,2.88,191,0.69,97460,0.0,35.008,-97.961
2011-03-30,9.67,1.32,264,0.57,96688,0.01,35.008,-97.961
2011-03-31,16.75,1.33,279,0.33,96434,0.0,35.008,-97.961
2011-04-01,19.08,2.45,281,0.37,96993,0.0,35.008,-97.961
2011-04-02,25.84,7.7,265,0.52,96056,0.01,35.008,-97.961
2011-04-03,17.27,4.45,250,0.32,96461,0.0,35.008,-97.961
2011-04-04,11.62,3.34,299,0.2,97336,0.0,35.008,-97.961
2011-04-05,21.07,6.03,296,0.18,96345,0.0,35.008,-97.961
2011-04-06,23.32,2.59,261,0.31,96199,0.0,35.008,-97.961
2011-04-07,24.4,4.93,254,0.54,96216,0.07,35.008,-97.961
2011-04-08,26.89,6.4,279,0.51,96302,0.0,35.008,-97.961
2011-04-09,26.27,5.56,268,0.4,96207,0.0,35.008,-97.961
2011-04-10,19.55,5.39,290,0.25,96905,0.0,35.008,-97.961
2011-04-11,17.42,0.71,310,0.23,97508,0.0,35.008,-97.961
2011-04-12,20.85,4.94,304,0.28,96940,0.0,35.008,-97.961
2011-04-13,22.9,5.07,300,0.33,96201,0.0,35.008,-97.961
2011-04-14,15.11,8.87,212,0.29,96224,0.0,35.008,-97.961
2011-04-15,13.98,3.96,316,0.17,97192,0.0,35.008,-97.961
2011-04-16,18.8,6.03,303,0.22,96686,0.0,35.008,-97.961
2011-04-17,25.77,5.41,301,0.35,95779,0.0,35.008,-97.961
2011-04-18,26.02,3.24,310,0.34,95768,0.0,35.008,-97.961
2011-04-19,15.11,4.96,200,0.48,97083,0.0,35.008,-97.961
2011-04-20,15.1,3.0,57,0.67,97182,0.11,35.008,-97.961
2011-04-21,24.51,5.15,286,0.55,96198,0.0,35.008,-97.961
2011-04-22,20.49,2.64,98,0.6,96384,0.07,35.008,-97.961
2011-04-23,14.13,3.36,66,0.78,96799,0.57,35.008,-97.961
2011-04-24,16.93,1.2,147,0.87,96092,0.42,35.008,-97.961
2011-04-25,13.84,1.35,250,0.66,95867,0.0,35.008,-97.961
2011-04-26,13.33,3.74,155,0.69,95917,0.47,35.008,-97.961
2011-04-27,14.29,2.04,326,0.44,97474,0.0,35.008,-97.961
2011-04-28,19.62,6.68,324,0.37,96849,0.0,35.008,-97.961
2011-04-29,21.24,1.88,328,0.4,96083,0.0,35.008,-97.961
2011-04-30,11.37,5.67,67,0.51,97085,1.11,35.008,-97.961
2011-05-01,9.22,4.06,176,0.59,97756,0.0,35.008,-97.961
2011-05-02,11.56,1.52,328,0.52,98250,0.0,35.008,-97.961
2011-05-03,16.91,5.23,331,0.39,98045,0.0,35.008,-97.961
2011-05-04,19.05,3.18,332,0.39,97631,0.0,35.008,-97.961
2011-05-05,19.24,1.78,332,0.39,97189,0.0,35.008,-97.961
2011-05-06,25.94,5.6,329,0.45,96259,0.0,35.008,-97.961
2011-05-07,27.72,5.31,317,0.54,96159,0.0,35.008,-97.961
2011-05-08,28.14,7.27,312,0.56,95977,0.0,35.008,-97.961
2011-05-09,26.49,6.73,216,0.55,96085,0.0,35.008,-97.961
2011-05-10,21.97,5.7,111,0.77,96280,0.39,35.008,-97.961
2011-05-11,20.36,3.51,264,0.69,96583,0.01,35.008,-97.961
2011-05-12,18.09,5.57,211,0.42,97004,0.0,35.008,-97.961
2011-05-13,14.41,4.59,335,0.48,97376,0.0,35.008,-97.961
2011-05-14,15.02,3.2,336,0.42,97387,0.0,35.008,-97.961
2011-05-15,16.21,2.39,335,0.44,97342,0.0,35.008,-97.961
2011-05-16,18.53,3.48,337,0.43,96824,0.0,35.008,-97.961
2011-05-17,22.51,5.71,288,0.52,95919,0.0,35.008,-97.961
2011-05-18,24.62,7.08,135,0.67,95956,0.03,35.008,-97.961
2011-05-19,21.44,3.14,117,0.83,96311,2.62,35.008,-97.961
2011-05-20,21.88,4.71,323,0.64,96355,0.01,35.008,-97.961
2011-05-21,26.81,5.18,319,0.54,96255,0.0,35.008,-97.961
2011-05-22,25.87,5.23,250,0.64,96206,0.0,35.008,-97.961
2011-05-23,24.54,5.73,259,0.72,96015,0.4,35.008,-97.961
2011-05-24,23.73,6.31,205,0.87,95536,0.02,35.008,-97.961
2011-03-29,6.32,2.84,190,0.7,97674,0.0,34.939,-97.67
2011-03-30,9.44,1.18,259,0.59,96917,0.01,34.939,-97.67
2011-03-31,16.65,1.31,278,0.36,96652,0.0,34.939,-97.67
2011-04-01,18.86,2.4,281,0.39,97225,0.0,34.939,-97.67
2011-04-02,25.41,7.25,266,0.55,96323,0.0,34.939,-97.67
2011-04-03,17.4,3.98,250,0.35,96651,0.0,34.939,-97.67
2011-04-04,11.41,3.03,299,0.22,97575,0.0,34.939,-97.67
2011-04-05,20.45,6.13,295,0.2,96616,0.0,34.939,-97.67
2011-04-06,23.41,3.5,260,0.38,96437,0.0,34.939,-97.67
2011-04-07,24.15,4.88,253,0.59,96468,0.05,34.939,-97.67
2011-04-08,26.71,6.13,276,0.52,96567,0.0,34.939,-97.67
2011-04-09,26.35,5.64,256,0.44,96448,0.0,34.939,-97.67
2011-04-10,19.96,5.02,290,0.26,97091,0.0,34.939,-97.67
2011-04-11,17.61,0.61,310,0.24,97734,0.0,34.939,-97.67
2011-04-12,20.73,4.64,304,0.29,97196,0.0,34.939,-97.67
2011-04-13,22.52,5.11,286,0.39,96459,0.01,34.939,-97.67
2011-04-14,14.51,7.88,200,0.41,96411,0.01,34.939,-97.67
2011-04-15,14.1,4.23,316,0.18,97396,0.0,34.939,-97.67
2011-04-16,18.54,5.75,306,0.23,96948,0.0,34.939,-97.67
2011-04-17,25.6,5.45,298,0.37,96037,0.0,34.939,-97.67
2011-04-18,26.71,3.62,310,0.39,95993,0.0,34.939,-97.67
2011-04-19,15.22,4.63,179,0.49,97299,0.0,34.939,-97.67
2011-04-20,15.12,2.98,57,0.7,97419,0.17,34.939,-97.67
2011-04-21,24.38,5.4,269,0.59,96444,0.01,34.939,-97.67
2011-04-22,20.63,1.99,87,0.68,96607,0.31,34.939,-97.67
2011-04-23,14.94,3.05,80,0.82,97017,0.61,34.939,-97.67
2011-04-24,17.4,0.64,151,0.86,96308,0.42,34.939,-97.67
2011-04-25,13.97,1.34,243,0.68,96084,0.0,34.939,-97.67
2011-04-26,13.38,3.73,152,0.7,96114,0.44,34.939,-97.67
2011-04-27,14.17,2.17,325,0.46,97696,0.0,34.939,-97.67
2011-04-28,19.5,6.24,324,0.38,97115,0.0,34.939,-97.67
2011-04-29,21.53,2.2,322,0.42,96319,0.0,34.939,-97.67
2011-04-30,11.82,5.6,61,0.51,97277,0.99,34.939,-97.67
2011-05-01,8.93,4.03,155,0.62,97965,0.01,34.939,-97.67
2011-05-02,11.62,1.2,330,0.53,98482,0.0,34.939,-97.67
2011-05-03,16.86,4.73,330,0.4,98300,0.0,34.939,-97.67
2011-05-04,18.98,3.22,330,0.41,97878,0.0,34.939,-97.67
2011-05-05,19.2,1.56,333,0.42,97420,0.0,34.939,-97.67
2011-05-06,25.62,5.35,327,0.47,96513,0.0,34.939,-97.67
2011-05-07,27.28,5.05,318,0.57,96415,0.0,34.939,-97.67
2011-05-08,27.78,6.86,314,0.58,96243,0.0,34.939,-97.67
2011-05-09,26.4,6.26,217,0.56,96342,0.0,34.939,-97.67
2011-05-10,21.91,5.32,100,0.78,96541,0.67,34.939,-97.67
2011-05-11,20.1,3.7,252,0.72,96816,0.01,34.939,-97.67
2011-05-12,17.92,5.32,213,0.45,97202,0.0,34.939,-97.67
2011-05-13,14.25,4.45,335,0.51,97580,0.0,34.939,-97.67
2011-05-14,14.84,3.17,335,0.45,97597,0.0,34.939,-97.67
2011-05-15,16.15,2.24,336,0.46,97558,0.0,34.939,-97.67
2011-05-16,18.05,3.21,337,0.46,97068,0.0,34.939,-97.67
2011-05-17,21.82,5.38,275,0.55,96196,0.01,34.939,-97.67
2011-05-18,24.16,6.73,123,0.71,96232,0.02,34.939,-97.67
2011-05-19,21.25,3.51,89,0.86,96553,1.79,34.939,-97.67
2011-05-20,21.81,4.65,313,0.66,96601,0.01,34.939,-97.67
2011-05-21,27.02,5.12,305,0.57,96493,0.01,34.939,-97.67
2011-05-22,25.69,5.11,250,0.66,96475,0.01,34.939,-97.67
2011-05-23,24.55,5.66,253,0.72,96279,0.31,34.939,-97.67
2011-05-24,23.46,6.09,137,0.87,95761,0.39,34.939,-97.67
2011-03-29,6.17,2.96,190,0.7,97449,0.0,35.189,-97.67
2011-03-30,9.24,1.25,255,0.59,96672,0.02,35.189,-97.67
2011-03-31,16.37,1.19,278,0.36,96440,0.0,35.189,-97.67
2011-04-01,18.6,2.53,281,0.38,96998,0.0,35.189,-97.67
2011-04-02,25.48,7.93,262,0.53,96045,0.0,35.189,-97.67
2011-04-03,16.88,4.57,237,0.34,96431,0.0,35.189,-97.67
2011-04-04,11.54,3.29,298,0.2,97317,0.0,35.189,-97.67
2011-04-05,20.66,6.34,295,0.18,96344,0.0,35.189,-97.67
2011-04-06,22.99,2.88,258,0.35,96203,0.0,35.189,-97.67
2011-04-07,24.04,5.18,251,0.56,96225,0.08,35.189,-97.67
2011-04-08,26.6,6.48,277,0.53,96322,0.0,35.189,-97.67
2011-04-09,26.29,5.99,261,0.42,96193,0.0,35.189,-97.67
2011-04-10,19.71,5.36,287,0.25,96871,0.0,35.189,-97.67
2011-04-11,17.63,0.79,309,0.24,97497,0.0,35.189,-97.67
2011-04-12,20.85,5.03,304,0.28,96949,0.0,35.189,-97.67
2011-04-13,22.44,5.41,289,0.37,96214,0.01,35.189,-97.67
2011-04-14,13.95,8.77,174,0.41,96151,0.01,35.189,-97.67
2011-04-15,13.75,4.72,316,0.18,97139,0.0,35.189,-97.67
2011-04-16,18.55,6.16,302,0.22,96690,0.0,35.189,-97.67
2011-04-17,25.45,5.57,301,0.35,95788,0.0,35.189,-97.67
2011-04-18,25.93,3.51,309,0.38,95754,0.0,35.189,-97.67
