datetime,temperature,wind_speed,surface_solar_radiation,relative_humidity,surface_pressure,total_precipitation,city,event_id,latitude,longitude,outcome
2015-06-01,24.29,3.8,313,0.66,97241.51,0.0,Oklahoma City,42,,,0
2015-06-02,26.16,5.48,332,0.65,96915.36,0.0,Oklahoma City,42,,,0
2015-06-03,26.84,4.85,332,0.64,97042.19,0.0,Oklahoma City,42,,,0
2015-06-04,26.85,3.61,329,0.63,97306.79,0.0,Oklahoma City,42,,,0
2015-06-05,27.16,2.82,324,0.63,97287.79,0.0,Oklahoma City,42,,,0
2015-06-06,27.75,4.12,334,0.59,97016.93,0.0,Oklahoma City,42,,,0
2015-06-07,27.82,0.82,305,0.57,97075.67,0.0,Oklahoma City,42,,,0
2015-06-08,28.18,1.52,311,0.56,97048.2,0.01,Oklahoma City,42,,,0
2015-06-09,29.07,3.45,329,0.52,96752.49,0.0,Oklahoma City,42,,,0
2015-06-10,29.54,5.17,331,0.5,96487.72,0.0,Oklahoma City,42,,,0
2015-06-11,27.39,4.06,268,0.61,96610.03,0.01,Oklahoma City,42,,,0
2015-06-12,24.9,2.24,195,0.66,96838.67,0.13,Oklahoma City,42,,,0
2015-06-13,25.49,4.09,224,0.76,96837.74,0.22,Oklahoma City,42,,,0
2015-06-14,24.71,2.48,151,0.81,97095.24,0.54,Oklahoma City,42,,,0
2015-06-15,24.48,0.93,192,0.84,97409.88,0.45,Oklahoma City,42,,,0
2015-06-16,23.87,2.23,91,0.87,97256.76,0.48,Oklahoma City,42,,,0
2015-06-17,23.18,5.32,107,0.85,96849.73,3.37,Oklahoma City,42,,,0
2015-06-18,26.08,0.5,315,0.71,97187.48,0.01,Oklahoma City,42,,,0
2015-06-19,28.31,4.64,322,0.65,96998.31,0.0,Oklahoma City,42,,,0
2015-06-20,27.09,5.23,228,0.69,97155.57,0.02,Oklahoma City,42,,,0
2015-06-21,27.35,6.56,303,0.71,97214.05,0.0,Oklahoma City,42,,,0
2015-06-22,28.64,4.38,342,0.6,97535.94,0.0,Oklahoma City,42,,,0
2015-06-23,28.79,4.24,336,0.63,97614.17,0.0,Oklahoma City,42,,,0
2015-06-24,29.17,4.66,334,0.6,97398.35,0.0,Oklahoma City,42,,,0
2015-06-25,28.41,2.36,293,0.63,97075.73,0.1,Oklahoma City,42,,,0
2015-06-26,25.6,2.8,337,0.6,97429.38,0.0,Oklahoma City,42,,,0
2015-06-27,25.26,2.24,342,0.57,97376.56,0.0,Oklahoma City,42,,,0
2015-06-28,27.44,2.62,300,0.55,97100.91,0.14,Oklahoma City,42,,,0
2015-06-29,26.57,1.88,327,0.67,97203.18,0.0,Oklahoma City,42,,,0
2015-06-30,29.09,4.94,318,0.58,96981.84,0.0,Oklahoma City,42,,,0
2015-07-01,28.82,4.84,285,0.57,96856.83,0.0,Oklahoma City,42,,,0
2015-07-02,28.64,3.18,127,0.61,96786.13,0.0,Oklahoma City,42,,,0
2018-09-29,21.55,0.96,221,0.74,99927.57,0.0,Nashville,43,,,0
2018-09-30,23.43,2.18,147,0.83,99971.92,0.23,Nashville,43,,,0
2018-10-01,23.75,2.05,111,0.88,99871.8,0.79,Nashville,43,,,0
2018-10-02,24.52,1.94,192,0.81,99609.16,0.02,Nashville,43,,,0
2018-10-03,25.67,2.19,187,0.75,99499.91,0.01,Nashville,43,,,0
2018-10-04,25.6,1.11,190,0.78,99482.01,0.01,Nashville,43,,,0
2018-10-05,25.53,1.51,177,0.76,99497.25,0.01,Nashville,43,,,0
2018-10-06,25.42,1.23,166,0.76,99665.5,0.21,Nashville,43,,,0
2018-10-07,24.96,2.25,174,0.8,99692.99,0.09,Nashville,43,,,0
2018-10-08,24.71,3.36,151,0.76,99472.37,0.01,Nashville,43,,,0
2018-10-09,24.66,2.63,107,0.76,98793.82,0.08,Nashville,43,,,0
2018-10-10,19.33,3.23,213,0.71,98818.79,0.02,Nashville,43,,,0
2018-10-11,12.5,1.97,200,0.6,99330.11,0.0,Nashville,43,,,0
2018-10-12,12.18,1.47,112,0.7,99286.74,0.01,Nashville,43,,,0
2018-10-13,14.89,1.95,62,0.87,99223.6,0.54,Nashville,43,,,0
2018-10-14,17.11,0.99,30,0.95,99518.79,0.73,Nashville,43,,,0
2018-10-15,10.42,2.23,55,0.83,100077.64,0.15,Nashville,43,,,0
2018-10-16,11.96,1.41,198,0.72,100207.53,0.04,Nashville,43,,,0
2018-10-17,12.23,2.88,202,0.56,100649.98,0.0,Nashville,43,,,0
2018-10-18,12.23,0.55,186,0.68,100139.65,0.0,Nashville,43,,,0
2018-10-19,14.98,2.94,129,0.74,99476.44,0.34,Nashville,43,,,0
2018-10-20,8.37,2.89,200,0.5,100246.55,0.0,Nashville,43,,,0
2018-10-21,8.47,1.28,174,0.66,100104.1,0.0,Nashville,43,,,0
2018-10-22,11.5,0.79,177,0.68,99999.39,0.0,Nashville,43,,,0
2018-10-23,10.87,2.61,192,0.64,100078.57,0.0,Nashville,43,,,0
2018-10-24,11.25,2.31,59,0.7,99590.02,0.15,Nashville,43,,,0
2018-10-25,11.65,1.65,16,0.93,98445.48,0.56,Nashville,43,,,0
2018-10-26,11.03,3.16,51,0.86,98722.32,0.05,Nashville,43,,,0
2018-10-27,12.94,2.72,144,0.73,99169.66,0.0,Nashville,43,,,0
2018-10-28,12.09,1.53,180,0.55,99658.95,0.0,Nashville,43,,,0
2018-10-29,13.18,2.8,147,0.67,99606.05,0.0,Nashville,43,,,0
2018-10-30,18.84,4.56,84,0.77,99269.85,0.05,Nashville,43,,,0
2018-10-31,18.44,5.36,31,0.86,98275.27,0.96,Nashville,43,,,0
2018-11-01,10.2,3.22,73,0.7,98746.0,0.02,Nashville,43,,,0
2018-11-02,9.04,1.13,151,0.75,99476.15,0.0,Nashville,43,,,0
2018-11-03,12.16,4.31,103,0.69,99775.7,0.15,Nashville,43,,,0
2018-11-04,13.67,3.66,122,0.84,99289.78,0.12,Nashville,43,,,0
2018-11-05,17.1,3.13,165,0.72,98849.07,1.17,Nashville,43,,,0
2018-11-06,11.3,1.76,43,0.76,99658.82,0.13,Nashville,43,,,0
2018-11-07,9.29,3.38,138,0.68,99882.39,0.0,Nashville,43,,,0
2018-11-08,7.99,2.24,43,0.76,99576.81,0.65,Nashville,43,,,0
2018-11-09,2.03,3.39,167,0.58,100444.6,0.0,Nashville,43,,,0
2018-11-10,1.74,1.04,118,0.68,100293.93,0.0,Nashville,43,,,0
2018-11-11,7.63,1.62,24,0.84,99873.91,0.53,Nashville,43,,,0
2018-11-12,4.37,4.1,27,0.9,99967.36,0.18,Nashville,43,,,0
2018-11-13,0.78,3.7,26,0.83,100432.42,0.48,Nashville,43,,,0
2018-11-14,1.19,2.07,48,0.86,99694.13,0.49,Nashville,43,,,0
2018-11-15,3.3,2.22,148,0.76,99696.94,0.0,Nashville,43,,,0
2018-11-16,6.14,0.8,135,0.82,99886.52,0.0,Nashville,43,,,0
2018-11-17,9.41,2.17,120,0.78,99883.02,0.0,Nashville,43,,,0
2018-11-18,10.25,2.34,31,0.77,99580.72,0.04,Nashville,43,,,0
2018-11-19,6.58,2.56,65,0.72,99895.39,0.01,Nashville,43,,,0
2018-11-20,4.03,0.88,143,0.71,100349.06,0.0,Nashville,43,,,0
2018-11-21,5.93,0.52,135,0.74,100385.98,0.0,Nashville,43,,,0
2018-11-22,7.26,3.34,77,0.73,99788.77,0.0,Nashville,43,,,0
2018-11-23,10.84,4.25,74,0.79,98627.0,0.34,Nashville,43,,,0
2018-11-24,10.51,2.34,0,0.79,98611.16,0.0,Nashville,43,,,0
2011-12-01,15.83,2.9,23,0.86,99703.64,0.31,Austin,44,,,0
2011-12-02,16.58,5.14,65,0.87,99170.58,0.14,Austin,44,,,0
2011-12-03,13.42,2.37,15,0.92,99148.18,0.56,Austin,44,,,0
2011-12-04,6.48,5.86,82,0.87,99250.57,0.55,Austin,44,,,0
2011-12-05,3.18,5.47,126,0.67,99929.5,0.0,Austin,44,,,0
2011-12-06,1.89,1.93,165,0.62,100212.89,0.0,Austin,44,,,0
2011-12-07,4.44,2.28,155,0.62,99869.44,0.0,Austin,44,,,0
2011-12-08,8.92,0.58,106,0.81,99616.82,0.0,Austin,44,,,0
2011-12-09,10.14,3.78,50,0.75,100372.54,0.0,Austin,44,,,0
2011-12-10,8.15,1.97,67,0.7,100283.38,0.24,Austin,44,,,0
2011-12-11,10.42,2.51,43,0.59,99780.54,0.01,Austin,44,,,0
2011-12-12,15.45,3.95,32,0.88,99653.24,0.02,Austin,44,,,0
2011-12-13,20.49,6.19,53,0.91,99120.11,0.21,Austin,44,,,0
2011-12-14,17.66,0.41,33,0.89,99098.59,0.37,Austin,44,,,0
2011-12-15,10.04,5.4,50,0.83,99748.49,0.71,Austin,44,,,0
2011-12-16,10.07,3.57,74,0.56,100374.44,0.0,Austin,44,,,0
2011-12-17,11.94,1.05,51,0.59,100180.94,0.0,Austin,44,,,0
2011-12-18,16.07,5.13,58,0.79,98875.22,0.14,Austin,44,,,0
2011-12-19,12.46,3.34,144,0.62,98749.97,0.06,Austin,44,,,0
2011-12-20,8.37,1.11,88,0.6,99039.24,0.0,Austin,44,,,0
2011-12-21,11.0,0.91,153,0.74,98939.33,0.69,Austin,44,,,0
2011-12-22,7.54,4.71,65,0.71,99976.29,0.0,Austin,44,,,0
2011-12-23,5.93,4.65,16,0.84,100160.33,0.17,Austin,44,,,0
2011-12-24,6.09,4.32,56,0.85,100226.25,0.08,Austin,44,,,0
2011-12-25,8.26,3.07,148,0.68,99825.18,0.01,Austin,44,,,0
2011-12-26,7.7,2.47,160,0.59,99615.62,0.0,Austin,44,,,0
2011-12-27,8.98,2.36,156,0.64,99443.75,0.0,Austin,44,,,0
2011-12-28,10.63,1.85,159,0.56,99096.36,0.0,Austin,44,,,0
2011-12-29,13.11,1.05,156,0.57,98859.06,0.0,Austin,44,,,0
2011-12-30,12.84,0.9,158,0.65,99097.97,0.0,Austin,44,,,0
2011-12-31,13.76,3.37,163,0.47,100024.51,0.0,Austin,44,,,0
2012-01-01,9.03,3.66,163,0.45,101061.28,0.0,Austin,44,,,0
2012-01-02,7.09,0.62,163,0.52,100794.75,0.0,Austin,44,,,0
2012-01-03,10.63,2.75,152,0.6,99903.45,0.0,Austin,44,,,0
2012-01-04,12.57,1.46,140,0.59,99944.96,0.0,Austin,44,,,0
2012-01-05,16.09,3.52,153,0.72,99177.62,0.0,Austin,44,,,0
2012-01-06,15.5,1.39,156,0.68,98940.69,0.0,Austin,44,,,0
2012-01-07,12.16,2.06,52,0.72,99063.74,0.01,Austin,44,,,0
2012-01-08,11.49,4.16,13,0.92,99028.54,0.84,Austin,44,,,0
2012-01-09,7.97,5.61,149,0.77,99034.93,0.07,Austin,44,,,0
2012-01-10,11.1,3.05,168,0.54,98437.07,0.0,Austin,44,,,0
2012-01-11,8.5,6.16,128,0.41,99285.73,0.0,Austin,44,,,0
2012-01-12,5.04,1.62,163,0.41,99897.9,0.0,Austin,44,,,0
2012-01-13,8.15,2.68,176,0.38,100083.19,0.0,Austin,44,,,0
2012-01-14,9.32,3.25,91,0.57,99988.79,0.0,Austin,44,,,0
2012-01-15,17.88,5.78,74,0.82,99377.03,0.01,Austin,44,,,0
2012-01-16,19.15,0.44,156,0.75,99147.76,0.03,Austin,44,,,0
2012-01-17,8.42,2.48,175,0.45,99860.67,0.0,Austin,44,,,0
2012-01-18,14.73,4.34,174,0.56,98957.83,0.0,Austin,44,,,0
2012-01-19,17.16,4.26,128,0.8,98517.98,0.0,Austin,44,,,0
2012-01-20,14.01,1.48,149,0.72,98781.77,0.0,Austin,44,,,0
2012-01-21,14.64,3.57,110,0.77,98454.64,0.02,Austin,44,,,0
2012-01-22,14.35,2.16,176,0.45,99021.75,0.0,Austin,44,,,0
2012-01-23,12.91,2.5,49,0.7,98925.53,0.52,Austin,44,,,0
2012-01-24,16.06,1.64,86,0.89,98409.98,3.72,Austin,44,,,0
2012-01-25,12.33,3.68,180,0.65,98895.32,0.01,Austin,44,,,0
2012-01-26,17.34,2.25,66,0.46,99000.29,0.0,Austin,44,,,0
2012-01-12,-9.59,4.24,115,0.52,97609.73,0.0,Omaha,45,,,0
2012-01-13,-1.27,0.94,100,0.54,97555.73,0.0,Omaha,45,,,0
2012-01-14,2.16,4.95,115,0.51,97408.96,0.0,Omaha,45,,,0
2012-01-15,2.4,1.52,99,0.64,96622.88,0.0,Omaha,45,,,0
2012-01-16,-6.17,6.46,117,0.6,97797.62,0.08,Omaha,45,,,0
2012-01-17,-7.37,4.26,108,0.63,97853.79,0.0,Omaha,45,,,0
2012-01-18,-9.19,4.01,119,0.5,97580.3,0.01,Omaha,45,,,0
2012-01-19,-10.91,2.82,85,0.5,97550.12,0.02,Omaha,45,,,0
2012-01-20,-9.77,1.17,121,0.67,97887.45,0.0,Omaha,45,,,0
2012-01-21,0.57,5.25,81,0.75,96020.37,0.0,Omaha,45,,,0
2012-01-22,-0.69,6.42,101,0.72,96577.69,0.1,Omaha,45,,,0
2012-01-23,-4.08,1.27,94,0.76,97872.69,0.0,Omaha,45,,,0
2012-01-24,1.53,1.36,124,0.72,97961.91,0.0,Omaha,45,,,0
2012-01-25,2.1,2.56,122,0.66,97211.11,0.0,Omaha,45,,,0
2012-01-26,0.5,0.91,47,0.73,97230.61,0.01,Omaha,45,,,0
2012-01-27,0.37,5.01,128,0.47,98072.53,0.0,Omaha,45,,,0
2012-01-28,0.82,2.11,131,0.37,98032.89,0.0,Omaha,45,,,0
2012-01-29,7.17,4.68,135,0.37,97030.16,0.0,Omaha,45,,,0
2012-01-30,8.59,2.86,136,0.55,96827.06,0.0,Omaha,45,,,0
2012-01-31,3.93,1.67,119,0.62,97745.16,0.0,Omaha,45,,,0
2012-02-01,2.43,1.48,103,0.67,98087.42,0.0,Omaha,45,,,0
2012-02-02,5.87,4.54,29,0.78,98227.77,0.47,Omaha,45,,,0
2012-02-03,0.71,6.41,53,0.95,98276.62,0.96,Omaha,45,,,0
2012-02-04,-3.19,3.01,146,0.92,98750.1,0.02,Omaha,45,,,0
2012-02-05,-7.16,2.2,154,0.92,98356.41,0.0,Omaha,45,,,0
2012-02-06,-1.66,3.11,63,0.88,98466.12,0.02,Omaha,45,,,0
2012-02-07,-6.36,2.04,158,0.86,99066.34,0.0,Omaha,45,,,0
2012-02-08,-4.04,3.44,130,0.87,98325.68,0.0,Omaha,45,,,0
2012-02-09,-6.18,4.81,167,0.72,98101.87,0.0,Omaha,45,,,0
2012-02-10,-14.45,4.04,172,0.66,99577.93,0.0,Omaha,45,,,0
2012-02-11,-13.32,2.67,168,0.64,99137.36,0.0,Omaha,45,,,0
2012-02-12,-2.45,4.7,65,0.78,97259.28,0.16,Omaha,45,,,0
2012-02-13,-4.47,2.67,167,0.9,96801.51,0.01,Omaha,45,,,0
2012-02-14,-0.52,1.37,123,0.86,97107.69,0.03,Omaha,45,,,0
2012-02-15,0.29,2.87,172,0.71,98041.54,0.0,Omaha,45,,,0
2012-02-16,1.72,1.94,173,0.65,97847.45,0.0,Omaha,45,,,0
2012-02-17,-1.68,1.86,177,0.65,98227.56,0.0,Omaha,45,,,0
2012-02-18,-0.85,2.9,178,0.65,97851.87,0.0,Omaha,45,,,0
2012-02-19,2.74,6.62,36,0.74,97078.59,0.3,Omaha,45,,,0
2012-02-20,4.14,3.19,168,0.75,96619.07,0.11,Omaha,45,,,0
2012-02-21,5.65,2.82,155,0.59,96131.18,0.0,Omaha,45,,,0
2012-02-22,5.63,0.17,39,0.79,95535.21,0.35,Omaha,45,,,0
2012-02-23,0.48,7.05,158,0.71,97220.88,0.14,Omaha,45,,,0
2012-02-24,-2.68,1.12,190,0.63,98202.11,0.01,Omaha,45,,,0
2012-02-25,5.21,4.07,189,0.45,96977.68,0.0,Omaha,45,,,0
2012-02-26,-1.03,2.66,199,0.55,98651.23,0.0,Omaha,45,,,0
2012-02-27,3.57,5.23,65,0.67,97786.32,0.25,Omaha,45,,,0
2012-02-28,4.39,7.47,145,0.68,95985.9,0.48,Omaha,45,,,0
2012-02-29,1.27,1.17,165,0.72,96796.67,0.0,Omaha,45,,,0
2012-03-01,3.02,4.54,154,0.67,96654.03,0.0,Omaha,45,,,0
2012-03-02,0.51,6.51,167,0.54,97245.45,0.0,Omaha,45,,,0
2012-03-03,1.1,2.21,171,0.61,97147.54,0.01,Omaha,45,,,0
2012-03-04,1.48,1.52,208,0.63,98036.56,0.0,Omaha,45,,,0
2012-03-05,13.51,6.63,203,0.42,96677.01,0.0,Omaha,45,,,0
2012-03-06,13.17,4.37,91,0.61,96457.83,0.0,Omaha,45,,,0
2012-03-07,2.89,4.78,220,0.54,98214.56,0.0,Omaha,45,,,0
2012-03-08,9.09,2.09,125,0.3,98672.1,0.0,Omaha,45,,,0
2011-08-27,20.89,5.97,258,0.66,99170.32,0.0,Chicago,46,,,0
2011-08-28,21.33,1.59,271,0.62,99364.66,0.0,Chicago,46,,,0
2011-08-29,22.24,3.19,191,0.58,99561.69,0.0,Chicago,46,,,0
2011-08-30,23.55,4.24,233,0.67,99352.16,0.18,Chicago,46,,,0
2011-08-31,27.22,1.06,260,0.75,99196.75,0.09,Chicago,46,,,0
2011-09-01,29.54,3.73,214,0.63,99090.01,0.0,Chicago,46,,,0
2011-09-02,27.42,0.82,200,0.7,99014.73,0.12,Chicago,46,,,0
2011-09-03,21.98,4.62,215,0.74,99037.62,0.57,Chicago,46,,,0
2011-09-04,16.79,8.42,185,0.75,99564.41,0.22,Chicago,46,,,0
2011-09-05,15.68,6.72,234,0.63,99869.82,0.0,Chicago,46,,,0
2011-09-06,16.37,5.91,246,0.68,99884.63,0.0,Chicago,46,,,0
2011-09-07,17.9,7.22,208,0.74,99673.39,0.02,Chicago,46,,,0
2011-09-08,18.66,4.53,130,0.85,99276.29,0.23,Chicago,46,,,0
2011-09-09,20.17,1.53,163,0.82,99369.66,0.11,Chicago,46,,,0
2011-09-10,21.72,1.37,229,0.68,99424.43,0.01,Chicago,46,,,0
2011-09-11,23.61,4.44,224,0.65,99279.8,0.0,Chicago,46,,,0
2011-09-12,22.17,3.26,215,0.66,98926.93,0.01,Chicago,46,,,0
2011-09-13,16.48,1.66,123,0.7,99507.0,0.11,Chicago,46,,,0
2011-09-14,12.4,6.16,226,0.53,100261.3,0.0,Chicago,46,,,0
2011-09-15,12.42,1.85,104,0.58,100560.65,0.01,Chicago,46,,,0
2011-09-16,15.49,4.14,219,0.58,100332.02,0.0,Chicago,46,,,0
2011-09-17,16.41,5.84,105,0.72,100006.1,0.16,Chicago,46,,,0
2011-09-18,17.81,1.14,113,0.88,99204.41,1.16,Chicago,46,,,0
2011-09-19,17.19,2.87,217,0.81,99476.12,0.0,Chicago,46,,,0
2011-09-20,18.81,4.86,211,0.67,99171.24,0.0,Chicago,46,,,0
2011-09-21,15.44,3.82,149,0.66,99589.31,0.01,Chicago,46,,,0
2011-09-22,13.85,2.7,135,0.72,99650.05,0.08,Chicago,46,,,0
2011-09-23,13.18,2.32,170,0.78,99390.45,0.28,Chicago,46,,,0
2011-09-24,14.81,4.15,115,0.83,99147.71,0.32,Chicago,46,,,0
2011-09-25,15.09,3.45,124,0.83,98350.39,1.12,Chicago,46,,,0
2011-09-26,13.98,5.1,126,0.84,98382.9,0.52,Chicago,46,,,0
2011-09-27,14.33,3.57,153,0.86,98626.76,0.27,Chicago,46,,,0
2011-09-28,15.02,4.02,109,0.82,98538.69,0.19,Chicago,46,,,0
2011-09-29,12.69,10.32,176,0.67,98885.96,0.15,Chicago,46,,,0
2011-09-30,10.72,8.13,186,0.68,100067.94,0.06,Chicago,46,,,0
2011-10-01,11.67,3.56,209,0.67,100182.86,0.0,Chicago,46,,,0
2011-10-02,15.0,2.61,202,0.69,99966.87,0.0,Chicago,46,,,0
2011-10-03,14.82,0.84,173,0.8,100218.9,0.0,Chicago,46,,,0
2011-10-04,17.55,1.84,197,0.69,100140.07,0.0,Chicago,46,,,0
2011-10-05,18.98,2.57,193,0.74,100133.61,0.0,Chicago,46,,,0
2011-10-06,20.26,4.53,189,0.67,100236.36,0.0,Chicago,46,,,0
2011-10-07,20.51,4.63,189,0.69,100304.77,0.0,Chicago,46,,,0
2011-10-08,19.64,1.94,189,0.74,100409.77,0.0,Chicago,46,,,0
2011-10-09,18.98,3.46,181,0.69,100004.81,0.0,Chicago,46,,,0
2011-10-10,19.69,2.73,165,0.71,99451.85,0.0,Chicago,46,,,0
2011-10-11,19.37,3.93,173,0.67,98878.67,0.0,Chicago,46,,,0
2011-10-12,17.13,2.69,31,0.81,98019.58,0.46,Chicago,46,,,0
2011-10-13,13.82,8.4,136,0.67,97907.6,0.04,Chicago,46,,,0
2011-10-14,12.54,9.25,177,0.57,98551.13,0.01,Chicago,46,,,0
2011-10-15,12.54,3.88,147,0.62,98790.99,0.11,Chicago,46,,,0
2011-10-16,10.74,7.08,159,0.54,98860.37,0.0,Chicago,46,,,0
2011-10-17,10.13,2.56,73,0.65,98786.84,0.05,Chicago,46,,,0
2011-10-18,9.76,9.48,35,0.8,98485.12,0.81,Chicago,46,,,0
2011-10-19,9.56,11.33,33,0.75,97950.38,1.16,Chicago,46,,,0
2011-10-20,8.93,4.0,152,0.63,99297.22,0.01,Chicago,46,,,0
2011-10-21,9.63,2.96,154,0.69,99567.48,0.0,Chicago,46,,,0
2011-10-22,14.87,1.81,0,0.67,99401.9,0.0,Chicago,46,,,0
2018-08-30,27.75,6.97,265,0.64,96348.58,0.0,Wichita,47,,,0
2018-08-31,29.27,6.38,265,0.56,96354.31,0.0,Wichita,47,,,0
2018-09-01,27.28,5.17,245,0.66,96507.1,0.02,Wichita,47,,,0
2018-09-02,25.68,4.24,204,0.74,96758.02,0.09,Wichita,47,,,0
2018-09-03,24.01,4.49,97,0.87,96712.54,1.4,Wichita,47,,,0
2018-09-04,23.76,2.39,168,0.88,96883.4,0.78,Wichita,47,,,0
2018-09-05,22.36,3.19,76,0.92,97210.23,0.33,Wichita,47,,,0
2018-09-06,22.09,3.92,54,0.91,97093.05,0.55,Wichita,47,,,0
2018-09-07,19.99,4.52,96,0.89,96890.56,0.09,Wichita,47,,,0
2018-09-08,19.06,3.3,226,0.76,96787.02,0.0,Wichita,47,,,0
2018-09-09,18.69,1.9,239,0.76,96788.01,0.0,Wichita,47,,,0
2018-09-10,20.17,3.45,206,0.75,96836.1,0.0,Wichita,47,,,0
2018-09-11,21.34,4.39,187,0.75,96816.77,0.02,Wichita,47,,,0
2018-09-12,23.33,5.56,157,0.81,96789.93,0.01,Wichita,47,,,0
2018-09-13,24.79,4.76,244,0.77,96837.63,0.0,Wichita,47,,,0
2018-09-14,25.46,2.46,220,0.71,96995.98,0.02,Wichita,47,,,0
2018-09-15,25.59,1.53,198,0.71,96835.14,0.0,Wichita,47,,,0
2018-09-16,26.13,3.12,214,0.7,96584.75,0.02,Wichita,47,,,0
2018-09-17,27.13,4.18,227,0.7,96497.9,0.0,Wichita,47,,,0
2018-09-18,27.62,5.34,241,0.63,96355.43,0.0,Wichita,47,,,0
2018-09-19,27.67,6.76,232,0.61,96228.07,0.0,Wichita,47,,,0
2018-09-20,21.63,1.65,85,0.7,96861.19,0.95,Wichita,47,,,0
2018-09-21,16.04,3.63,249,0.69,97393.11,0.0,Wichita,47,,,0
2018-09-22,17.97,2.44,241,0.76,96864.81,0.0,Wichita,47,,,0
2018-09-23,20.72,3.37,154,0.76,96417.06,0.02,Wichita,47,,,0
2018-09-24,21.29,1.43,161,0.78,96371.82,0.01,Wichita,47,,,0
2018-09-25,15.44,3.26,173,0.57,97431.56,0.0,Wichita,47,,,0
2018-09-26,14.19,2.78,240,0.59,96996.8,0.0,Wichita,47,,,0
2018-09-27,15.2,1.79,79,0.68,96881.65,0.01,Wichita,47,,,0
2018-09-28,14.67,2.11,57,0.79,97195.51,0.13,Wichita,47,,,0
2018-09-29,21.57,5.99,106,0.84,96866.75,0.02,Wichita,47,,,0
2018-09-30,21.94,5.16,152,0.79,96930.7,0.0,Wichita,47,,,0
2018-10-01,23.2,5.1,191,0.75,96851.35,0.01,Wichita,47,,,0
2018-10-02,26.15,7.87,200,0.71,96214.33,0.0,Wichita,47,,,0
2018-10-03,17.39,2.99,56,0.73,96735.64,0.67,Wichita,47,,,0
2018-10-04,17.29,2.07,163,0.79,96467.58,0.0,Wichita,47,,,0
2018-10-05,15.69,1.31,49,0.84,96504.02,1.46,Wichita,47,,,0
2018-10-06,11.54,2.11,27,0.97,96730.92,1.15,Wichita,47,,,0
2018-10-07,19.29,3.31,66,0.93,96307.85,1.51,Wichita,47,,,0
2018-10-08,18.35,2.85,50,0.95,95967.0,1.46,Wichita,47,,,0
2018-10-09,10.32,4.92,201,0.75,96255.2,0.01,Wichita,47,,,0
2018-10-10,8.11,2.91,138,0.66,97181.54,0.0,Wichita,47,,,0
2018-10-11,10.22,0.61,53,0.77,96795.91,0.36,Wichita,47,,,0
2018-10-12,8.2,2.02,157,0.84,96522.8,0.0,Wichita,47,,,0
2018-10-13,8.03,2.3,17,0.9,96457.38,0.46,Wichita,47,,,0
2018-10-14,2.54,5.03,201,0.75,97856.22,0.03,Wichita,47,,,0
2018-10-15,6.08,1.86,193,0.64,97751.08,0.0,Wichita,47,,,0
2018-10-16,11.47,1.43,192,0.62,97909.39,0.0,Wichita,47,,,0
2018-10-17,11.98,2.53,115,0.68,98156.11,0.0,Wichita,47,,,0
2018-10-18,13.79,3.63,106,0.79,97336.39,0.16,Wichita,47,,,0
2018-10-19,13.6,2.78,190,0.58,97535.17,0.0,Wichita,47,,,0
2018-10-20,11.19,2.32,185,0.59,97714.91,0.0,Wichita,47,,,0
2018-10-21,13.93,4.32,179,0.65,97059.49,0.0,Wichita,47,,,0
2018-10-22,14.36,2.06,178,0.71,97421.19,0.0,Wichita,47,,,0
2018-10-23,13.2,3.03,74,0.69,97386.52,0.02,Wichita,47,,,0
2018-10-24,10.34,1.5,19,0.91,96727.33,0.51,Wichita,47,,,0
2018-10-25,9.58,2.41,5,0.93,96356.77,0.1,Wichita,47,,,0
2017-12-12,-1.99,2.76,37,0.93,99271.75,0.07,Birmingham,48,,,0
2017-12-13,3.72,4.86,17,0.9,98190.99,0.18,Birmingham,48,,,0
2017-12-14,3.31,5.6,32,0.85,97615.28,0.05,Birmingham,48,,,0
2017-12-15,3.03,4.78,40,0.86,98762.3,0.08,Birmingham,48,,,0
2017-12-16,2.27,3.43,21,0.9,100512.83,0.01,Birmingham,48,,,0
2017-12-17,4.3,2.96,8,0.95,100840.59,0.09,Birmingham,48,,,0
2017-12-18,4.03,2.02,33,0.93,101632.18,0.0,Birmingham,48,,,0
2017-12-19,4.03,2.57,19,0.96,102105.67,0.0,Birmingham,48,,,0
2017-12-20,9.57,2.55,11,0.96,102131.89,0.01,Birmingham,48,,,0
2017-12-21,10.08,2.82,14,0.95,102163.77,0.05,Birmingham,48,,,0
2017-12-22,8.95,1.39,12,0.96,102238.46,0.01,Birmingham,48,,,0
2017-12-23,8.23,3.88,16,0.95,101942.53,0.01,Birmingham,48,,,0
2017-12-24,9.58,6.08,13,0.89,100869.64,0.0,Birmingham,48,,,0
2017-12-25,9.33,7.08,18,0.85,99051.18,0.35,Birmingham,48,,,0
2017-12-26,3.83,1.98,34,0.89,97937.56,0.57,Birmingham,48,,,0
2017-12-27,1.94,5.99,24,0.85,97841.28,0.3,Birmingham,48,,,0
2017-12-28,1.18,3.53,40,0.88,98977.75,0.0,Birmingham,48,,,0
2017-12-29,3.49,3.96,29,0.83,98247.76,0.17,Birmingham,48,,,0
2017-12-30,9.19,5.59,21,0.8,98104.52,0.26,Birmingham,48,,,0
2017-12-31,9.03,6.78,28,0.83,97862.82,0.1,Birmingham,48,,,0
