datetime,temperature,wind_speed,surface_solar_radiation,relative_humidity,surface_pressure,total_precipitation,city,event_id,latitude,longitude,outcome
2017-06-14,18.43,2.61,261,0.69,100373.34,0.01,Birmingham,0,,,0
2017-06-15,16.61,4.49,255,0.68,100136.13,0.01,Birmingham,0,,,0
2017-06-16,16.92,3.95,175,0.72,101059.31,0.0,Birmingham,0,,,0
2017-06-17,21.2,2.37,326,0.65,101361.97,0.0,Birmingham,0,,,0
2017-06-18,22.45,0.94,314,0.59,101089.17,0.0,Birmingham,0,,,0
2017-06-19,23.97,1.46,275,0.64,100681.1,0.0,Birmingham,0,,,0
2017-06-20,21.5,3.3,254,0.74,100617.09,0.01,Birmingham,0,,,0
2017-06-21,22.24,2.19,287,0.73,100186.36,0.0,Birmingham,0,,,0
2017-06-22,18.32,3.86,173,0.76,99895.26,0.04,Birmingham,0,,,0
2017-06-23,16.2,5.98,109,0.79,100156.72,0.05,Birmingham,0,,,0
2017-06-24,17.64,4.94,143,0.76,99962.58,0.03,Birmingham,0,,,0
2017-06-25,15.73,3.67,113,0.76,99908.47,0.02,Birmingham,0,,,0
2016-12-26,-6.88,4.15,77,0.68,98480.1,0.0,Minneapolis,1,,,0
2016-12-27,-3.21,2.19,79,0.74,97677.11,0.0,Minneapolis,1,,,0
2016-12-28,-0.96,6.24,51,0.72,97819.7,0.01,Minneapolis,1,,,0
2016-12-29,-4.15,1.62,45,0.73,98194.79,0.0,Minneapolis,1,,,0
2016-12-30,-3.43,3.23,62,0.72,97116.76,0.01,Minneapolis,1,,,0
2016-12-31,-3.7,2.18,64,0.7,97970.66,0.0,Minneapolis,1,,,0
2017-01-01,-1.63,3.49,16,0.77,98518.63,0.1,Minneapolis,1,,,0
2017-01-02,-5.33,3.65,67,0.83,98294.42,0.07,Minneapolis,1,,,0
2017-01-03,-17.65,5.85,86,0.67,98814.45,0.0,Minneapolis,1,,,0
2017-01-04,-19.14,3.49,86,0.7,98645.09,0.0,Minneapolis,1,,,0
2017-01-05,-19.91,2.52,90,0.7,98951.98,0.0,Minneapolis,1,,,0
2017-01-06,-16.67,3.07,92,0.71,99852.22,0.0,Minneapolis,1,,,0
2017-01-07,-16.24,1.86,68,0.7,100127.66,0.0,Minneapolis,1,,,0
2017-01-08,-8.47,1.31,27,0.8,98666.82,0.08,Minneapolis,1,,,0
2017-01-09,-4.93,0.76,27,0.85,96809.69,0.48,Minneapolis,1,,,0
2017-01-10,-14.54,2.21,53,0.76,97799.65,0.1,Minneapolis,1,,,0
2017-01-11,-14.86,2.95,97,0.7,98691.39,0.0,Minneapolis,1,,,0
2017-01-12,-19.83,0.87,72,0.69,100622.09,0.0,Minneapolis,1,,,0
2017-01-13,-12.39,1.84,98,0.73,100099.73,0.0,Minneapolis,1,,,0
2017-01-14,-11.52,2.38,98,0.79,99529.61,0.0,Minneapolis,1,,,0
2017-01-15,-5.74,1.81,59,0.79,98858.13,0.01,Minneapolis,1,,,0
2017-01-16,-0.55,1.88,67,0.88,98224.78,0.39,Minneapolis,1,,,0
2017-01-17,-0.59,3.6,95,0.83,98086.63,0.0,Minneapolis,1,,,0
2017-01-18,1.69,3.41,69,0.89,97686.37,0.0,Minneapolis,1,,,0
2017-01-19,2.24,2.53,15,0.93,97127.34,0.14,Minneapolis,1,,,0
2017-01-20,1.95,2.06,14,0.97,96593.64,0.06,Minneapolis,1,,,0
2017-01-21,2.37,1.83,38,0.95,97078.19,0.0,Minneapolis,1,,,0
2017-01-22,1.6,2.21,33,0.91,97676.71,0.01,Minneapolis,1,,,0
2017-01-23,0.43,0.83,62,0.84,97845.83,0.0,Minneapolis,1,,,0
2017-01-24,-0.6,4.05,43,0.84,97454.12,0.19,Minneapolis,1,,,0
2017-01-25,-1.92,4.29,69,0.74,97896.2,0.01,Minneapolis,1,,,0
2017-01-26,-4.43,3.93,108,0.69,97984.66,0.0,Minneapolis,1,,,0
2017-01-27,-3.06,4.26,55,0.73,97730.4,0.0,Minneapolis,1,,,0
2017-01-28,-3.39,4.04,109,0.6,97934.74,0.01,Minneapolis,1,,,0
2017-01-29,-3.38,1.91,73,0.66,97517.2,0.05,Minneapolis,1,,,0
2017-01-30,1.74,4.85,80,0.83,97189.53,0.19,Minneapolis,1,,,0
2017-01-31,-5.24,4.65,120,0.64,98546.16,0.01,Minneapolis,1,,,0
2017-02-01,-10.65,5.01,124,0.54,99493.86,0.0,Minneapolis,1,,,0
2017-02-02,-10.59,3.53,132,0.54,99692.93,0.0,Minneapolis,1,,,0
2017-02-03,-5.51,4.02,101,0.58,98534.3,0.0,Minneapolis,1,,,0
2017-02-04,-4.2,2.69,113,0.65,98163.51,0.01,Minneapolis,1,,,0
2017-02-05,-5.57,2.36,112,0.68,97875.49,0.0,Minneapolis,1,,,0
2017-02-06,-2.53,2.97,47,0.82,96980.4,0.12,Minneapolis,1,,,0
2017-02-07,-12.47,4.11,141,0.66,98388.13,0.0,Minneapolis,1,,,0
2017-02-08,-13.23,2.97,143,0.59,99101.09,0.0,Minneapolis,1,,,0
2017-02-09,-3.68,4.05,107,0.63,97549.15,0.01,Minneapolis,1,,,0
2017-02-10,3.51,1.61,98,0.76,97723.09,0.0,Minneapolis,1,,,0
2017-02-11,1.63,4.58,145,0.69,98723.06,0.03,Minneapolis,1,,,0
2017-02-12,0.23,3.31,135,0.67,98856.33,0.0,Minneapolis,1,,,0
2017-02-13,2.38,4.94,132,0.68,97929.81,0.0,Minneapolis,1,,,0
2017-02-14,-2.77,3.23,147,0.56,98331.86,0.0,Minneapolis,1,,,0
2017-02-15,0.36,3.35,107,0.59,97535.92,0.0,Minneapolis,1,,,0
2017-02-16,4.41,2.74,152,0.71,96749.58,0.0,Minneapolis,1,,,0
2017-02-17,7.03,3.09,149,0.68,97223.87,0.0,Minneapolis,1,,,0
2017-02-18,6.1,1.99,118,0.75,97955.95,0.0,Minneapolis,1,,,0
2017-02-19,10.68,4.83,25,0.83,97678.9,0.72,Minneapolis,1,,,0
2017-02-20,11.33,4.2,3,0.97,97167.6,0.2,Minneapolis,1,,,0
2014-05-17,17.81,4.21,271,0.67,97447.48,0.0,Oklahoma City,2,,,0
2014-05-18,23.61,7.92,337,0.54,96844.02,0.0,Oklahoma City,2,,,0
2014-05-19,25.91,8.0,337,0.49,96740.68,0.0,Oklahoma City,2,,,0
2014-05-20,26.41,6.8,305,0.5,96961.95,0.0,Oklahoma City,2,,,0
2014-05-21,25.83,4.86,304,0.54,97309.08,0.0,Oklahoma City,2,,,0
2014-05-22,24.0,3.37,168,0.61,97400.68,0.04,Oklahoma City,2,,,0
2014-05-23,22.95,2.77,214,0.71,97296.9,0.21,Oklahoma City,2,,,0
2014-05-24,22.8,3.6,233,0.74,97139.8,0.24,Oklahoma City,2,,,0
2014-05-25,21.66,2.96,162,0.77,97214.33,0.43,Oklahoma City,2,,,0
2014-05-26,20.28,2.23,143,0.83,97049.18,0.39,Oklahoma City,2,,,0
2014-05-27,21.9,2.66,256,0.75,97094.91,0.09,Oklahoma City,2,,,0
2014-05-28,24.42,1.19,289,0.61,97031.72,0.01,Oklahoma City,2,,,0
2014-05-29,24.33,2.84,229,0.66,97038.78,0.03,Oklahoma City,2,,,0
2014-05-30,23.85,2.26,249,0.73,97155.17,0.09,Oklahoma City,2,,,0
2014-05-31,25.15,3.82,218,0.69,97026.85,0.01,Oklahoma City,2,,,0
2014-06-01,26.27,4.73,254,0.65,96902.99,0.02,Oklahoma City,2,,,0
2014-06-02,27.82,4.69,253,0.64,97140.05,0.01,Oklahoma City,2,,,0
2014-06-03,29.04,6.67,328,0.58,96548.14,0.0,Oklahoma City,2,,,0
2014-06-04,29.01,5.03,313,0.56,96413.26,0.0,Oklahoma City,2,,,0
2014-06-05,26.39,3.79,241,0.68,96780.41,0.6,Oklahoma City,2,,,0
2014-06-06,25.41,1.19,269,0.68,96884.46,0.03,Oklahoma City,2,,,0
2014-06-07,21.78,2.69,132,0.81,97042.72,2.47,Oklahoma City,2,,,0
2014-06-08,20.71,1.65,190,0.75,96525.84,0.39,Oklahoma City,2,,,0
2014-06-09,20.48,4.1,212,0.68,96501.49,0.02,Oklahoma City,2,,,0
2014-06-10,23.28,1.98,338,0.62,96756.53,0.0,Oklahoma City,2,,,0
2014-06-11,24.59,0.65,237,0.67,96782.51,1.79,Oklahoma City,2,,,0
2014-06-12,22.52,1.92,343,0.65,97344.46,0.0,Oklahoma City,2,,,0
2014-06-13,25.22,5.78,293,0.62,96765.64,0.0,Oklahoma City,2,,,0
2014-06-14,26.71,6.31,272,0.68,96550.73,0.01,Oklahoma City,2,,,0
2014-06-15,27.73,6.35,317,0.66,96925.67,0.0,Oklahoma City,2,,,0
2014-06-16,28.46,7.57,303,0.61,96836.63,0.0,Oklahoma City,2,,,0
2014-06-17,28.49,6.74,296,0.61,96854.71,0.02,Oklahoma City,2,,,0
2014-06-18,25.96,5.52,283,0.7,97102.69,0.07,Oklahoma City,2,,,0
2014-06-19,26.17,3.46,267,0.69,97403.02,0.07,Oklahoma City,2,,,0
2014-06-20,26.99,3.5,279,0.63,97202.23,0.01,Oklahoma City,2,,,0
2014-06-21,26.42,4.16,264,0.67,96920.31,0.02,Oklahoma City,2,,,0
2014-06-22,23.33,0.64,189,0.79,96855.07,0.66,Oklahoma City,2,,,0
2014-06-23,24.47,0.62,301,0.69,97293.05,0.0,Oklahoma City,2,,,0
2014-06-24,24.03,1.85,292,0.69,97299.26,0.0,Oklahoma City,2,,,0
2014-06-25,25.15,4.05,292,0.76,97095.08,0.01,Oklahoma City,2,,,0
2014-06-26,25.85,6.5,191,0.73,96662.88,0.01,Oklahoma City,2,,,0
2014-06-27,26.08,6.49,234,0.72,96625.91,0.03,Oklahoma City,2,,,0
2014-06-28,27.76,5.66,276,0.7,96927.13,0.01,Oklahoma City,2,,,0
2014-06-29,29.5,6.71,340,0.6,96759.78,0.0,Oklahoma City,2,,,0
2014-06-30,27.62,0.91,253,0.58,96902.91,0.0,Oklahoma City,2,,,0
2014-07-01,24.8,2.63,285,0.61,97464.83,0.07,Oklahoma City,2,,,0
2014-07-02,22.83,2.34,306,0.56,97833.8,0.0,Oklahoma City,2,,,0
2014-07-03,24.81,2.62,302,0.58,97870.81,0.0,Oklahoma City,2,,,0
2014-07-04,27.79,4.81,318,0.62,97684.11,0.0,Oklahoma City,2,,,0
2014-07-05,28.98,5.0,317,0.58,97242.57,0.02,Oklahoma City,2,,,0
2014-07-06,29.91,4.43,317,0.5,96998.85,0.0,Oklahoma City,2,,,0
2014-07-07,29.87,1.96,308,0.46,97014.52,0.05,Oklahoma City,2,,,0
2014-07-08,26.34,1.99,316,0.6,97384.5,0.0,Oklahoma City,2,,,0
2014-07-09,27.52,3.41,308,0.61,97206.28,0.0,Oklahoma City,2,,,0
2014-07-10,28.27,4.88,329,0.51,97354.08,0.03,Oklahoma City,2,,,0
2014-07-11,29.4,4.68,336,0.44,97555.16,0.0,Oklahoma City,2,,,0
2014-07-12,34.41,4.63,371,0.26,97325.93,0.0,Oklahoma City,2,,,0
2018-10-14,17.11,0.99,30,0.95,99518.79,0.73,Nashville,3,,,0
2018-10-15,10.42,2.23,55,0.83,100077.64,0.15,Nashville,3,,,0
2018-10-16,11.96,1.41,198,0.72,100207.53,0.04,Nashville,3,,,0
2018-10-17,12.23,2.88,202,0.56,100649.98,0.0,Nashville,3,,,0
2018-10-18,12.23,0.55,186,0.68,100139.65,0.0,Nashville,3,,,0
2018-10-19,14.98,2.94,129,0.74,99476.44,0.34,Nashville,3,,,0
2018-10-20,8.37,2.89,200,0.5,100246.55,0.0,Nashville,3,,,0
2018-10-21,8.47,1.28,174,0.66,100104.1,0.0,Nashville,3,,,0
2018-10-22,11.5,0.79,177,0.68,99999.39,0.0,Nashville,3,,,0
2018-10-23,10.87,2.61,192,0.64,100078.57,0.0,Nashville,3,,,0
2018-10-24,11.25,2.31,59,0.7,99590.02,0.15,Nashville,3,,,0
2018-10-25,11.65,1.65,16,0.93,98445.48,0.56,Nashville,3,,,0
2018-10-26,11.03,3.16,51,0.86,98722.32,0.05,Nashville,3,,,0
2018-10-27,12.94,2.72,144,0.73,99169.66,0.0,Nashville,3,,,0
2018-10-28,12.09,1.53,180,0.55,99658.95,0.0,Nashville,3,,,0
2018-10-29,13.18,2.8,147,0.67,99606.05,0.0,Nashville,3,,,0
2018-10-30,18.84,4.56,84,0.77,99269.85,0.05,Nashville,3,,,0
2018-10-31,18.44,5.36,31,0.86,98275.27,0.96,Nashville,3,,,0
2018-11-01,10.2,3.22,73,0.7,98746.0,0.02,Nashville,3,,,0
2018-11-02,9.04,1.13,151,0.75,99476.15,0.0,Nashville,3,,,0
2018-11-03,12.16,4.31,103,0.69,99775.7,0.15,Nashville,3,,,0
2018-11-04,13.67,3.66,122,0.84,99289.78,0.12,Nashville,3,,,0
2018-11-05,17.1,3.13,165,0.72,98849.07,1.17,Nashville,3,,,0
2018-11-06,11.3,1.76,43,0.76,99658.82,0.13,Nashville,3,,,0
2018-11-07,9.29,3.38,138,0.68,99882.39,0.0,Nashville,3,,,0
2018-11-08,7.99,2.24,43,0.76,99576.81,0.65,Nashville,3,,,0
2018-11-09,2.03,3.39,167,0.58,100444.6,0.0,Nashville,3,,,0
2018-11-10,1.74,1.04,118,0.68,100293.93,0.0,Nashville,3,,,0
2018-11-11,7.63,1.62,24,0.84,99873.91,0.53,Nashville,3,,,0
2018-11-12,4.37,4.1,27,0.9,99967.36,0.18,Nashville,3,,,0
2018-11-13,0.78,3.7,26,0.83,100432.42,0.48,Nashville,3,,,0
2018-11-14,1.19,2.07,48,0.86,99694.13,0.49,Nashville,3,,,0
2018-11-15,3.3,2.22,148,0.76,99696.94,0.0,Nashville,3,,,0
2018-11-16,6.14,0.8,135,0.82,99886.52,0.0,Nashville,3,,,0
2018-11-17,9.41,2.17,120,0.78,99883.02,0.0,Nashville,3,,,0
2018-11-18,10.25,2.34,31,0.77,99580.72,0.04,Nashville,3,,,0
2018-11-19,6.58,2.56,65,0.72,99895.39,0.01,Nashville,3,,,0
2018-11-20,4.03,0.88,143,0.71,100349.06,0.0,Nashville,3,,,0
2018-11-21,5.93,0.52,135,0.74,100385.98,0.0,Nashville,3,,,0
2018-11-22,7.26,3.34,77,0.73,99788.77,0.0,Nashville,3,,,0
2018-11-23,10.84,4.25,74,0.79,98627.0,0.34,Nashville,3,,,0
2018-11-24,9.93,3.41,90,0.8,98697.64,0.01,Nashville,3,,,0
2018-11-25,5.9,4.72,77,0.66,98664.45,0.12,Nashville,3,,,0
2018-11-26,-0.45,3.69,92,0.63,99455.78,0.0,Nashville,3,,,0
2018-11-27,-2.2,0.45,125,0.62,99703.23,0.0,Nashville,3,,,0
2018-11-28,4.78,3.27,32,0.72,99327.55,0.1,Nashville,3,,,0
2018-11-29,14.95,3.59,18,0.92,99011.79,0.59,Nashville,3,,,0
2018-11-30,15.25,5.2,26,0.91,98382.14,0.95,Nashville,3,,,0
2018-12-01,15.01,4.42,131,0.67,97940.98,0.03,Nashville,3,,,0
2018-12-02,7.87,2.87,86,0.62,99082.7,0.0,Nashville,3,,,0
2018-12-03,4.4,2.64,56,0.68,99858.94,0.01,Nashville,3,,,0
2018-12-04,1.74,3.02,80,0.64,100124.09,0.01,Nashville,3,,,0
2018-12-05,0.84,2.05,84,0.69,100417.97,0.0,Nashville,3,,,0
2018-12-06,4.67,1.01,45,0.73,100605.35,0.01,Nashville,3,,,0
2018-12-07,2.83,2.99,28,0.8,100617.62,0.32,Nashville,3,,,0
2018-12-08,1.86,3.85,24,0.95,99721.63,1.09,Nashville,3,,,0
2018-12-09,3.1,3.42,0,0.91,99643.05,0.04,Nashville,3,,,0
2012-02-19,11.23,3.03,100,0.83,99131.12,0.01,Austin,4,,,0
2012-02-20,15.62,2.08,151,0.83,99347.42,0.01,Austin,4,,,0
2012-02-21,20.35,4.33,201,0.7,98701.76,0.0,Austin,4,,,0
2012-02-22,21.56,4.94,209,0.6,97864.75,0.0,Austin,4,,,0
2012-02-23,15.71,5.08,200,0.43,98913.96,0.0,Austin,4,,,0
2012-02-24,9.51,0.69,218,0.44,100166.16,0.0,Austin,4,,,0
2012-02-25,10.05,3.61,215,0.58,99579.28,0.0,Austin,4,,,0
2012-02-26,16.6,2.68,68,0.79,99509.8,0.03,Austin,4,,,0
2012-02-27,19.03,4.41,98,0.84,99264.22,0.05,Austin,4,,,0
2012-02-28,21.15,1.83,104,0.77,98939.4,0.07,Austin,4,,,0
2012-02-29,18.26,1.74,124,0.73,98696.53,0.03,Austin,4,,,0
2012-03-01,21.98,1.46,166,0.79,98095.04,0.02,Austin,4,,,0
2012-03-02,14.97,5.21,237,0.38,98831.0,0.01,Austin,4,,,0
2012-03-03,12.37,1.94,251,0.39,99639.25,0.0,Austin,4,,,0
2012-03-04,15.42,3.38,250,0.41,99874.7,0.0,Austin,4,,,0
2012-03-05,17.11,6.22,186,0.64,99606.69,0.0,Austin,4,,,0
2012-03-06,19.76,7.56,103,0.72,98978.52,0.04,Austin,4,,,0
2012-03-07,21.76,5.76,128,0.86,98792.73,0.22,Austin,4,,,0
2012-03-08,8.01,6.49,35,0.86,99874.18,0.99,Austin,4,,,0
2012-03-09,8.18,2.94,30,0.92,99801.21,0.71,Austin,4,,,0
2012-03-10,13.72,0.74,171,0.87,99133.11,0.47,Austin,4,,,0
2012-03-11,16.7,2.77,259,0.78,99109.47,0.0,Austin,4,,,0
2012-03-12,20.69,3.54,113,0.85,99274.65,0.05,Austin,4,,,0
2012-03-13,21.83,4.69,129,0.84,99265.71,0.13,Austin,4,,,0
2012-03-14,22.07,4.43,132,0.83,99363.88,0.11,Austin,4,,,0
2012-03-15,22.06,4.45,137,0.84,99287.55,0.08,Austin,4,,,0
2012-03-16,21.8,4.75,130,0.8,99090.13,0.06,Austin,4,,,0
2012-03-17,21.8,5.82,126,0.82,98918.2,0.03,Austin,4,,,0
2012-03-18,22.58,7.03,142,0.78,98379.14,0.02,Austin,4,,,0
2012-03-19,17.19,0.05,222,0.77,98112.98,2.88,Austin,4,,,0
2012-03-20,15.37,2.3,260,0.58,98498.73,0.01,Austin,4,,,0
2012-03-21,17.36,4.78,275,0.54,98627.47,0.0,Austin,4,,,0
2012-03-22,17.08,0.72,277,0.6,98967.32,0.0,Austin,4,,,0
2012-03-23,19.11,1.19,255,0.73,99002.38,0.0,Austin,4,,,0
2012-03-24,20.59,1.22,267,0.74,99099.22,0.0,Austin,4,,,0
2012-03-25,21.01,2.28,274,0.69,99108.44,0.0,Austin,4,,,0
2012-03-26,20.27,3.0,219,0.69,99076.96,0.0,Austin,4,,,0
2012-03-27,20.91,3.11,106,0.78,99049.91,0.23,Austin,4,,,0
2012-03-28,20.59,1.96,146,0.88,98732.07,0.77,Austin,4,,,0
2012-03-29,22.99,2.96,199,0.8,98493.6,0.02,Austin,4,,,0
2012-03-30,23.49,3.28,267,0.77,98463.69,0.0,Austin,4,,,0
2012-03-31,23.95,4.53,256,0.78,98331.25,0.0,Austin,4,,,0
2012-04-01,23.53,4.24,218,0.74,97932.14,0.06,Austin,4,,,0
2012-04-02,23.5,2.91,156,0.86,98065.66,0.3,Austin,4,,,0
2012-04-03,20.65,0.95,278,0.69,98477.23,0.04,Austin,4,,,0
2012-04-04,22.09,0.36,272,0.7,98397.71,0.0,Austin,4,,,0
2012-04-05,21.57,2.75,281,0.66,98791.55,0.0,Austin,4,,,0
2012-04-06,22.75,2.88,254,0.74,99186.07,0.0,Austin,4,,,0
2012-04-07,22.36,1.34,231,0.67,99642.1,0.0,Austin,4,,,0
2012-04-08,21.24,1.43,240,0.71,99555.64,0.01,Austin,4,,,0
2012-04-09,21.63,2.14,275,0.66,99331.01,0.0,Austin,4,,,0
2012-04-10,21.65,2.51,250,0.69,99247.96,0.0,Austin,4,,,0
2012-04-11,23.08,4.24,204,0.73,99035.02,0.13,Austin,4,,,0
2012-04-12,22.89,4.9,108,0.74,98833.86,0.03,Austin,4,,,0
2012-04-13,24.28,7.28,116,0.77,98540.26,0.08,Austin,4,,,0
2012-04-14,23.63,4.26,157,0.72,98274.16,0.1,Austin,4,,,0
2012-04-15,24.06,1.58,218,0.44,98483.19,0.0,Austin,4,,,0
2011-12-09,-8.05,3.27,102,0.8,98859.96,0.0,Omaha,5,,,0
2011-12-10,0.08,4.88,95,0.84,98245.33,0.0,Omaha,5,,,0
2011-12-11,4.88,4.88,34,0.74,97976.88,0.01,Omaha,5,,,0
2011-12-12,3.02,1.54,25,0.9,98303.85,0.03,Omaha,5,,,0
2011-12-13,5.95,2.68,12,0.97,97137.43,0.69,Omaha,5,,,0
2011-12-14,1.03,5.58,98,0.76,97645.95,0.0,Omaha,5,,,0
2011-12-15,-3.42,1.12,84,0.78,98739.61,0.0,Omaha,5,,,0
2011-12-16,0.02,2.63,97,0.72,98466.5,0.0,Omaha,5,,,0
2011-12-17,3.05,3.8,94,0.71,97839.3,0.0,Omaha,5,,,0
2011-12-18,1.47,2.36,59,0.81,97435.96,0.0,Omaha,5,,,0
2011-12-19,-1.49,3.29,48,0.69,97845.47,0.03,Omaha,5,,,0
2011-12-20,-0.04,2.11,96,0.7,96717.24,0.0,Omaha,5,,,0
2011-12-21,-0.86,5.51,93,0.67,97973.06,0.02,Omaha,5,,,0
2011-12-22,-4.73,2.83,102,0.72,98618.28,0.0,Omaha,5,,,0
2011-12-23,-1.05,2.68,102,0.64,98357.71,0.0,Omaha,5,,,0
2011-12-24,2.17,3.41,102,0.56,98589.04,0.0,Omaha,5,,,0
2011-12-25,1.51,4.19,95,0.67,97995.36,0.0,Omaha,5,,,0
2011-12-26,2.71,5.02,98,0.59,97424.45,0.0,Omaha,5,,,0
2011-12-27,1.38,2.05,94,0.67,97377.41,0.0,Omaha,5,,,0
2011-12-28,6.45,2.78,80,0.56,96524.44,0.01,Omaha,5,,,0
2011-12-29,7.73,5.08,83,0.64,96327.39,0.07,Omaha,5,,,0
2011-12-30,4.58,3.04,72,0.67,96503.27,0.0,Omaha,5,,,0
2011-12-31,2.45,8.68,107,0.53,97986.91,0.12,Omaha,5,,,0
2012-01-01,-2.99,6.37,109,0.44,99325.48,0.0,Omaha,5,,,0
2012-01-02,-3.43,3.5,101,0.5,98425.0,0.0,Omaha,5,,,0
2012-01-03,4.33,3.38,101,0.55,97877.55,0.0,Omaha,5,,,0
2012-01-04,5.85,3.01,103,0.52,97512.57,0.0,Omaha,5,,,0
2012-01-05,6.21,2.46,75,0.55,96825.9,0.0,Omaha,5,,,0
2012-01-06,0.95,2.59,83,0.58,97863.99,0.0,Omaha,5,,,0
2012-01-07,1.43,0.59,90,0.68,98393.1,0.0,Omaha,5,,,0
2012-01-08,1.22,3.18,107,0.67,98115.15,0.0,Omaha,5,,,0
2012-01-09,3.21,2.17,107,0.6,97452.19,0.0,Omaha,5,,,0
2012-01-10,1.5,3.03,39,0.73,96633.35,0.03,Omaha,5,,,0
2012-01-11,-8.65,9.04,108,0.6,97415.67,0.01,Omaha,5,,,0
2012-01-12,-9.59,4.24,115,0.52,97609.73,0.0,Omaha,5,,,0
2012-01-13,-1.27,0.94,100,0.54,97555.73,0.0,Omaha,5,,,0
2012-01-14,2.16,4.95,115,0.51,97408.96,0.0,Omaha,5,,,0
2012-01-15,2.4,1.52,99,0.64,96622.88,0.0,Omaha,5,,,0
2012-01-16,-6.17,6.46,117,0.6,97797.62,0.08,Omaha,5,,,0
2012-01-17,-7.37,4.26,108,0.63,97853.79,0.0,Omaha,5,,,0
2012-01-18,-9.19,4.01,119,0.5,97580.3,0.01,Omaha,5,,,0
2012-01-19,-10.91,2.82,85,0.5,97550.12,0.02,Omaha,5,,,0
2012-01-20,-9.77,1.17,121,0.67,97887.45,0.0,Omaha,5,,,0
2012-01-21,0.57,5.25,81,0.75,96020.37,0.0,Omaha,5,,,0
